timestamp,kalman.stateZ,gyro.x,gyro.xRaw,gyro.xVariance,gyro.y,gyro.yRaw,gyro,yVariance
0,0.0,0.3137623369693756,-4,7807.0,4.053400039672852,70,9888.0
10,-6.0498714447021484e-06,-1.0066115856170654,-22,7807.0,5.217868804931641,90,9888.0
20,-1.6033649444580078e-05,-1.348554015159607,-19,7807.0,6.444911956787109,121,9888.0
30,-0.0007635056972503662,-0.9230011105537415,-9,7807.0,7.493489742279053,136,9888.0
40,-0.0008100271224975586,-0.8691990971565247,-7,7807.0,8.859930992126465,156,9888.0
50,-0.0008685588836669922,-0.6959066987037659,-8,7807.0,9.354620933532715,159,9888.0
60,-0.0008718967437744141,-0.530040442943573,-11,7807.0,9.465108871459961,150,9888.0
70,-0.0012731850147247314,0.20789873600006104,3,7807.0,8.139520645141602,130,9888.0
80,-0.001349717378616333,0.023519065231084824,11,7807.0,6.978085041046143,110,9888.0
90,-0.001389235258102417,0.3774232864379883,3,7807.0,5.314859390258789,78,9888.0
100,-0.0014256834983825684,0.6522719860076904,18,7807.0,3.5469813346862793,40,9888.0
110,-0.0014894306659698486,1.7869577407836914,31,7807.0,1.287833333015442,10,9888.0
120,-0.0008749663829803467,2.052273750305176,42,7807.0,-0.6748204231262207,-17,9888.0
130,-0.0009010434150695801,2.4269423484802246,40,7807.0,-2.154944896697998,-41,9888.0
140,-0.0009270012378692627,2.5148630142211914,49,7807.0,-4.132961273193359,-62,9888.0
150,-0.0009531080722808838,2.4908335208892822,39,7807.0,-5.286783218383789,-90,9888.0
160,-0.0005253255367279053,1.721116542816162,33,7807.0,-5.906296730041504,-92,9888.0
170,-0.00048786401748657227,0.7966885566711426,9,7807.0,-6.480772018432617,-105,9888.0
180,-0.000494152307510376,-0.11443080008029938,-4,7807.0,-6.854867458343506,-105,9888.0
190,-0.0005191266536712646,-0.8979994654655457,-19,7807.0,-6.918956756591797,-115,9888.0
200,0.0005474686622619629,-2.115504503250122,-38,7807.0,-4.654946804046631,-53,9888.0
210,0.0006017088890075684,-1.6131350994110107,-19,7807.0,0.7559979557991028,39,9888.0
220,0.0007103085517883301,-0.19173091650009155,5,7807.0,6.2055344581604,122,9888.0
230,0.0008168816566467285,1.763627290725708,15,7807.0,9.850634574890137,190,9888.0
240,0.000913470983505249,2.6317408084869385,29,7807.0,12.43490219116211,183,9888.0
250,0.001091092824935913,1.2387745380401611,38,7807.0,11.09775447845459,165,9888.0
260,0.0011834800243377686,-0.9937463402748108,-34,7807.0,5.850229263305664,79,9888.0
270,0.0013122260570526123,-2.3110480308532715,-64,7807.0,-1.3942129611968994,-34,9888.0
280,0.0014046728610992432,-3.8115952014923096,-66,7807.0,-8.44459056854248,-159,9888.0
290,0.0006087124347686768,-4.067323207855225,-72,7807.0,-14.339593887329102,-250,9888.0
300,0.0007056295871734619,-0.9956833124160767,-34,7807.0,-18.264833450317383,-297,9888.0
310,0.0006683468818664551,0.4294961392879486,-2,7807.0,-19.94249725341797,-354,9888.0
320,0.0007687509059906006,3.3175299167633057,106,7807.0,-21.46424674987793,-400,9888.0
330,0.0008150041103363037,3.1281039714813232,-9,7807.0,-20.79322624206543,-151,9888.0
340,0.0010464787483215332,8.602890968322754,101,7807.0,-13.890000343322754,-245,9888.0
350,0.001277625560760498,5.83945894241333,87,7807.0,-12.568750381469727,-149,9888.0
360,0.0013307034969329834,2.8965466022491455,16,7807.0,-6.222389221191406,-111,9888.0
370,0.0015382468700408936,-1.578045129776001,-34,7807.0,-0.9188506007194519,22,9888.0
380,0.0018706917762756348,-5.02260684967041,-81,7807.0,3.5195393562316895,153,9888.0
390,0.0020366013050079346,-7.380462169647217,-97,7807.0,10.284822463989258,149,9888.0
400,0.0021660923957824707,-6.593181133270264,-98,7807.0,11.430177688598633,145,9888.0
410,0.0023241043090820312,-4.179771900177002,-57,7807.0,10.085261344909668,139,9888.0
420,0.00247994065284729,1.0065919160842896,79,7807.0,7.565943241119385,190,9888.0
430,0.00124397873878479,5.868342399597168,87,7807.0,5.814201831817627,29,9888.0
440,0.001418769359588623,7.348692417144775,153,7807.0,1.798349380493164,-113,9888.0
450,0.0014961957931518555,8.78177261352539,85,7807.0,0.3063178062438965,-136,9888.0
460,0.0014859139919281006,4.835597515106201,58,7807.0,1.11723792552948,-58,9888.0
470,0.0002638101577758789,2.892465353012085,-46,7807.0,6.125543594360352,61,9888.0
480,0.0002757906913757324,0.945870041847229,12,7807.0,11.111231803894043,292,9888.0
490,0.00033405423164367676,-0.5490309596061707,-40,7807.0,16.78851318359375,379,9888.0
500,0.000254899263381958,-0.45152753591537476,19,7807.0,23.197717666625977,567,9888.0
510,0.0005207359790802002,-0.28979116678237915,-19,7807.0,31.366500854492188,575,9888.0
520,0.0008159875869750977,-0.956555962562561,-48,7807.0,32.64251708984375,675,9888.0
530,0.0009837746620178223,0.08874814957380295,4,7807.0,37.89167785644531,692,9888.0
540,0.0011938512325286865,3.0677287578582764,77,7807.0,37.170772552490234,666,9888.0
550,0.0014484822750091553,6.431257724761963,76,7807.0,38.05881881713867,658,9888.0
560,0.0024887025356292725,9.727784156799316,158,7807.0,30.266704559326172,636,9888.0
570,0.0029105544090270996,9.30748462677002,124,7807.0,21.453493118286133,460,9888.0
580,0.003362596035003662,9.852396011352539,102,7807.0,7.887252330780029,117,9888.0
590,0.003914505243301392,8.087172508239746,77,7807.0,-5.586712837219238,-252,9888.0
600,0.00648951530456543,9.166765213012695,77,7807.0,-15.674795150756836,-400,9888.0
