,0.2111,4028.3203,850.5744
261439387,2.1907,3754.8828,8225.6982
261439427,2.2171,3715.8203,8238.1992
261439466,2.2962,3740.2344,8588.4814
261439506,2.1643,3735.3516,8084.3232
261439546,2.3490,3710.9375,8717.0996
261439585,2.4018,3730.4688,8959.8994
261439625,2.2698,3696.2891,8390.0137
261439664,2.2698,3745.1172,8500.8467
261439704,2.1115,3730.4688,7876.8340
261439744,2.0323,3740.2344,7601.2998
261439782,2.0059,3745.1172,7512.3760
261439822,2.0059,3764.6484,7551.5537
261439861,2.0851,3779.2969,7880.1855
261439901,2.0587,3735.3516,7689.9658
261439940,2.1115,3774.4141,7969.6240
261439980,2.1643,3730.4688,8073.7554
261440020,2.1643,3735.3516,8084.3232
261440059,2.2435,3740.2344,8391.0459
261440099,2.2171,3720.7031,8249.0254
261440138,2.3754,3750.0000,8907.8330
261440178,2.3226,3706.0547,8607.8125
261440218,2.2962,3720.7031,8543.6328
261440257,2.3490,3710.9375,8717.0996
261440296,2.2171,3730.4688,8270.6758
261440335,2.2435,3701.1719,8303.4102
261440375,2.2698,3759.7656,8534.0957
261440415,2.0587,3745.1172,7710.0703
261440454,2.0851,3750.0000,7819.0986
261440494,2.0059,3779.2969,7580.9370
261440533,2.0323,3769.5313,7660.8398
261440573,2.1115,3769.5313,7959.3140
261440613,2.0851,3735.3516,7788.5557
261440652,2.1907,3603.5156,7894.1035
261440692,2.1379,3745.1172,8006.6113
261440731,2.3490,3710.9375,8717.0996
261440771,2.2962,3740.2344,8588.4814
261440811,2.2171,3710.9375,8227.3740
261440849,2.2698,3750.0000,8511.9297
261440889,2.2171,3735.3516,8281.5020
261440928,2.1907,3740.2344,8193.6084
261440968,2.1907,3735.3516,8182.9121
261441008,2.1115,3725.5859,7866.5239
261441047,2.2435,3730.4688,8369.1367
261441087,2.2435,3706.0547,8314.3652
261441126,2.2435,3735.3516,8380.0908
261441166,2.3754,3706.0547,8803.4443
261441205,2.1907,3740.2344,8193.6084
261441245,2.0851,3740.2344,7798.7368
261441285,2.0059,3750.0000,7522.1704
261441324,1.9531,3759.7656,7343.2920
261441363,2.0323,3754.8828,7631.0698
261441402,2.0059,3784.1797,7590.7319
261441442,2.0851,3750.0000,7819.0986
261441482,2.2171,3750.0000,8313.9775
261441521,2.3754,3720.7031,8838.2412
261441561,2.3226,3725.5859,8653.1768
261441600,2.2698,3740.2344,8489.7627
261441640,2.1643,3720.7031,8052.6201
261441680,2.2962,3735.3516,8577.2695
261441719,2.1907,3720.7031,8150.8223
261441759,2.1907,3750.0000,8215.0020
261441798,2.2171,3735.3516,8281.5020
261441838,2.2435,3715.8203,8336.2734
261441878,2.2698,3725.5859,8456.5137
261441916,2.2435,3715.8203,8336.2734
261441956,2.2171,3725.5859,8259.8506
261441995,2.1643,3706.0547,8020.9170
261442035,2.1643,3754.8828,8126.5942
261442075,2.0851,3745.1172,7808.9175
261442114,2.0851,3764.6484,7849.6421
261442154,2.0059,3759.7656,7541.7593
261442193,2.0587,3750.0000,7720.1226
261442233,2.1379,3759.7656,8037.9282
261442273,2.2171,3740.2344,8292.3271
261442312,2.2171,3745.1172,8303.1523
261442352,2.2435,3740.2344,8391.0459
261442391,2.2698,3740.2344,8489.7627
261442430,2.2698,3725.5859,8456.5137
261442469,2.1643,3725.5859,8063.1880
261442509,2.2435,3735.3516,8380.0908
261442549,2.1643,3706.0547,8020.9170
261442588,2.1907,3754.8828,8225.6982
261442628,2.1379,3725.5859,7964.8560
261442667,2.3490,3745.1172,8797.3887
261442707,2.2962,3720.7031,8543.6328
261442747,2.2171,3735.3516,8281.5020
261442786,2.1643,3745.1172,8105.4590
261442826,2.1643,3710.9375,8031.4844
261442865,2.1379,3740.2344,7996.1724
261442905,2.1115,3735.3516,7887.1440
261442945,2.1379,3754.8828,8027.4893
261442983,2.1379,3740.2344,7996.1724
261443023,2.1115,3740.2344,7897.4541
261443062,2.1115,3735.3516,7887.1440
261443102,2.1643,3720.7031,8052.6201
261443142,2.1379,3740.2344,7996.1724
261443181,2.2962,3715.8203,8532.4209
261443221,2.2171,3730.4688,8270.6758
261443260,2.1907,3720.7031,8150.8223
261443300,2.1907,3725.5859,8161.5186
261443340,2.4018,3725.5859,8948.1719
261443379,2.3226,3696.2891,8585.1309
261443419,2.4018,3730.4688,8959.8994
261443458,2.2962,3701.1719,8498.7842
261443497,2.1907,3745.1172,8204.3057
261443537,2.1907,3681.6406,8065.2490
261443576,2.1643,3759.7656,8137.1621
261443616,2.0323,3735.3516,7591.3765
261443655,2.0587,3759.7656,7740.2271
261443695,2.0323,3750.0000,7621.1465
261443734,2.0059,3754.8828,7531.9648
261443774,2.1115,3769.5313,7959.3140
261443814,2.0323,3735.3516,7591.3765
261443853,2.2435,3769.5313,8456.7715
261443893,2.2435,3740.2344,8391.0459
261443932,2.2171,3691.4063,8184.0723
261443972,2.3490,3745.1172,8797.3887
261444012,2.2698,3720.7031,8445.4297
261444050,2.2962,3745.1172,8599.6934
261444090,2.1379,3701.1719,7912.6616
261444129,2.2171,3750.0000,8313.9775
261444169,2.1379,3735.3516,7985.7339
261444209,2.1643,3769.5313,8158.2974
261444248,2.3226,3745.1172,8698.5410
261444288,2.2698,3715.8203,8434.3467
261444327,2.2962,3720.7031,8543.6328
261444367,2.2435,3710.9375,8325.3193
261444407,2.3226,3740.2344,8687.2002
261444446,2.2171,3720.7031,8249.0254
261444486,2.2962,3745.1172,8599.6934
261444525,2.1643,3740.2344,8094.8911
261444564,2.0851,3730.4688,7778.3745
261444604,2.0851,3754.8828,7829.2798
261444643,2.1115,3720.7031,7856.2144
261444683,2.1115,3754.8828,7928.3843
261444722,2.1115,3720.7031,7856.2144
261444762,2.1379,3730.4688,7975.2949
261444802,2.1907,3657.2266,8011.7661
261444841,2.2171,3706.0547,8216.5488
261444881,2.2171,3735.3516,8281.5020
261444920,2.3226,3706.0547,8607.8125
261444960,2.3226,3735.3516,8675.8594
261444999,2.2435,3676.7578,8248.6387
261445039,2.3490,3750.0000,8808.8584
261445079,2.1907,3735.3516,8182.9121
261445117,2.2698,3730.4688,8467.5967
261445157,2.2435,3735.3516,8380.0908
261445196,2.2435,3710.9375,8325.3193
261445236,2.2698,3740.2344,8489.7627
261445276,2.1379,3720.7031,7954.4170
261445315,2.1379,3769.5313,8058.8057
261445355,2.0587,3720.7031,7659.8091
261445394,2.0851,3735.3516,7788.5557
261445434,2.0587,3735.3516,7689.9658
261445474,2.0323,3730.4688,7581.4531
261445513,2.1115,3784.1797,7990.2441
261445553,2.1643,3725.5859,8063.1880
261445592,2.1115,3701.1719,7814.9741
261445632,2.2171,3740.2344,8292.3271
261445671,2.1643,3735.3516,8084.3232
261445710,2.1115,3745.1172,7907.7642
261445750,2.0851,3730.4688,7778.3745
261445789,2.1907,3750.0000,8215.0020
261445829,2.2171,3720.7031,8249.0254
261445869,2.2171,3740.2344,8292.3271
261445908,2.3226,3725.5859,8653.1768
261445948,2.2698,3730.4688,8467.5967
261445987,2.2962,3725.5859,8554.8447
261446027,2.2435,3720.7031,8347.2275
261446067,2.3754,3730.4688,8861.4385
261446106,2.2698,3710.9375,8423.2637
261446146,2.1115,3750.0000,7918.0742
261446184,2.1907,3735.3516,8182.9121
261446224,2.1115,3754.8828,7928.3843
261446263,2.1379,3730.4688,7975.2949
261446303,2.1379,3710.9375,7933.5396
261446343,2.1379,3740.2344,7996.1724
261446382,2.2435,3730.4688,8369.1367
261446422,2.1379,3750.0000,8017.0503
261446461,2.1643,3730.4688,8073.7554
261446501,2.1907,3740.2344,8193.6084
261446541,2.1907,3740.2344,8193.6084
261446580,2.1907,3710.9375,8129.4287
261446620,2.1907,3750.0000,8215.0020
261446659,2.1907,3720.7031,8150.8223
261446699,2.1643,3740.2344,8094.8911
261446738,2.2698,3740.2344,8489.7627
261446777,2.2435,3715.8203,8336.2734
261446817,2.1115,3740.2344,7897.4541
261446856,2.2962,3730.4688,8566.0576
261446896,2.2171,3754.8828,8324.8037
261446936,2.1379,3725.5859,7964.8560
261446975,2.1379,3750.0000,8017.0503
261447015,2.1379,3720.7031,7954.4170
261447054,2.1643,3735.3516,8084.3232
261447094,2.3226,3740.2344,8687.2002
261447134,2.1643,3720.7031,8052.6201
261447173,2.2171,3740.2344,8292.3271
261447213,2.2435,3730.4688,8369.1367
261447251,2.1643,3754.8828,8126.5942
261447291,2.1115,3671.8750,7753.1143
261447331,2.0851,3725.5859,7768.1934
261447370,2.1907,3740.2344,8193.6084
261447410,2.0851,3725.5859,7768.1934
261447449,2.2962,3740.2344,8588.4814
261447489,2.2435,3730.4688,8369.1367
261447528,2.1115,3759.7656,7938.6943
261447568,2.2435,3735.3516,8380.0908
261447608,2.1643,3720.7031,8052.6201
261447647,2.2698,3735.3516,8478.6797
261447687,2.3754,3715.8203,8826.6426
261447726,2.2435,3750.0000,8412.9541
261447766,2.1643,3710.9375,8031.4844
261447805,2.1643,3686.5234,7978.6460
261447844,2.0323,3735.3516,7591.3765
261447884,2.0587,3735.3516,7689.9658
261447923,2.0587,3730.4688,7679.9136
261447963,2.0851,3730.4688,7778.3745
261448003,2.2698,3750.0000,8511.9297
261448042,2.1907,3730.4688,8172.2153
261448082,2.2698,3730.4688,8467.5967
261448121,2.2698,3750.0000,8511.9297
261448161,2.2171,3701.1719,8205.7227
261448201,2.2962,3735.3516,8577.2695
261448240,2.3226,3706.0547,8607.8125
261448280,2.4018,3730.4688,8959.8994
261448318,2.2962,3686.5234,8465.1484
261448358,2.1907,3745.1172,8204.3057
261448398,2.1643,3720.7031,8052.6201
261448437,2.1115,3759.7656,7938.6943
261448477,2.1115,3754.8828,7928.3843
261448516,2.0587,3754.8828,7730.1748
261448556,1.9003,3793.9453,7209.7778
261448596,2.0851,3735.3516,7788.5557
261448635,2.0851,3764.6484,7849.6421
261448675,2.0587,3730.4688,7679.9136
261448714,2.0851,3750.0000,7819.0986
261448754,2.1907,3725.5859,8161.5186
261448793,2.2171,3701.1719,8205.7227
261448833,2.2698,3735.3516,8478.6797
261448872,2.1907,3706.0547,8118.7324
261448911,2.2435,3745.1172,8402.0000
261448951,2.1379,3720.7031,7954.4170
261448990,2.1379,3750.0000,8017.0503
261449030,2.1643,3730.4688,8073.7554
261449070,2.1907,3759.7656,8236.3955
261449109,2.1643,3750.0000,8116.0264
261449149,2.0587,3735.3516,7689.9658
261449188,2.2171,3774.4141,8368.1055
261449228,2.1907,3735.3516,8182.9121
261449268,2.1907,3750.0000,8215.0020
261449307,2.1643,3725.5859,8063.1880
261449347,2.1907,3701.1719,8108.0356
261449385,2.2962,3730.4688,8566.0576
261449425,2.3490,3691.4063,8671.2197
261449465,2.1907,3710.9375,8129.4287
261449504,2.2171,3706.0547,8216.5488
261449544,2.0587,3754.8828,7730.1748
261449583,2.0587,3813.4766,7850.8018
261449623,1.9267,3779.2969,7281.6904
261449663,2.0323,3764.6484,7650.9165
261449702,1.9795,3754.8828,7432.8604
261449742,2.1379,3754.8828,8027.4893
261449781,2.2435,3710.9375,8325.3193
261449821,2.3226,3754.8828,8721.2227
261449861,2.2171,3740.2344,8292.3271
261449900,2.3754,3730.4688,8861.4385
261449939,2.2962,3720.7031,8543.6328
261449978,2.2435,3730.4688,8369.1367
261450018,2.1907,3725.5859,8161.5186
261450057,2.1907,3706.0547,8118.7324
261450097,2.2171,3730.4688,8270.6758
261450137,2.0851,3715.8203,7747.8311
261450176,2.1115,3759.7656,7938.6943
261450216,2.0587,3725.5859,7669.8613
261450255,2.0851,3750.0000,7819.0986
261450295,2.0851,3759.7656,7839.4609
261450335,2.2171,3725.5859,8259.8506
261450374,2.2435,3750.0000,8412.9541
261450414,2.2171,3715.8203,8238.1992
261450452,2.1907,3745.1172,8204.3057
261450492,2.2171,3725.5859,8259.8506
261450532,2.2171,3745.1172,8303.1523
261450571,2.1379,3735.3516,7985.7339
261450611,2.2171,3725.5859,8259.8506
261450650,2.1907,3813.4766,8354.0576
261450690,2.0851,3706.0547,7727.4688
261450730,2.1907,3750.0000,8215.0020
261450769,2.2698,3725.5859,8456.5137
261450809,2.2171,3720.7031,8249.0254
261450848,2.2962,3676.7578,8442.7236
261450888,2.2171,3715.8203,8238.1992
261450928,2.2171,3750.0000,8313.9775
261450967,2.1115,3725.5859,7866.5239
261451006,2.0587,3779.2969,7780.4360
261451045,2.1379,3735.3516,7985.7339
261451085,2.1907,3740.2344,8193.6084
261451125,2.1379,3754.8828,8027.4893
261451164,2.0587,3740.2344,7700.0181
261451204,2.0323,3750.0000,7621.1465
261451243,2.1643,3750.0000,8116.0264
261451283,2.2171,3745.1172,8303.1523
261451322,2.1643,3715.8203,8042.0522
261451362,2.2962,3623.0469,8319.3906
261451402,2.2435,3715.8203,8336.2734
261451441,2.2698,3720.7031,8445.4297
261451481,2.3754,3730.4688,8861.4385
261451520,2.2435,3691.4063,8281.5020
261451559,2.2435,3745.1172,8402.0000
261451599,2.1907,3720.7031,8150.8223
261451638,2.2435,3740.2344,8391.0459
261451678,2.0851,3715.8203,7747.8311
261451717,2.2435,3720.7031,8347.2275
261451757,2.0323,3764.6484,7650.9165
261451797,1.9795,3740.2344,7403.8633
261451836,2.0323,3774.4141,7670.7632
261451876,2.0851,3666.9922,7646.0200
261451915,2.1115,3720.7031,7856.2144
261451955,2.1907,3710.9375,8129.4287
261451995,2.1907,3720.7031,8150.8223
261452034,2.2962,3735.3516,8577.2695
261452073,2.2435,3691.4063,8281.5020
261452112,2.2435,3745.1172,8402.0000
261452152,2.1379,3715.8203,7943.9780
261452192,2.1379,3745.1172,8006.6113
261452231,2.1907,3725.5859,8161.5186
261452271,2.1907,3720.7031,8150.8223
261452310,2.3226,3725.5859,8653.1768
261452350,2.2171,3701.1719,8205.7227
261452390,2.2171,3715.8203,8238.1992
261452429,2.1643,3706.0547,8020.9170
261452469,2.1643,3735.3516,8084.3232
261452508,2.2962,3715.8203,8532.4209
261452548,2.1643,3745.1172,8105.4590
261452587,2.1907,3715.8203,8140.1255
261452626,2.1379,3735.3516,7985.7339
261452666,2.1907,3750.0000,8215.0020
261452705,2.1643,3715.8203,8042.0522
261452745,2.1115,3754.8828,7928.3843
261452784,2.1379,3715.8203,7943.9780
261452824,2.1115,3740.2344,7897.4541
261452864,2.1379,3735.3516,7985.7339
261452903,2.0587,3735.3516,7689.9658
261452943,2.0851,3764.6484,7849.6421
261452982,2.1379,3710.9375,7933.5396
261453022,2.1379,3759.7656,8037.9282
261453062,2.1379,3735.3516,7985.7339
261453101,2.1907,3745.1172,8204.3057
261453140,2.2698,3725.5859,8456.5137
261453179,2.2435,3715.8203,8336.2734
261453219,2.1907,3735.3516,8182.9121
261453259,2.2962,3696.2891,8487.5723
261453298,2.2962,3735.3516,8577.2695
261453338,2.2962,3701.1719,8498.7842
261453377,2.1643,3720.7031,8052.6201
261453417,2.1115,3725.5859,7866.5239
261453457,2.1379,3740.2344,7996.1724
261453496,2.0851,3740.2344,7798.7368
261453536,2.1379,3745.1172,8006.6113
261453575,2.1115,3769.5313,7959.3140
261453615,2.1115,3740.2344,7897.4541
261453655,2.2171,3715.8203,8238.1992
261453693,2.2171,3745.1172,8303.1523
261453733,2.2962,3706.0547,8509.9971
261453772,2.1379,3754.8828,8027.4893
261453812,2.1379,3725.5859,7964.8560
261453851,2.1643,3735.3516,8084.3232
261453891,2.1907,3715.8203,8140.1255
261453931,2.0587,3745.1172,7710.0703
261453970,2.1115,3740.2344,7897.4541
261454010,2.1643,3730.4688,8073.7554
261454049,2.1379,3764.6484,8048.3667
261454089,2.1115,3686.5234,7784.0444
261454129,2.2435,3745.1172,8402.0000
261454168,2.2171,3681.6406,8162.4209
261454208,2.4018,3735.3516,8971.6270
261454246,2.3490,3706.0547,8705.6289
261454286,2.4546,3715.8203,9120.8633
261454326,2.2962,3710.9375,8521.2090
261454365,2.3226,3715.8203,8630.4951
261454405,2.3490,3735.3516,8774.4482
261454444,2.2171,3735.3516,8281.5020
261454484,2.2171,3754.8828,8324.8037
261454524,2.0059,3720.7031,7463.4033
261454563,2.0323,3764.6484,7650.9165
261454603,2.0059,3735.3516,7492.7866
261454642,2.0851,3725.5859,7768.1934
261454682,2.0323,3759.7656,7640.9932
261454722,2.1379,3720.7031,7954.4170
261454760,2.1643,3750.0000,8116.0264
261454800,2.1115,3740.2344,7897.4541
261454839,2.0851,3745.1172,7808.9175
261454879,2.2435,3730.4688,8369.1367
261454919,2.1907,3715.8203,8140.1255
261454958,2.2962,3740.2344,8588.4814
261454998,2.2171,3715.8203,8238.1992
261455037,2.1907,3740.2344,8193.6084
261455077,2.2171,3715.8203,8238.1992
261455116,2.1643,3740.2344,8094.8911
261455156,2.2171,3735.3516,8281.5020
261455196,2.1115,3725.5859,7866.5239
261455235,2.1115,3740.2344,7897.4541
261455275,2.1643,3725.5859,8063.1880
261455313,2.1643,3740.2344,8094.8911
261455353,2.1379,3720.7031,7954.4170
261455393,2.2435,3740.2344,8391.0459
261455432,2.1643,3740.2344,8094.8911
261455472,2.3226,3710.9375,8619.1543
261455511,2.3226,3730.4688,8664.5176
261455551,2.3754,3706.0547,8803.4443
261455591,2.2962,3730.4688,8566.0576
261455630,2.3226,3696.2891,8585.1309
261455670,2.2435,3730.4688,8369.1367
261455709,2.2962,3754.8828,8622.1182
261455749,2.2171,3740.2344,8292.3271
261455789,2.0587,3730.4688,7679.9136
261455827,2.1115,3745.1172,7907.7642
261455867,2.0587,3740.2344,7700.0181
261455906,2.0851,3740.2344,7798.7368
261455946,2.0851,3642.5781,7595.1143
261455986,2.1379,3725.5859,7964.8560
261456025,2.1379,3735.3516,7985.7339
261456065,2.2962,3740.2344,8588.4814
261456104,2.2698,3710.9375,8423.2637
261456144,2.2435,3735.3516,8380.0908
261456184,2.1643,3583.9844,7756.7231
261456223,2.2171,3750.0000,8313.9775
261456263,2.1115,3720.7031,7856.2144
261456302,2.1643,3745.1172,8105.4590
261456342,2.1115,3750.0000,7918.0742
261456380,2.1907,3720.7031,8150.8223
261456420,2.0587,3769.5313,7760.3315
261456460,2.0587,3715.8203,7649.7568
261456499,2.1379,3754.8828,8027.4893
261456539,2.3754,3715.8203,8826.6426
261456578,2.2171,3730.4688,8270.6758
261456618,2.2435,3720.7031,8347.2275
261456658,2.2435,3710.9375,8325.3193
261456697,2.2435,3774.4141,8467.7256
261456737,2.3754,3701.1719,8791.8457
261456776,2.2435,3745.1172,8402.0000
261456816,2.3226,3701.1719,8596.4717
261456856,2.2171,3730.4688,8270.6758
261456894,2.1643,3725.5859,8063.1880
261456934,2.1907,3769.5313,8257.7881
261456973,2.1115,3803.7109,8031.4839
261457013,2.1907,3730.4688,8172.2153
261457053,2.2435,3769.5313,8456.7715
261457092,2.0587,3730.4688,7679.9136
261457132,2.0059,3774.4141,7571.1426
261457171,2.0059,3740.2344,7502.5811
261457211,2.0059,3803.7109,7629.9097
261457251,2.1115,3725.5859,7866.5239
261457290,2.2171,3710.9375,8227.3740
261457330,2.2171,3745.1172,8303.1523
261457369,2.2698,3696.2891,8390.0137
261457409,2.2435,3735.3516,8380.0908
261457448,2.4546,3740.2344,9180.7900
261457487,2.2435,3730.4688,8369.1367
261457527,2.2171,3710.9375,8227.3740
261457566,2.2435,3745.1172,8402.0000
261457606,2.1115,3740.2344,7897.4541
261457645,2.0851,3715.8203,7747.8311
261457685,2.1115,3759.7656,7938.6943
261457725,2.2171,3720.7031,8249.0254
261457764,2.1379,3759.7656,8037.9282
261457804,2.1115,3735.3516,7887.1440
261457843,2.2962,3730.4688,8566.0576
261457883,2.1379,3750.0000,8017.0503
261457923,2.0851,3710.9375,7737.6499
261457961,2.1643,3745.1172,8105.4590
261458001,2.2962,3706.0547,8509.9971
261458040,2.2962,3730.4688,8566.0576
261458080,2.4018,3701.1719,8889.5332
261458120,2.1643,3730.4688,8073.7554
261458159,2.1379,3720.7031,7954.4170
261458199,2.1907,3754.8828,8225.6982
261458238,2.1379,3759.7656,8037.9282
261458278,2.0059,3740.2344,7502.5811
261458318,1.9795,3769.5313,7461.8569
261458357,2.0851,3730.4688,7778.3745
261458397,2.1379,3750.0000,8017.0503
261458436,2.1907,3740.2344,8193.6084
261458476,2.1643,3754.8828,8126.5942
261458515,2.2698,3725.5859,8456.5137
261458554,2.3226,3706.0547,8607.8125
261458594,2.3226,3725.5859,8653.1768
261458633,2.3226,3686.5234,8562.4492
261458673,2.3490,3735.3516,8774.4482
261458713,2.2698,3715.8203,8434.3467
261458752,2.1643,3735.3516,8084.3232
261458792,2.1907,3715.8203,8140.1255
261458831,2.1643,3750.0000,8116.0264
261458871,2.1115,3754.8828,7928.3843
261458910,2.0059,3735.3516,7492.7866
261458950,2.0851,3764.6484,7849.6421
261458990,2.0059,3627.9297,7277.3081
261459028,2.0587,3759.7656,7740.2271
261459068,2.1115,3725.5859,7866.5239
261459107,2.2435,3750.0000,8412.9541
261459147,2.2171,3725.5859,8259.8506
261459187,2.3226,3710.9375,8619.1543
261459226,2.2698,3740.2344,8489.7627
261459266,2.2962,3676.7578,8442.7236
261459305,2.3754,3725.5859,8849.8398
261459345,2.4810,3691.4063,9158.3662
261459385,2.4810,3710.9375,9206.8232
261459424,2.4546,3701.1719,9084.9072
261459464,2.3226,3706.0547,8607.8125
261459503,2.1643,3725.5859,8063.1880
261459543,2.1115,3750.0000,7918.0742
261459582,2.0851,3730.4688,7778.3745
261459621,2.0851,3769.5313,7859.8232
261459661,2.1379,3759.7656,8037.9282
261459700,2.1379,3759.7656,8037.9282
261459740,2.0587,3754.8828,7730.1748
261459780,2.1907,3740.2344,8193.6084
261459819,2.1379,3759.7656,8037.9282
261459859,2.0851,3730.4688,7778.3745
261459898,2.0851,3750.0000,7819.0986
261459938,2.2171,3710.9375,8227.3740
261459978,2.2435,3715.8203,8336.2734
261460017,2.1907,3681.6406,8065.2490
261460057,2.3226,3710.9375,8619.1543
261460096,2.2698,3740.2344,8489.7627
261460135,2.2171,3696.2891,8194.8975
261460174,2.2698,3740.2344,8489.7627
261460214,2.2435,3730.4688,8369.1367
261460254,2.1379,3740.2344,7996.1724
261460293,2.2435,3710.9375,8325.3193
261460333,2.2698,3720.7031,8445.4297
261460372,2.2435,3730.4688,8369.1367
261460412,2.2171,3710.9375,8227.3740
261460452,2.1907,3740.2344,8193.6084
261460491,2.1907,3696.2891,8097.3389
261460531,2.3754,3730.4688,8861.4385
261460570,2.2698,3706.0547,8412.1807
261460610,2.2435,3740.2344,8391.0459
261460649,2.1643,3715.8203,8042.0522
261460688,2.2171,3745.1172,8303.1523
261460728,2.1379,3735.3516,7985.7339
261460767,2.1115,3754.8828,7928.3843
261460807,2.0851,3769.5313,7859.8232
261460847,2.1115,3725.5859,7866.5239
261460886,2.0851,3745.1172,7808.9175
261460926,2.1379,3730.4688,7975.2949
261460965,2.1907,3706.0547,8118.7324
261461005,2.2698,3735.3516,8478.6797
261461045,2.2435,3710.9375,8325.3193
261461084,2.1907,3754.8828,8225.6982
261461124,2.2171,3696.2891,8194.8975
261461163,2.3490,3730.4688,8762.9785
261461202,2.2962,3710.9375,8521.2090
261461242,2.2698,3710.9375,8423.2637
261461281,2.2171,3710.9375,8227.3740
261461321,2.1643,3725.5859,8063.1880
261461360,2.1907,3725.5859,8161.5186
261461400,2.1643,3720.7031,8052.6201
261461439,2.2171,3754.8828,8324.8037
261461479,2.1643,3720.7031,8052.6201
261461519,2.1379,3750.0000,8017.0503
261461558,2.1115,3740.2344,7897.4541
261461598,2.1379,3720.7031,7954.4170
261461637,2.1643,3740.2344,8094.8911
261461677,2.1643,3710.9375,8031.4844
261461716,2.2698,3725.5859,8456.5137
261461755,2.2698,3701.1719,8401.0967
261461795,2.2962,3745.1172,8599.6934
261461834,2.2962,3691.4063,8476.3604
261461874,2.3754,3725.5859,8849.8398
261461914,2.2435,3730.4688,8369.1367
261461953,2.1907,3735.3516,8182.9121
261461993,2.2171,3735.3516,8281.5020
261462032,2.1115,3754.8828,7928.3843
261462072,2.0587,3754.8828,7730.1748
261462112,2.1379,3735.3516,7985.7339
261462151,2.0323,3779.2969,7680.6865
261462191,2.0323,3750.0000,7621.1465
261462230,2.0851,3686.5234,7686.7441
261462269,2.1907,3745.1172,8204.3057
261462309,2.2962,3710.9375,8521.2090
261462348,2.1643,3740.2344,8094.8911
261462388,2.2171,3710.9375,8227.3740
261462427,2.2962,3735.3516,8577.2695
261462467,2.3754,3701.1719,8791.8457
261462507,2.2962,3701.1719,8498.7842
261462546,2.2435,3754.8828,8423.9082
261462586,2.3226,3720.7031,8641.8359
261462625,2.2698,3730.4688,8467.5967
261462665,2.1643,3720.7031,8052.6201
261462704,2.1643,3740.2344,8094.8911
261462744,2.0323,3715.8203,7551.6831
261462784,2.0587,3750.0000,7720.1226
261462822,2.1115,3740.2344,7897.4541
261462862,2.0851,3735.3516,7788.5557
261462901,2.1115,3750.0000,7918.0742
261462941,2.2435,3710.9375,8325.3193
261462981,2.2698,3735.3516,8478.6797
261463020,2.1643,3710.9375,8031.4844
261463060,2.1115,3666.9922,7742.8042
261463099,2.1643,3720.7031,8052.6201
261463139,2.1907,3740.2344,8193.6084
261463179,2.2171,3720.7031,8249.0254
261463218,2.1379,3701.1719,7912.6616
261463258,2.2171,3759.7656,8335.6289
261463297,2.3490,3745.1172,8797.3887
261463336,2.2698,3745.1172,8500.8467
261463376,2.2171,3706.0547,8216.5488
261463415,2.2435,3735.3516,8380.0908
261463455,2.1643,3740.2344,8094.8911
261463494,2.0587,3750.0000,7720.1226
261463534,2.0851,3754.8828,7829.2798
261463574,2.0323,3725.5859,7571.5298
261463613,2.1907,3754.8828,8225.6982
261463653,2.1115,3740.2344,7897.4541
261463692,2.1379,3754.8828,8027.4893
261463732,2.1907,3725.5859,8161.5186
261463772,2.3226,3720.7031,8641.8359
261463811,2.2962,3706.0547,8509.9971
261463851,2.3226,3696.2891,8585.1309
261463889,2.3226,3715.8203,8630.4951
261463929,2.2962,3706.0547,8509.9971
261463968,2.2171,3745.1172,8303.1523
261464008,2.1643,3691.4063,7989.2134
261464048,2.1115,3745.1172,7907.7642
261464087,2.0323,3735.3516,7591.3765
261464127,1.9795,3745.1172,7413.5288
261464166,2.0587,3754.8828,7730.1748
261464206,2.0851,3725.5859,7768.1934
261464246,2.0587,3754.8828,7730.1748
261464285,2.1379,3725.5859,7964.8560
261464325,2.1643,3701.1719,8010.3491
261464364,2.1379,3730.4688,7975.2949
261464403,2.3226,3720.7031,8641.8359
261464443,2.3490,3740.2344,8785.9180
261464482,2.1643,3706.0547,8020.9170
261464522,2.2698,3740.2344,8489.7627
261464561,2.3490,3735.3516,8774.4482
261464601,2.2435,3740.2344,8391.0459
261464641,2.2435,3715.8203,8336.2734
261464680,2.2435,3735.3516,8380.0908
261464720,2.2171,3725.5859,8259.8506
261464759,2.0851,3730.4688,7778.3745
261464799,2.1379,3745.1172,8006.6113
261464839,2.0587,3588.8672,7388.3984
261464878,2.1115,3745.1172,7907.7642
261464918,2.2435,3710.9375,8325.3193
261464956,2.1907,3735.3516,8182.9121
261464996,2.1379,3735.3516,7985.7339
261465036,2.0587,3730.4688,7679.9136
261465075,2.1643,3710.9375,8031.4844
261465115,2.1115,3715.8203,7845.9043
261465154,2.2962,3745.1172,8599.6934
261465194,2.0851,3730.4688,7778.3745
261465233,2.1379,3750.0000,8017.0503
261465273,2.1643,3759.7656,8137.1621
261465313,2.0851,3730.4688,7778.3745
261465352,2.1643,3735.3516,8084.3232
261465392,2.1115,3686.5234,7784.0444
261465431,2.2435,3725.5859,8358.1826
261465470,2.1907,3706.0547,8118.7324
261465510,2.1115,3754.8828,7928.3843
261465549,2.1643,3730.4688,8073.7554
261465589,2.2171,3725.5859,8259.8506
261465628,2.2171,3725.5859,8259.8506
