99,0.??L??722656,859.8534
80038356,2.2435,3828.1250,8588.2236
80038395,2.2171,3803.7109,8433.0586
80038434,2.2171,3837.8906,8508.8369
80038472,2.2962,3789.0625,8700.6025
80038511,2.1907,3828.1250,8386.1475
80038549,2.1379,3779.2969,8079.6836
80038588,2.2435,3828.1250,8588.2236
80038626,2.2962,3798.8281,8723.0273
80038665,2.2435,3828.1250,8588.2236
80038704,2.3490,3784.1797,8889.1475
80038742,2.4018,3798.8281,9124.0859
80038780,2.3490,3803.7109,8935.0264
80038818,2.2435,3823.2422,8577.2695
80038857,2.2698,3823.2422,8678.1777
80038896,2.1907,3808.5938,8343.3613
80038934,2.2698,3823.2422,8678.1777
80038973,2.1907,3813.4766,8354.0576
80039011,2.2435,3828.1250,8588.2236
80039050,2.1907,3793.9453,8311.2715
80039088,2.2171,3823.2422,8476.3604
80039127,2.2962,3784.1797,8689.3906
80039165,2.2435,3833.0078,8599.1787
80039203,2.2435,3808.5938,8544.4063
80039242,2.2435,3808.5938,8544.4063
80039280,2.3490,3808.5938,8946.4961
80039319,2.2435,3813.4766,8555.3613
80039357,2.2171,3808.5938,8443.8838
80039396,2.2171,3803.7109,8433.0586
80039435,2.2962,3823.2422,8779.0879
80039473,2.2962,3793.9453,8711.8145
80039512,2.2435,3833.0078,8599.1787
80039549,2.1907,3803.7109,8332.6650
80039588,2.2171,3833.0078,8498.0117
80039627,2.1907,3793.9453,8311.2715
80039665,2.3226,3828.1250,8891.3379
80039704,2.2962,3789.0625,8700.6025
80039742,2.2171,3813.4766,8454.7090
80039781,2.2171,3803.7109,8433.0586
80039819,2.1907,3833.0078,8396.8447
80039858,2.2171,3823.2422,8476.3604
80039897,2.2171,3818.3594,8465.5352
80039934,2.2698,3837.8906,8711.4277
80039973,2.1643,3798.8281,8221.7041
80040011,2.1907,3842.7734,8418.2373
80040050,2.2171,3798.8281,8422.2334
80040088,2.1907,3828.1250,8386.1475
80040127,2.2698,3784.1797,8589.5117
80040166,2.2435,3818.3594,8566.3154
80040204,2.2962,3779.2969,8678.1787
80040243,2.2435,3818.3594,8566.3154
80040281,2.3490,3798.8281,8923.5566
80040320,2.1907,3828.1250,8386.1475
80040358,2.1907,3803.7109,8332.6650
80040396,2.2171,3833.0078,8498.0117
80040435,2.1115,3828.1250,8083.0342
80040473,2.1643,3818.3594,8263.9746
80040512,2.1907,3818.3594,8364.7549
80040550,2.2435,3818.3594,8566.3154
80040589,2.2435,3823.2422,8577.2695
80040628,2.2171,3813.4766,8454.7090
80040666,2.3226,3818.3594,8868.6563
80040705,2.2698,3808.5938,8644.9287
80040742,2.3490,3828.1250,8992.3760
80040781,2.2171,3789.0625,8400.5820
80040819,2.3754,3828.1250,9093.4131
80040858,2.1907,3779.2969,8279.1816
80040897,2.2171,3823.2422,8476.3604
80040935,2.1907,3774.4141,8268.4854
80040974,2.1379,3828.1250,8184.0723
80041012,2.2171,3793.9453,8411.4072
80041051,2.2698,3823.2422,8678.1777
80041089,2.1643,3784.1797,8190.0005
80041127,2.2171,3833.0078,8498.0117
80041166,2.3754,3789.0625,9000.6230
80041204,2.2698,3823.2422,8678.1777
80041243,2.2698,3798.8281,8622.7617
80041281,2.2698,3823.2422,8678.1777
80041320,2.3226,3798.8281,8823.2920
80041359,2.3226,3798.8281,8823.2920
80041397,2.2435,3813.4766,8555.3613
80041436,2.3226,3808.5938,8845.9736
80041474,2.2962,3818.3594,8767.8750
80041512,2.2171,3789.0625,8400.5820
80041550,2.1907,3823.2422,8375.4512
80041589,2.2171,3798.8281,8422.2334
80041628,2.1643,3837.8906,8306.2461
80041666,2.1115,3793.9453,8010.8643
80041705,2.1115,3842.7734,8113.9639
80041743,2.1379,3798.8281,8121.4390
80041782,2.2435,3837.8906,8610.1328
80041820,2.2171,3808.5938,8443.8838
80041859,2.2435,3818.3594,8566.3154
80041897,2.2698,3793.9453,8611.6787
80041935,2.2962,3808.5938,8745.4512
80041974,2.2435,3798.8281,8522.4980
80042012,2.3226,3808.5938,8845.9736
80042051,2.3226,3803.7109,8834.6328
80042090,2.2962,3789.0625,8700.6025
80042128,2.2435,3818.3594,8566.3154
80042167,2.2435,3798.8281,8522.4980
80042205,2.1907,3828.1250,8386.1475
80042244,2.1379,3808.5938,8142.3169
80042281,2.1643,3833.0078,8295.6777
80042320,2.2171,3808.5938,8443.8838
80042359,2.1643,3833.0078,8295.6777
80042397,2.2171,3803.7109,8433.0586
80042436,2.2171,3818.3594,8465.5352
80042474,2.3226,3793.9453,8811.9512
80042513,2.3226,3808.5938,8845.9736
80042551,2.3754,3784.1797,8989.0244
80042590,2.4282,3808.5938,9248.0635
80042629,2.3226,3798.8281,8823.2920
80042667,2.2698,3808.5938,8644.9287
80042705,2.3490,3803.7109,8935.0264
80042743,2.1643,3828.1250,8285.1104
80042782,2.2171,3818.3594,8465.5352
80042821,2.0851,3818.3594,7961.6343
80042859,2.1643,3818.3594,8263.9746
80042898,2.2435,3828.1250,8588.2236
80042936,2.2171,3833.0078,8498.0117
80042975,2.2171,3813.4766,8454.7090
80043013,2.1379,3823.2422,8173.6333
80043052,2.2171,3803.7109,8433.0586
80043090,2.1379,3818.3594,8163.1943
80043128,2.2698,3789.0625,8600.5957
80043167,2.2962,3823.2422,8779.0879
80043205,2.3226,3784.1797,8789.2686
80043244,2.3226,3813.4766,8857.3145
80043282,2.2435,3789.0625,8500.5889
80043321,2.2435,3833.0078,8599.1787
80043360,2.2962,3784.1797,8689.3906
80043398,2.3490,3818.3594,8969.4365
80043437,2.2171,3789.0625,8400.5820
80043474,2.3226,3813.4766,8857.3145
80043513,2.4018,3803.7109,9135.8135
80043551,2.2962,3818.3594,8767.8750
80043590,2.2171,3808.5938,8443.8838
80043629,2.1379,3808.5938,8142.3169
80043667,2.1379,3828.1250,8184.0723
80043706,2.0587,3818.3594,7860.8540
80043744,2.1379,3813.4766,8152.7554
80043783,2.1907,3818.3594,8364.7549
80043822,2.1907,3828.1250,8386.1475
80043859,2.2171,3808.5938,8443.8838
80043898,2.2698,3833.0078,8700.3447
80043936,2.2698,3798.8281,8622.7617
80043975,2.2962,3823.2422,8779.0879
80044013,2.3226,3793.9453,8811.9512
80044052,2.2962,3803.7109,8734.2393
80044091,2.2698,3779.2969,8578.4287
80044129,2.3754,3818.3594,9070.2158
80044168,2.2962,3793.9453,8711.8145
80044206,2.1907,3808.5938,8343.3613
80044244,2.1907,3793.9453,8311.2715
80044282,2.2171,3823.2422,8476.3604
80044321,2.2171,3798.8281,8422.2334
80044360,2.2698,3808.5938,8644.9287
80044398,2.2962,3779.2969,8678.1787
80044437,2.2435,3808.5938,8544.4063
80044475,2.1907,3798.8281,8321.9678
80044514,2.2698,3818.3594,8667.0947
80044553,2.2698,3798.8281,8622.7617
80044591,2.1907,3813.4766,8354.0576
80044630,2.2171,3813.4766,8454.7090
80044667,2.2435,3813.4766,8555.3613
80044706,2.1643,3793.9453,8211.1357
80044744,2.3226,3823.2422,8879.9971
80044783,2.2171,3813.4766,8454.7090
80044822,2.2962,3803.7109,8734.2393
80044860,2.3226,3803.7109,8834.6328
80044899,2.2171,3798.8281,8422.2334
80044937,2.2698,3813.4766,8656.0117
80044976,2.1907,3808.5938,8343.3613
80045014,2.2435,3823.2422,8577.2695
80045052,2.2962,3803.7109,8734.2393
80045091,2.2435,3828.1250,8588.2236
80045129,2.1379,3813.4766,8152.7554
80045168,2.2171,3828.1250,8487.1855
80045206,2.1907,3789.0625,8300.5752
80045245,2.1379,3828.1250,8184.0723
80045284,2.2962,3784.1797,8689.3906
80045322,2.3490,3818.3594,8969.4365
80045361,2.3226,3774.4141,8766.5869
80045399,2.3226,3823.2422,8879.9971
80045437,2.3754,3793.9453,9012.2217
80045475,2.2698,3833.0078,8700.3447
80045514,2.1643,3798.8281,8221.7041
80045553,2.1379,3823.2422,8173.6333
80045591,2.1379,3803.7109,8131.8779
80045630,2.1115,3823.2422,8072.7241
80045668,2.2962,3813.4766,8756.6631
80045707,2.2698,3813.4766,8656.0117
80045745,2.2962,3813.4766,8756.6631
80045784,2.2698,3803.7109,8633.8447
80045822,2.3226,3803.7109,8834.6328
80045860,2.2962,3798.8281,8723.0273
80045899,2.2435,3813.4766,8555.3613
80045937,2.2698,3789.0625,8600.5957
80045976,2.2435,3813.4766,8555.3613
80046014,2.3226,3803.7109,8834.6328
80046053,2.2171,3823.2422,8476.3604
80046092,2.2171,3803.7109,8433.0586
80046130,2.2698,3828.1250,8689.2617
80046169,2.2171,3779.2969,8378.9307
80046206,2.2435,3789.0625,8500.5889
80046245,2.2171,3793.9453,8411.4072
80046284,2.1907,3828.1250,8386.1475
80046322,2.2698,3789.0625,8600.5957
80046361,2.1907,3828.1250,8386.1475
80046399,2.0587,3798.8281,7820.6450
80046438,2.1643,3833.0078,8295.6777
80046476,2.2171,3793.9453,8411.4072
80046515,2.1643,3818.3594,8263.9746
80046554,2.1643,3798.8281,8221.7041
80046592,2.1907,3818.3594,8364.7549
80046630,2.1115,3803.7109,8031.4839
80046668,2.2698,3808.5938,8644.9287
80046707,2.2435,3798.8281,8522.4980
80046745,2.2698,3803.7109,8633.8447
80046784,2.2698,3808.5938,8644.9287
80046823,2.2962,3779.2969,8678.1787
80046861,2.3226,3813.4766,8857.3145
80046900,2.2962,3798.8281,8723.0273
80046938,2.2962,3813.4766,8756.6631
80046977,2.1907,3803.7109,8332.6650
80047015,2.1907,3833.0078,8396.8447
80047053,2.2435,3793.9453,8511.5439
80047092,2.1379,3842.7734,8215.3887
80047130,2.2698,3784.1797,8589.5117
80047169,2.1643,3823.2422,8274.5430
80047207,2.1907,3784.1797,8289.8779
80047246,2.1907,3833.0078,8396.8447
80047285,2.1643,3793.9453,8211.1357
80047323,2.2698,3813.4766,8656.0117
80047362,2.2171,3784.1797,8389.7568
80047399,2.2698,3813.4766,8656.0117
80047438,2.2962,3808.5938,8745.4512
80047476,2.2435,3813.4766,8555.3613
80047515,2.2435,3813.4766,8555.3613
80047554,2.1907,3803.7109,8332.6650
80047592,2.2962,3818.3594,8767.8750
80047631,2.2171,3793.9453,8411.4072
80047669,2.2698,3828.1250,8689.2617
80047708,2.2435,3793.9453,8511.5439
80047747,2.1115,3823.2422,8072.7241
80047784,2.1643,3803.7109,8232.2715
80047823,2.2435,3823.2422,8577.2695
80047861,2.1643,3798.8281,8221.7041
80047900,2.1907,3818.3594,8364.7549
80047938,2.2698,3798.8281,8622.7617
80047977,2.2435,3818.3594,8566.3154
80048016,2.2698,3779.2969,8578.4287
80048054,2.1643,3823.2422,8274.5430
80048093,2.1643,3793.9453,8211.1357
80048131,2.1907,3823.2422,8375.4512
80048169,2.2962,3798.8281,8723.0273
80048207,2.2171,3818.3594,8465.5352
80048246,2.1907,3798.8281,8321.9678
80048285,2.1379,3818.3594,8163.1943
80048323,2.2698,3808.5938,8644.9287
80048362,2.2171,3813.4766,8454.7090
80048400,2.1379,3813.4766,8152.7554
80048439,2.2171,3803.7109,8433.0586
80048477,2.3490,3808.5938,8946.4961
80048516,2.1907,3798.8281,8321.9678
80048555,2.2698,3808.5938,8644.9287
80048592,2.2698,3789.0625,8600.5957
80048631,2.1907,3823.2422,8375.4512
80048669,2.1907,3837.8906,8407.5410
80048708,2.2171,3813.4766,8454.7090
80048747,2.2962,3798.8281,8723.0273
80048785,2.2435,3833.0078,8599.1787
80048824,2.1907,3798.8281,8321.9678
80048862,2.1907,3837.8906,8407.5410
80048901,2.2698,3808.5938,8644.9287
80048939,2.2171,3828.1250,8487.1855
80048977,2.2435,3798.8281,8522.4980
80049016,2.2171,3823.2422,8476.3604
80049054,2.1643,3789.0625,8200.5684
80049093,2.1379,3818.3594,8163.1943
80049131,2.1643,3789.0625,8200.5684
80049170,2.2171,3837.8906,8508.8369
80049208,2.2171,3789.0625,8400.5820
80049247,2.2171,3823.2422,8476.3604
80049286,2.3490,3798.8281,8923.5566
80049324,2.2435,3818.3594,8566.3154
80049362,2.3226,3769.5313,8755.2461
80049400,2.2435,3823.2422,8577.2695
80049439,2.2698,3774.4141,8567.3457
80049478,2.2435,3813.4766,8555.3613
80049516,2.2435,3793.9453,8511.5439
80049555,2.2171,3823.2422,8476.3604
80049593,2.1643,3793.9453,8211.1357
80049632,2.1643,3823.2422,8274.5430
80049670,2.1115,3789.0625,8000.5542
80049709,2.0851,3847.6563,8022.7212
80049747,2.1115,3798.8281,8021.1738
80049785,2.1379,3828.1250,8184.0723
80049824,2.1643,3798.8281,8221.7041
80049862,2.1643,3833.0078,8295.6777
80049901,2.2435,3793.9453,8511.5439
80049939,2.1907,3828.1250,8386.1475
80049978,2.1907,3789.0625,8300.5752
80050017,2.3490,3803.7109,8935.0264
80050055,2.4546,3784.1797,9288.6582
80050094,2.1907,3813.4766,8354.0576
80050131,2.2698,3769.5313,8556.2627
80050170,2.3490,3813.4766,8957.9668
80050209,2.2171,3789.0625,8400.5820
80050247,2.2435,3818.3594,8566.3154
80050286,2.3226,3793.9453,8811.9512
80050324,2.2698,3828.1250,8689.2617
80050363,2.1643,3789.0625,8200.5684
80050401,2.1379,3813.4766,8152.7554
80050440,2.1643,3784.1797,8190.0005
80050479,2.1379,3818.3594,8163.1943
80050516,2.1379,3818.3594,8163.1943
80050555,2.1379,3818.3594,8163.1943
80050593,2.2698,3803.7109,8633.8447
80050632,2.1907,3818.3594,8364.7549
80050670,2.2435,3808.5938,8544.4063
80050709,2.2435,3823.2422,8577.2695
80050748,2.2698,3808.5938,8644.9287
80050786,2.2435,3808.5938,8544.4063
80050825,2.3226,3808.5938,8845.9736
80050863,2.2435,3798.8281,8522.4980
80050902,2.3490,3803.7109,8935.0264
80050939,2.2962,3793.9453,8711.8145
80050978,2.2698,3793.9453,8611.6787
80051017,2.2962,3803.7109,8734.2393
80051055,2.2171,3813.4766,8454.7090
80051094,2.1907,3823.2422,8375.4512
80051132,2.1907,3798.8281,8321.9678
80051171,2.2171,3798.8281,8422.2334
80051210,2.1643,3818.3594,8263.9746
80051248,2.1379,3818.3594,8163.1943
80051287,2.0851,3823.2422,7971.8154
80051324,2.2171,3808.5938,8443.8838
80051363,2.2171,3813.4766,8454.7090
80051401,2.3490,3808.5938,8946.4961
80051440,2.3490,3808.5938,8946.4961
80051479,2.3226,3789.0625,8800.6094
80051517,2.2435,3808.5938,8544.4063
80051556,2.3490,3803.7109,8935.0264
80051594,2.1907,3813.4766,8354.0576
80051633,2.2698,3798.8281,8622.7617
80051671,2.2698,3818.3594,8667.0947
80051709,2.1907,3803.7109,8332.6650
80051748,2.1643,3818.3594,8263.9746
80051786,2.2435,3793.9453,8511.5439
80051825,2.2171,3818.3594,8465.5352
80051863,2.2435,3803.7109,8533.4521
80051902,2.2171,3823.2422,8476.3604
80051941,2.1643,3803.7109,8232.2715
80051979,2.2435,3833.0078,8599.1787
80052018,2.1643,3793.9453,8211.1357
80052056,2.1643,3823.2422,8274.5430
80052094,2.1907,3789.0625,8300.5752
80052132,2.2962,3823.2422,8779.0879
80052171,2.2698,3793.9453,8611.6787
80052210,2.1379,3818.3594,8163.1943
80052248,2.1379,3793.9453,8111.0000
80052287,2.1907,3833.0078,8396.8447
80052325,2.1907,3789.0625,8300.5752
80052364,2.2171,3818.3594,8465.5352
80052402,2.2171,3779.2969,8378.9307
80052441,2.4282,3823.2422,9283.6328
80052480,2.2962,3779.2969,8678.1787
80052517,2.2435,3813.4766,8555.3613
80052556,2.2962,3784.1797,8689.3906
80052594,2.2435,3813.4766,8555.3613
80052633,2.2962,3789.0625,8700.6025
80052672,2.2435,3818.3594,8566.3154
80052710,2.2435,3784.1797,8489.6348
80052749,2.1907,3823.2422,8375.4512
80052787,2.1379,3784.1797,8090.1226
80052826,2.3490,3818.3594,8969.4365
80052864,2.1643,3793.9453,8211.1357
80052902,2.1907,3823.2422,8375.4512
80052941,2.1115,3793.9453,8010.8643
80052979,2.2171,3823.2422,8476.3604
80053018,2.1907,3779.2969,8279.1816
80053056,2.1907,3828.1250,8386.1475
80053095,2.2171,3789.0625,8400.5820
80053133,2.2435,3818.3594,8566.3154
80053172,2.1907,3798.8281,8321.9678
80053211,2.2698,3803.7109,8633.8447
80053249,2.2171,3793.9453,8411.4072
80053287,2.3490,3823.2422,8980.9063
80053325,2.2435,3789.0625,8500.5889
80053364,2.3490,3828.1250,8992.3760
80053402,2.2962,3784.1797,8689.3906
80053441,2.2962,3818.3594,8767.8750
80053480,2.1643,3793.9453,8211.1357
80053518,2.2435,3818.3594,8566.3154
80053557,2.1907,3784.1797,8289.8779
80053595,2.2698,3818.3594,8667.0947
80053634,2.1907,3789.0625,8300.5752
80053672,2.2171,3823.2422,8476.3604
80053710,2.3490,3803.7109,8935.0264
80053749,2.1643,3818.3594,8263.9746
80053787,2.1907,3808.5938,8343.3613
80053826,2.2435,3818.3594,8566.3154
80053864,2.3490,3798.8281,8923.5566
80053903,2.1643,3803.7109,8232.2715
80053942,2.2962,3798.8281,8723.0273
80053980,2.2698,3813.4766,8656.0117
80054019,2.2171,3789.0625,8400.5820
80054056,2.3490,3803.7109,8935.0264
80054095,2.2698,3813.4766,8656.0117
80054133,2.2435,3813.4766,8555.3613
80054172,2.2698,3798.8281,8622.7617
80054211,2.2435,3803.7109,8533.4521
80054249,2.2962,3823.2422,8779.0879
80054288,2.1907,3818.3594,8364.7549
80054326,2.2435,3813.4766,8555.3613
80054365,2.3226,3803.7109,8834.6328
80054404,2.2171,3828.1250,8487.1855
80054441,2.1643,3784.1797,8190.0005
80054480,2.2962,3818.3594,8767.8750
80054518,2.2962,3798.8281,8723.0273
80054557,2.2435,3823.2422,8577.2695
80054595,2.2962,3793.9453,8711.8145
80054634,2.2435,3833.0078,8599.1787
80054673,2.3490,3808.5938,8946.4961
80054711,2.2435,3818.3594,8566.3154
80054750,2.2171,3798.8281,8422.2334
80054788,2.1115,3833.0078,8093.3442
80054827,2.2698,3798.8281,8622.7617
80054864,2.1907,3823.2422,8375.4512
80054903,2.1643,3803.7109,8232.2715
80054942,2.1907,3828.1250,8386.1475
80054980,2.3226,3789.0625,8800.6094
80055019,2.2698,3818.3594,8667.0947
80055057,2.3226,3793.9453,8811.9512
80055096,2.2171,3813.4766,8454.7090
80055135,2.3226,3784.1797,8789.2686
80055173,2.2171,3823.2422,8476.3604
80055212,2.2698,3784.1797,8589.5117
80055249,2.2962,3823.2422,8779.0879
80055288,2.2171,3789.0625,8400.5820
80055326,2.2171,3828.1250,8487.1855
80055365,2.1907,3779.2969,8279.1816
80055404,2.2171,3818.3594,8465.5352
80055442,2.2698,3793.9453,8611.6787
80055481,2.2962,3828.1250,8790.2998
80055519,2.2698,3789.0625,8600.5957
80055558,2.2698,3818.3594,8667.0947
80055596,2.2171,3784.1797,8389.7568
80055634,2.2435,3828.1250,8588.2236
80055673,2.3490,3789.0625,8900.6172
80055711,2.2171,3823.2422,8476.3604
80055750,2.1643,3793.9453,8211.1357
80055788,2.2435,3818.3594,8566.3154
80055827,2.2698,3779.2969,8578.4287
80055865,2.2171,3823.2422,8476.3604
80055904,2.2698,3793.9453,8611.6787
80055943,2.2171,3818.3594,8465.5352
80055981,2.2171,3798.8281,8422.2334
80056019,2.2435,3823.2422,8577.2695
80056057,2.2171,3813.4766,8454.7090
80056096,2.2171,3837.8906,8508.8369
80056135,2.1643,3798.8281,8221.7041
80056173,2.1379,3833.0078,8194.5107
80056212,2.1643,3789.0625,8200.5684
80056250,2.1907,3837.8906,8407.5410
80056289,2.1907,3803.7109,8332.6650
80056327,2.1907,3833.0078,8396.8447
80056366,2.2171,3798.8281,8422.2334
80056404,2.1907,3828.1250,8386.1475
80056442,2.1907,3789.0625,8300.5752
80056481,2.2435,3823.2422,8577.2695
80056519,2.3226,3779.2969,8777.9277
80056558,2.4018,3818.3594,9170.9961
80056596,2.3226,3774.4141,8766.5869
80056635,2.4018,3813.4766,9159.2686
80056674,2.3226,3779.2969,8777.9277
80056712,2.2698,3818.3594,8667.0947
80056751,2.2171,3784.1797,8389.7568
80056788,2.2698,3823.2422,8678.1777
80056827,2.2698,3784.1797,8589.5117
80056866,2.2962,3818.3594,8767.8750
80056904,2.2435,3784.1797,8489.6348
80056943,2.2962,3813.4766,8756.6631
80056981,2.3226,3793.9453,8811.9512
80057020,2.1643,3828.1250,8285.1104
80057058,2.1115,3798.8281,8021.1738
80057097,2.1379,3833.0078,8194.5107
80057136,2.1643,3798.8281,8221.7041
80057174,2.2171,3823.2422,8476.3604
80057212,2.1907,3793.9453,8311.2715
80057250,2.2171,3818.3594,8465.5352
80057289,2.1643,3789.0625,8200.5684
80057327,2.1115,3823.2422,8072.7241
80057366,2.1643,3798.8281,8221.7041
80057405,2.2698,3813.4766,8656.0117
80057443,2.3226,3793.9453,8811.9512
80057482,2.2171,3813.4766,8454.7090
80057520,2.2171,3774.4141,8368.1055
80057559,2.2435,3808.5938,8544.4063
80057597,2.2171,3789.0625,8400.5820
80057635,2.2435,3818.3594,8566.3154
80057674,2.3226,3793.9453,8811.9512
80057712,2.1643,3828.1250,8285.1104
80057751,2.2698,3798.8281,8622.7617
80057789,2.1643,3828.1250,8285.1104
80057828,2.2171,3798.8281,8422.2334
80057867,2.1379,3813.4766,8152.7554
80057905,2.2171,3798.8281,8422.2334
80057944,2.2171,3818.3594,8465.5352
80057981,2.1643,3789.0625,8200.5684
80058020,2.1379,3803.7109,8131.8779
80058058,2.1643,3803.7109,8232.2715
80058097,2.1643,3823.2422,8274.5430
80058136,2.2171,3798.8281,8422.2334
80058174,2.1907,3823.2422,8375.4512
80058213,2.2435,3798.8281,8522.4980
80058251,2.2435,3808.5938,8544.4063
80058290,2.2435,3784.1797,8489.6348
80058328,2.2962,3813.4766,8756.6631
80058366,2.2171,3793.9453,8411.4072
80058405,2.3490,3823.2422,8980.9063
80058443,2.1907,3808.5938,8343.3613
80058482,2.2435,3808.5938,8544.4063
80058520,2.2171,3813.4766,8454.7090
80058559,2.3490,3798.8281,8923.5566
80058598,2.1643,3793.9453,8211.1357
80058636,2.2962,3803.7109,8734.2393
80058675,2.1907,3818.3594,8364.7549
80058713,2.2171,3798.8281,8422.2334
80058752,2.1907,3808.5938,8343.3613
80058789,2.2435,3784.1797,8489.6348
80058828,2.2435,3813.4766,8555.3613
80058867,2.2698,3779.2969,8578.4287
80058905,2.2962,3803.7109,8734.2393
80058944,2.3490,3789.0625,8900.6172
80058982,2.2698,3789.0625,8600.5957
80059021,2.2698,3789.0625,8600.5957
80059059,2.2962,3823.2422,8779.0879
80059098,2.1643,3798.8281,8221.7041
80059137,2.1115,3823.2422,8072.7241
80059174,2.1379,3784.1797,8090.1226
80059213,2.1643,3833.0078,8295.6777
80059251,2.0587,3808.5938,7840.7495
80059290,2.1907,3823.2422,8375.4512
80059329,2.1907,3789.0625,8300.5752
80059367,2.2171,3813.4766,8454.7090
80059406,2.3226,3789.0625,8800.6094
80059444,2.2698,3808.5938,8644.9287
80059483,2.2962,3784.1797,8689.3906
80059521,2.2962,3793.9453,8711.8145
80059559,2.2698,3774.4141,8567.3457
80059598,2.3226,3808.5938,8845.9736
80059636,2.2698,3774.4141,8567.3457
80059675,2.2962,3808.5938,8745.4512
80059713,2.2171,3798.8281,8422.2334
80059752,2.1643,3818.3594,8263.9746
80059790,2.1643,3808.5938,8242.8398
80059829,2.2435,3823.2422,8577.2695
80059868,2.2698,3803.7109,8633.8447
80059906,2.1115,3828.1250,8083.0342
80059944,2.2962,3793.9453,8711.8145
80059982,2.3754,3813.4766,9058.6172
80060021,2.3226,3798.8281,8823.2920
80060060,2.2171,3813.4766,8454.7090
80060098,2.2435,3774.4141,8467.7256
80060137,2.3754,3823.2422,9081.8145
80060175,2.2171,3793.9453,8411.4072
80060214,2.1907,3813.4766,8354.0576
80060252,2.2698,3774.4141,8567.3457
80060291,2.3226,3818.3594,8868.6563
80060329,2.2698,3774.4141,8567.3457
80060367,2.2171,3818.3594,8465.5352
80060406,2.1379,3793.9453,8111.0000
80060444,2.1379,3828.1250,8184.0723
80060483,2.1907,3798.8281,8321.9678
80060521,2.0851,3818.3594,7961.6343
80060560,2.1379,3803.7109,8131.8779
80060599,2.2962,3808.5938,8745.4512
80060637,2.2435,3784.1797,8489.6348
80060676,2.2962,3813.4766,8756.6631
80060713,2.1907,3789.0625,8300.5752
80060752,2.1643,3808.5938,8242.8398
80060790,2.1907,3793.9453,8311.2715
80060829,2.1643,3813.4766,8253.4072
80060868,2.2435,3793.9453,8511.5439
80060906,2.2435,3813.4766,8555.3613
80060945,2.2698,3793.9453,8611.6787
80060983,2.2435,3803.7109,8533.4521
80061022,2.2698,3764.6484,8545.1797
80061061,2.2962,3818.3594,8767.8750
80061099,2.2171,3774.4141,8368.1055
80061137,2.2698,3813.4766,8656.0117
80061175,2.2435,3769.5313,8456.7715
80061214,2.3490,3818.3594,8969.4365
80061252,2.2962,3769.5313,8655.7539
80061291,2.2962,3813.4766,8756.6631
80061330,2.4018,3779.2969,9077.1748
80061368,2.2698,3813.4766,8656.0117
80061407,2.2698,3779.2969,8578.4287
80061445,2.3226,3813.4766,8857.3145
80061484,2.2435,3779.2969,8478.6807
80061521,2.2171,3823.2422,8476.3604
80061560,2.1115,3789.0625,8000.5542
80061599,2.2435,3828.1250,8588.2236
80061637,2.1643,3798.8281,8221.7041
80061676,2.1907,3837.8906,8407.5410
80061714,2.3490,3789.0625,8900.6172
80061753,2.2435,3823.2422,8577.2695
80061792,2.1115,3803.7109,8031.4839
80061830,2.2698,3818.3594,8667.0947
80061869,2.2962,3793.9453,8711.8145
80061906,2.3226,3823.2422,8879.9971
80061945,2.3490,3803.7109,8935.0264
80061983,2.2698,3808.5938,8644.9287
80062022,2.2698,3803.7109,8633.8447
80062061,2.3226,3808.5938,8845.9736
80062099,2.3490,3793.9453,8912.0869
80062138,2.3490,3808.5938,8946.4961
80062176,2.2698,3798.8281,8622.7617
80062215,2.2698,3798.8281,8622.7617
80062253,2.3490,3793.9453,8912.0869
80062291,2.2698,3798.8281,8622.7617
80062330,2.2962,3798.8281,8723.0273
80062368,2.2698,3803.7109,8633.8447
80062407,2.2171,3823.2422,8476.3604
80062445,2.0851,3808.5938,7941.2725
80062484,2.2171,3818.3594,8465.5352
80062523,2.2171,3803.7109,8433.0586
80062561,2.1379,3818.3594,8163.1943
80062600,2.1907,3803.7109,8332.6650
80062638,2.2171,3818.3594,8465.5352
80062676,2.3226,3784.1797,8789.2686
80062714,2.2435,3808.5938,8544.4063
80062753,2.2962,3789.0625,8700.6025
80062792,2.2962,3813.4766,8756.6631
80062830,2.4810,3789.0625,9400.6514
80062869,2.3490,3798.8281,8923.5566
80062907,2.2962,3769.5313,8655.7539
80062946,2.2962,3813.4766,8756.6631
80062984,2.2698,3784.1797,8589.5117
80063023,2.2435,3818.3594,8566.3154
80063062,2.2171,3793.9453,8411.4072
80063099,2.1115,3833.0078,8093.3442
80063138,2.1643,3808.5938,8242.8398
80063176,2.1115,3828.1250,8083.0342
80063215,2.2962,3793.9453,8711.8145
80063253,2.2962,3813.4766,8756.6631
80063292,2.3226,3798.8281,8823.2920
80063331,2.3754,3798.8281,9023.8213
80063369,2.3226,3793.9453,8811.9512
80063408,2.2962,3798.8281,8723.0273
80063446,2.4546,3803.7109,9336.6006
80063484,2.4018,3793.9453,9112.3584
80063523,2.3226,3808.5938,8845.9736
80063561,2.2435,3793.9453,8511.5439
80063600,2.2962,3808.5938,8745.4512
80063638,2.2698,3793.9453,8611.6787
80063677,2.3490,3813.4766,8957.9668
80063715,2.2435,3793.9453,8511.5439
80063754,2.2698,3813.4766,8656.0117
80063793,2.2171,3774.4141,8368.1055
80063831,2.2698,3808.5938,8644.9287
80063869,2.2171,3798.8281,8422.2334
80063907,2.2435,3818.3594,8566.3154
