timestamp,kalman.stateX,kalman.stateY,kalman.stateZ,gyro.x,gyro.xRaw,gyro.xVariance,gyro.y,gyro.yRaw,gyro,yVariance
0,0.0,0.0,0.0,1.8314727544784546,45,7807.0,-3.0228397846221924,-49,9888.0
10,-0.00019738590344786644,-0.00020744104404002428,-4.410743713378906e-06,3.5563933849334717,51,7807.0,-3.1615631580352783,-45,9888.0
20,0.000997111201286316,-0.0003737335209734738,2.759695053100586e-05,2.10136342048645,35,7807.0,-3.2013251781463623,-54,9888.0
30,0.0007526776753365993,-0.0004948564455844462,-0.000291287899017334,1.6084879636764526,18,7807.0,-4.124211311340332,-72,9888.0
40,0.00047108298167586327,-0.000543640402611345,-0.0002815127372741699,-0.2252800166606903,-14,7807.0,-5.070399761199951,-80,9888.0
50,0.0008247708901762962,0.00022247471497394145,-0.0002741217613220215,-2.0692708492279053,-45,7807.0,-6.122617244720459,-105,9888.0
60,0.00041403668001294136,0.00044743802573066205,-0.000293046236038208,-4.7218546867370605,-95,7807.0,-7.339023590087891,-118,9888.0
70,0.000641949474811554,0.0001356715220026672,-0.00031113624572753906,-6.030972480773926,-100,7807.0,-6.417375087738037,-85,9888.0
80,0.0003730100579559803,0.0005096526438137516,-5.08725643157959e-05,-6.5864129066467285,-112,7807.0,-2.74981427192688,-33,9888.0
90,0.0002554957754909992,0.000921265163924545,-6.127357482910156e-05,-6.49245023727417,-99,7807.0,-0.2864651083946228,4,9888.0
100,0.00027722539380192757,0.000558620122319553,-4.807114601135254e-05,-3.3900232315063477,-32,7807.0,1.0892354249954224,31,9888.0
110,0.0004011876881122589,0.0005984938979963772,-4.4673681259155273e-05,0.4148927628993988,14,7807.0,3.423572301864624,74,9888.0
120,0.0006351792253553867,0.0004915028694085777,-0.00024712085723876953,2.989994525909424,53,7807.0,3.7186172008514404,61,9888.0
130,0.0008076885715126991,0.0003069746308028698,-0.00024002790451049805,3.1711318492889404,66,7807.0,2.2349250316619873,33,9888.0
140,0.0009025470353662968,4.325091140344739e-05,-0.00022736191749572754,4.621476173400879,85,7807.0,0.9529672265052795,18,9888.0
150,0.0009443019516766071,-0.0002749036648310721,-0.0002110898494720459,5.292801380157471,82,7807.0,0.7796885371208191,16,9888.0
160,0.0009962716139853,-0.0006154727307148278,3.337860107421875e-06,5.668678283691406,87,7807.0,0.8212724328041077,15,9888.0
170,0.0010339105501770973,-0.0009001113357953727,3.1441450119018555e-05,3.2132463455200195,41,7807.0,0.42966246604919434,7,9888.0
180,0.001039234921336174,-0.0009843514417298138,6.124377250671387e-05,0.21873819828033447,-6,7807.0,-0.7619930505752563,-13,9888.0
190,0.0010151541791856289,-0.00022012460976839066,0.00011172890663146973,-2.0016891956329346,-40,7807.0,-2.577335834503174,-54,9888.0
