timestamp,kalman.stateX,kalman.stateY,kalman.stateZ,gyro.x,gyro.xRaw,gyro.xVariance,gyro.y,gyro.yRaw,gyro,yVariance
0,0.0,0.0,0.0,-1.9789340496063232,-42,7807.0,-2.343770980834961,-52,9888.0
10,-0.000372251495718956,0.00027955943369306624,-0.00034120678901672363,-4.428908348083496,-76,7807.0,-5.365411758422852,-102,9888.0
20,-0.00018072407692670822,0.0007213644494186155,-0.0003743469715118408,-7.02939510345459,-120,7807.0,-8.111717224121094,-148,9888.0
30,-0.0008782139047980309,0.0012094221310690045,-0.0003765523433685303,-7.573001384735107,-121,7807.0,-10.758399963378906,-167,9888.0
40,-0.0001201210543513298,0.0009592268906999379,-0.00040271878242492676,-7.158894062042236,-123,7807.0,-10.309196472167969,-158,9888.0
50,-0.0006455844268202782,0.0014465899439528584,-0.0004209280014038086,-7.541897773742676,-116,7807.0,-7.732766151428223,-100,9888.0
60,-0.0009062662720680237,0.001114689075620845,-0.00015529990196228027,-5.664889335632324,-89,7807.0,-4.196528911590576,-45,9888.0
70,-0.000963311642408371,0.0014347503893077374,-0.000186234712600708,-4.959444522857666,-96,7807.0,-0.5852435827255249,0,9888.0
80,-0.0009014885872602463,0.0010351468808948994,-0.00019246339797973633,-4.857285022735596,-64,7807.0,1.1269850730895996,28,9888.0
90,-0.0008115014061331749,0.0011442454415373504,-0.00021654367446899414,-1.6459438800811768,-8,7807.0,1.7466869354248047,55,9888.0
100,0.00013260357081890106,0.0010128045978490263,-0.000368654727935791,2.0482144355773926,54,7807.0,4.040348052978516,78,9888.0
110,0.0004236167296767235,0.0006454572740040021,-0.00036466121673583984,5.793581485748291,111,7807.0,4.521100044250488,74,9888.0
120,0.0006077159196138382,0.0007586676947539672,-0.0003534257411956787,9.397250175476074,171,7807.0,2.680413246154785,49,9888.0
130,0.0007427781820297241,3.223796375095844e-05,-0.000349581241607666,11.419913291931152,188,7807.0,1.8489288091659546,19,9888.0
140,0.0007266420871019363,-0.0006144192884676158,-0.00036591291427612305,10.066911697387695,146,7807.0,-0.5270463824272156,-17,9888.0
150,0.0013338816352188587,0.00036920473212376237,0.000295102596282959,6.689320087432861,90,7807.0,-2.999492645263672,-59,9888.0
160,0.0014640279114246368,0.00034853574470616877,0.00032323598861694336,3.7469232082366943,39,7807.0,-6.988178730010986,-127,9888.0
170,0.0010342374444007874,0.00017692960682325065,0.00038877129554748535,-0.7557646632194519,-31,7807.0,-9.98007583618164,-170,9888.0
180,0.0011711912229657173,0.000134355912450701,0.0004322528839111328,-5.739044189453125,-115,7807.0,-14.056939125061035,-241,9888.0
190,3.372505307197571e-05,0.00042942241998389363,0.0009229183197021484,-9.480616569519043,-152,7807.0,-12.796987533569336,-196,9888.0
200,0.00025926902890205383,0.00040785396413411945,0.000957101583480835,-9.949982643127441,-168,7807.0,-14.332254409790039,-213,9888.0
210,-0.00032923463732004166,0.0015135605935938656,0.0010177195072174072,-7.039181232452393,-117,7807.0,-13.704771041870117,-237,9888.0
220,-2.5738030672073364e-05,0.0016066835378296673,0.001013338565826416,-7.93712854385376,-107,7807.0,-14.554482460021973,-225,9888.0
230,-0.00014182180166244507,0.0008286523079732433,0.0006192326545715332,-3.048398017883301,-30,7807.0,-15.562673568725586,-274,9888.0
240,0.00030021369457244873,0.0008305017254315317,0.0005901753902435303,2.9823315143585205,56,7807.0,-23.726346969604492,-409,9888.0
250,-0.0007551237940788269,6.903993198648095e-05,0.0006629824638366699,9.411233901977539,159,7807.0,-34.82796859741211,-636,9888.0
260,-0.0003062710165977478,-1.6843550838530064e-05,0.0006646513938903809,12.835745811462402,200,7807.0,-48.77739715576172,-878,9888.0
270,-0.0008916063234210014,-0.00026584381703287363,0.0008256435394287109,14.322298049926758,178,7807.0,-68.29744720458984,-1200,9888.0
280,-0.001986992545425892,-0.0002617653226479888,0.0010862648487091064,11.009875297546387,112,7807.0,-87.30526733398438,-1458,9888.0
290,-0.0039840517565608025,-0.0006795316585339606,0.0008204281330108643,6.500852584838867,89,7807.0,-99.80389404296875,-1718,9888.0
300,-0.003813730552792549,-0.0008116895915009081,0.0008495151996612549,-2.54610013961792,-53,7807.0,-115.37957763671875,-1948,9888.0
310,-0.0038559874519705772,0.0009203724912367761,0.0013346672058105469,-11.890154838562012,-213,7807.0,-120.04925537109375,-1974,9888.0
320,-0.003628212958574295,0.0009655769972596318,0.0017049610614776611,-16.022199630737305,-245,7807.0,-121.68142700195312,-1905,9888.0
330,-0.0051520587876439095,0.00046683510299772024,0.0012979209423065186,-10.471643447875977,-181,7807.0,-107.9188232421875,-1595,9888.0
340,-0.008120425045490265,0.0011865179403685033,0.00015357136726379395,-12.830172538757324,-233,7807.0,-80.13836669921875,-1114,9888.0
350,-0.0066148461773991585,0.0016072786529548466,0.0011895596981048584,-16.390689849853516,-316,7807.0,-42.32374572753906,-485,9888.0
360,-0.0068598538637161255,0.0017090567271225154,0.001223057508468628,-16.578153610229492,-250,7807.0,11.768756866455078,294,9888.0
370,-0.00308141577988863,0.0019378424040041864,0.0035456418991088867,-10.810046195983887,-122,7807.0,53.73621368408203,1054,9888.0
380,-0.0005200076848268509,0.0008849645964801311,0.004542797803878784,-4.623960971832275,-14,7807.0,87.82624053955078,1604,9888.0
390,0.0012894966639578342,0.0007413972052745521,0.005002051591873169,3.0052649974823,42,7807.0,108.09600067138672,1912,9888.0
400,-0.002657420001924038,0.00044782445183955133,0.005232274532318115,5.112386703491211,144,7807.0,115.49470520019531,1928,9888.0
410,-0.002136358991265297,-3.0463445000350475e-05,0.005445569753646851,7.904775619506836,169,7807.0,107.72325134277344,1594,9888.0
420,-0.001536746509373188,-0.0006697560311295092,0.005830615758895874,10.487342834472656,215,7807.0,85.5218734741211,1211,9888.0
430,-0.0027934955433011055,-0.0007348196231760085,0.006543993949890137,12.092913627624512,204,7807.0,55.622310638427734,712,9888.0
440,-0.006342928856611252,-0.0014757870812900364,0.007732421159744263,12.377114295959473,181,7807.0,19.789575576782227,104,9888.0
450,-0.007346950471401215,-0.000700419011991471,0.00606963038444519,9.162079811096191,132,7807.0,-18.838151931762695,-587,9888.0
460,-0.011149797588586807,-0.0009281137608923018,0.006677359342575073,3.8898112773895264,49,7807.0,-62.10518264770508,-1336,9888.0
470,-0.014999685809016228,-0.0009548960370011628,0.006908684968948364,0.5160567164421082,72,7807.0,-106.86912536621094,-1998,9888.0
480,-0.0149184949696064,2.0640669390559196e-05,0.007669538259506226,6.141381740570068,164,7807.0,-131.53038024902344,-2310,9888.0
490,-0.017056671902537346,-0.0007438909378834069,0.0077713727951049805,12.805794715881348,247,7807.0,-130.92112731933594,-2167,9888.0
500,-0.019767427816987038,-0.0005677916924469173,0.005814582109451294,19.513668060302734,324,7807.0,-104.83599853515625,-1666,9888.0
510,-0.019739802926778793,-0.00020399538334459066,0.006820976734161377,16.27741050720215,205,7807.0,-59.66477584838867,-663,9888.0
520,-0.01802065409719944,0.0006166612574816099,0.008905798196792603,8.562541007995605,131,7807.0,-11.396892547607422,104,9888.0
530,-0.017998702824115753,0.00036443251883611083,0.01016324758529663,4.394458293914795,72,7807.0,40.96038055419922,695,9888.0
540,-0.016504978761076927,0.0002014843630604446,0.010157763957977295,2.725649118423462,73,7807.0,71.40238952636719,1348,9888.0
550,-0.014478325843811035,-5.333160515874624e-06,0.011615157127380371,3.391123056411743,-66,7807.0,102.95977783203125,1817,9888.0
560,-0.01947108283638954,0.00045070474152453244,0.012355893850326538,-7.912722587585449,-36,7807.0,116.05815887451172,1856,9888.0
570,-0.019695157185196877,0.0010090476425830275,0.013367503881454468,-9.414746284484863,-133,7807.0,110.35581970214844,1630,9888.0
580,-0.018220042809844017,0.002089537854772061,0.01120847463607788,-17.633365631103516,-330,7807.0,96.480712890625,1517,9888.0
590,-0.018575523048639297,0.0026000402285717428,0.011767834424972534,-19.248445510864258,-308,7807.0,70.74659729003906,1209,9888.0
600,-0.022441184148192406,0.002507803321350366,0.012937754392623901,-20.85875701904297,-425,7807.0,39.7050895690918,733,9888.0
610,-0.02468881569802761,0.0020229200017638505,0.013908296823501587,-25.46001434326172,-484,7807.0,7.389501571655273,68,9888.0
620,-0.02723032794892788,0.0028283465071581304,0.014729440212249756,-24.522912979125977,-411,7807.0,-29.493301391601562,-587,9888.0
630,-0.031227177008986473,0.0023351789568550885,0.012183398008346558,-14.699629783630371,-230,7807.0,-63.449100494384766,-1029,9888.0
640,-0.03320606239140034,0.002247445227112621,0.012689709663391113,1.362902283668518,51,7807.0,-84.402099609375,-1318,9888.0
650,-0.03303866274654865,0.0010760419245343655,0.013626813888549805,19.159286499023438,367,7807.0,-84.05665588378906,-1385,9888.0
660,-0.033455865457654,-0.0001712179509922862,0.014394134283065796,31.22776222229004,387,7807.0,-53.39285659790039,-641,9888.0
670,-0.032901471480727196,0.00010665360605344176,0.012163519859313965,17.571556091308594,137,7807.0,2.0711684226989746,364,9888.0
680,-0.029857734218239784,-0.0004593588528223336,0.013119339942932129,9.137524604797363,121,7807.0,50.29358673095703,1061,9888.0
690,-0.03153172321617603,0.00026417995104566216,0.01337510347366333,10.341536521911621,211,7807.0,80.36327362060547,1381,9888.0
700,-0.029702818021178246,-0.0007335070404224098,0.013562381267547607,16.020854949951172,423,7807.0,93.45712280273438,1535,9888.0
710,-0.027141859754920006,-0.0007671791245229542,0.013394564390182495,22.8000431060791,413,7807.0,93.27613830566406,1494,9888.0
720,-0.02834874950349331,-0.0019327167537994683,0.013314396142959595,18.126096725463867,197,7807.0,70.5229721069336,1050,9888.0
