3203,2??)??1
293254055,0.3431,4023.4375,1380.5081
293254095,0.3431,4023.4375,1380.5081
293254134,0.3431,4023.4375,1380.5081
293254174,0.3695,4028.3203,1488.5052
293254213,0.3167,4033.2031,1277.4081
293254253,0.3431,4028.3203,1382.1833
293254293,0.3431,4018.5547,1378.8326
293254332,0.3695,4008.7891,1481.2882
293254372,0.3431,4023.4375,1380.5081
293254411,0.3431,4023.4375,1380.5081
293254451,0.3695,4003.9063,1479.4840
293254490,0.3695,4033.2031,1490.3094
293254530,0.3431,4028.3203,1382.1833
293254569,0.3959,4023.4375,1592.8938
293254608,0.3167,4008.7891,1269.6755
293254648,0.2903,4028.3203,1169.5398
293254687,0.3431,4028.3203,1382.1833
293254727,0.3431,4028.3203,1382.1833
293254767,0.3431,4023.4375,1380.5081
293254806,0.3695,4023.4375,1486.7009
293254846,0.3167,4028.3203,1275.8616
293254885,0.3959,4023.4375,1592.8938
293254925,0.5015,4047.8516,2029.9086
293254965,0.3695,4018.5547,1484.8967
293255004,0.5279,4028.3203,2126.4360
293255044,0.3431,4013.6719,1377.1572
293255083,0.3959,4028.3203,1594.8269
293255122,0.3695,4052.7344,1497.5265
293255162,0.3695,4028.3203,1488.5052
293255201,0.3167,4008.7891,1269.6755
293255241,0.3431,4028.3203,1382.1833
293255280,0.3695,4023.4375,1486.7009
293255320,0.3695,4023.4375,1486.7009
293255360,0.3959,4028.3203,1594.8269
293255399,0.3431,4013.6719,1377.1572
293255439,0.3959,4033.2031,1596.7600
293255478,0.3695,4033.2031,1490.3094
293255518,0.5279,4028.3203,2126.4360
293255558,0.5015,4028.3203,2020.1141
293255597,0.3431,4028.3203,1382.1833
293255636,0.3695,4042.9688,1493.9180
293255675,0.3431,4033.2031,1383.8588
293255715,0.3695,4003.9063,1479.4840
293255754,0.3959,4023.4375,1592.8938
293255794,0.3695,4003.9063,1479.4840
293255834,0.3695,4028.3203,1488.5052
293255873,0.3695,4023.4375,1486.7009
293255913,0.3959,4023.4375,1592.8938
293255952,0.3431,4028.3203,1382.1833
293255992,0.3959,4023.4375,1592.8938
293256032,0.3431,4023.4375,1380.5081
293256071,0.3695,4033.2031,1490.3094
293256111,0.3695,4033.2031,1490.3094
293256150,0.3695,4033.2031,1490.3094
293256189,0.3695,4033.2031,1490.3094
293256229,0.3695,4028.3203,1488.5052
293256268,0.4223,4033.2031,1703.2108
293256308,0.2903,4033.2031,1170.9574
293256347,0.3959,4028.3203,1594.8269
293256387,0.3959,4028.3203,1594.8269
293256427,0.3695,4028.3203,1488.5052
293256466,0.3695,4033.2031,1490.3094
293256506,0.4487,4033.2031,1809.6615
293256545,0.3167,4033.2031,1277.4081
293256585,0.4751,4023.4375,1911.4727
293256625,0.3959,4057.6172,1606.4257
293256664,0.3431,4028.3203,1382.1833
293256704,0.3695,4023.4375,1486.7009
293256742,0.3695,4028.3203,1488.5052
293256782,0.3695,4038.0859,1492.1138
293256822,0.3431,4033.2031,1383.8588
293256861,0.4223,4028.3203,1701.1488
293256901,0.3431,4008.7891,1375.4819
293256940,0.4223,4028.3203,1701.1488
293256980,0.3431,4023.4375,1380.5081
293257019,0.4751,4033.2031,1916.1121
293257059,0.3431,4028.3203,1382.1833
293257099,0.3167,4028.3203,1275.8616
293257138,0.3695,3911.1328,1445.2032
293257178,0.4223,4028.3203,1701.1488
293257217,0.3695,4028.3203,1488.5052
293257256,0.4223,4033.2031,1703.2108
293257296,0.3431,4018.5547,1378.8326
293257335,0.3695,4028.3203,1488.5052
293257375,0.5279,4033.2031,2129.0134
293257414,0.3431,4028.3203,1382.1833
293257454,0.3431,4033.2031,1383.8588
293257494,0.4223,4033.2031,1703.2108
293257533,0.3695,4008.7891,1481.2882
293257573,0.3959,4023.4375,1592.8938
293257612,0.3431,4028.3203,1382.1833
293257652,0.3695,4028.3203,1488.5052
293257692,0.3695,4028.3203,1488.5052
293257731,0.3695,4028.3203,1488.5052
293257771,0.3167,4028.3203,1275.8616
293257809,0.3431,4033.2031,1383.8588
293257849,0.3431,4038.0859,1385.5342
293257889,0.4751,4028.3203,1913.7924
293257928,0.3695,3999.0234,1477.6797
293257968,0.3959,4028.3203,1594.8269
293258007,0.5015,4028.3203,2020.1141
293258047,0.3695,4028.3203,1488.5052
293258087,0.3431,4038.0859,1385.5342
293258126,0.3695,4023.4375,1486.7009
293258166,0.3167,4023.4375,1274.3151
293258205,0.3167,4023.4375,1274.3151
293258245,0.3431,4028.3203,1382.1833
293258284,0.3431,4028.3203,1382.1833
293258323,0.5279,4028.3203,2126.4360
293258363,0.3167,4033.2031,1277.4081
293258402,0.3431,4033.2031,1383.8588
293258442,0.3695,4033.2031,1490.3094
293258481,0.3695,4023.4375,1486.7009
293258521,0.3959,4008.7891,1587.0945
293258561,0.3431,4013.6719,1377.1572
293258600,0.3695,4028.3203,1488.5052
293258640,0.3695,4033.2031,1490.3094
293258679,0.3695,4018.5547,1484.8967
293258719,0.3431,4013.6719,1377.1572
293258759,0.3431,4033.2031,1383.8588
293258798,0.3431,4038.0859,1385.5342
293258838,0.3695,4023.4375,1486.7009
293258876,0.3959,4023.4375,1592.8938
293258916,0.5279,4008.7891,2116.1260
293258956,0.5015,4028.3203,2020.1141
293258995,0.3959,4028.3203,1594.8269
293259035,0.3167,4038.0859,1278.9545
293259074,0.3431,4018.5547,1378.8326
293259114,0.3695,4028.3203,1488.5052
293259154,0.3167,4033.2031,1277.4081
293259193,0.3431,4038.0859,1385.5342
293259233,0.3167,4023.4375,1274.3151
293259272,0.3959,4028.3203,1594.8269
293259312,0.3431,4033.2031,1383.8588
293259352,0.3431,4028.3203,1382.1833
293259390,0.3695,4028.3203,1488.5052
293259430,0.3695,3984.3750,1472.2670
293259469,0.3431,4033.2031,1383.8588
293259509,0.3431,4033.2031,1383.8588
293259548,0.3695,4028.3203,1488.5052
293259588,0.3431,4028.3203,1382.1833
293259628,0.3695,4028.3203,1488.5052
293259667,0.3695,4033.2031,1490.3094
293259707,0.3431,4052.7344,1390.5603
293259746,0.3431,4033.2031,1383.8588
293259786,0.3695,4023.4375,1486.7009
293259826,0.3431,4038.0859,1385.5342
293259865,0.3167,4033.2031,1277.4081
293259905,0.3431,4023.4375,1380.5081
293259943,0.4223,4013.6719,1694.9628
293259983,0.3695,4028.3203,1488.5052
293260023,0.3431,4033.2031,1383.8588
293260062,0.3431,4028.3203,1382.1833
293260102,0.4751,4033.2031,1916.1121
293260141,0.3959,4008.7891,1587.0945
293260181,0.5015,4013.6719,2012.7682
293260221,0.2903,4047.8516,1175.2103
293260260,0.3695,4047.8516,1495.7222
293260300,0.3431,4033.2031,1383.8588
293260339,0.3959,4023.4375,1592.8938
293260379,0.3167,4033.2031,1277.4081
293260419,0.3695,4028.3203,1488.5052
293260457,0.3431,4096.6797,1405.6385
293260497,0.3695,4033.2031,1490.3094
293260536,0.3695,4028.3203,1488.5052
293260576,0.3695,4013.6719,1483.0925
293260616,0.3431,4033.2031,1383.8588
293260655,0.3167,4038.0859,1278.9545
293260695,0.3959,4028.3203,1594.8269
293260734,0.3695,4028.3203,1488.5052
293260774,0.3959,4101.5625,1623.8239
293260813,0.3695,4033.2031,1490.3094
293260853,0.3167,4038.0859,1278.9545
293260893,0.3695,4008.7891,1481.2882
293260932,0.3959,4023.4375,1592.8938
293260972,1.6892,3823.2422,6458.1792
293261010,1.5836,3872.0703,6131.8682
293261050,1.5836,3833.0078,6070.0078
293261090,1.7948,3813.4766,6844.2886
293261129,1.3989,3876.9531,5423.3135
293261169,1.7420,3833.0078,6677.0093
293261208,1.6892,3847.6563,6499.4194
