51482,0I??b???.9688,1173.7927
265077771,2.0851,3764.6484,7849.6421
265077811,2.1379,3769.5313,8058.8057
265077851,2.0587,3789.0625,7800.5405
265077890,2.0059,3740.2344,7502.5811
265077929,2.1379,3759.7656,8037.9282
265077968,2.0323,3759.7656,7640.9932
265078008,2.1115,3759.7656,7938.6943
265078048,2.2962,3754.8828,8622.1182
265078087,2.2435,3730.4688,8369.1367
265078127,2.2171,3764.6484,8346.4541
265078166,2.2435,3730.4688,8369.1367
265078206,2.1379,3779.2969,8079.6836
265078246,1.9531,3784.1797,7390.9761
265078285,2.0059,3789.0625,7600.5264
265078325,2.1907,3754.8828,8225.6982
265078364,2.1643,3745.1172,8105.4590
265078404,2.2698,3769.5313,8556.2627
265078443,2.2698,3735.3516,8478.6797
265078482,2.2698,3759.7656,8534.0957
265078522,2.2435,3725.5859,8358.1826
265078561,2.1643,3745.1172,8105.4590
265078601,2.0851,3750.0000,7819.0986
265078640,2.0323,3769.5313,7660.8398
265078680,1.9795,3779.2969,7481.1880
265078720,2.0323,3784.1797,7690.6099
265078759,2.0587,3784.1797,7790.4883
265078799,2.0323,3735.3516,7591.3765
265078838,2.0323,3779.2969,7680.6865
265078878,2.1907,3745.1172,8204.3057
265078918,2.1907,3774.4141,8268.4854
265078957,2.3226,3745.1172,8698.5410
265078996,2.2698,3740.2344,8489.7627
265079035,2.2171,3750.0000,8313.9775
265079075,2.2171,3740.2344,8292.3271
265079115,2.1643,3769.5313,8158.2974
265079154,2.1115,3735.3516,7887.1440
265079194,2.2698,3759.7656,8534.0957
265079233,2.2962,3740.2344,8588.4814
265079273,2.3490,3759.7656,8831.7979
265079313,2.2435,3725.5859,8358.1826
265079352,2.2171,3745.1172,8303.1523
265079392,2.1907,3745.1172,8204.3057
265079431,2.2171,3745.1172,8303.1523
265079471,2.1907,3759.7656,8236.3955
265079511,2.1379,3745.1172,8006.6113
265079549,2.0323,3774.4141,7670.7632
265079589,2.0587,3793.9453,7810.5928
265079628,2.0059,3789.0625,7600.5264
265079668,2.1115,3759.7656,7938.6943
265079707,2.1115,3779.2969,7979.9341
265079747,2.1907,3759.7656,8236.3955
265079787,2.2435,3754.8828,8423.9082
265079826,2.2435,3769.5313,8456.7715
265079866,2.1907,3750.0000,8215.0020
265079905,2.2435,3837.8906,8610.1328
265079945,2.1379,3730.4688,7975.2949
265079985,2.2171,3774.4141,8368.1055
265080024,2.1643,3735.3516,8084.3232
265080064,2.1643,3798.8281,8221.7041
265080102,2.1907,3666.9922,8033.1592
265080142,2.2962,3735.3516,8577.2695
265080182,2.1643,3754.8828,8126.5942
265080221,2.1643,3745.1172,8105.4590
265080261,2.1643,3750.0000,8116.0264
265080300,2.1379,3764.6484,8048.3667
265080340,2.1643,3784.1797,8190.0005
265080380,2.1907,3740.2344,8193.6084
265080419,2.2435,3691.4063,8281.5020
265080459,2.1379,3750.0000,8017.0503
265080498,2.1907,3745.1172,8204.3057
265080538,2.1907,3759.7656,8236.3955
265080578,2.2171,3740.2344,8292.3271
265080616,2.1379,3759.7656,8037.9282
265080656,2.0851,3740.2344,7798.7368
265080695,2.2435,3784.1797,8489.6348
265080735,2.1907,3745.1172,8204.3057
265080775,2.2435,3745.1172,8402.0000
265080814,2.1379,3745.1172,8006.6113
265080854,2.2171,3745.1172,8303.1523
265080893,2.2962,3769.5313,8655.7539
265080933,2.1115,3745.1172,7907.7642
265080972,2.2171,3754.8828,8324.8037
265081012,2.1379,3725.5859,7964.8560
265081052,2.2435,3750.0000,8412.9541
265081091,2.2171,3735.3516,8281.5020
265081131,2.1907,3745.1172,8204.3057
265081169,2.1643,3764.6484,8147.7300
265081209,2.1907,3750.0000,8215.0020
265081249,2.1379,3759.7656,8037.9282
265081288,2.1643,3735.3516,8084.3232
265081328,2.2171,3769.5313,8357.2803
265081367,2.1643,3754.8828,8126.5942
265081407,2.1907,3754.8828,8225.6982
265081447,2.1379,3754.8828,8027.4893
265081486,2.1379,3750.0000,8017.0503
265081526,2.2171,3754.8828,8324.8037
265081565,2.0851,3769.5313,7859.8232
265081605,2.2171,3769.5313,8357.2803
265081645,2.2435,3759.7656,8434.8633
265081683,2.2171,3769.5313,8357.2803
265081723,2.2698,3740.2344,8489.7627
265081762,2.2435,3750.0000,8412.9541
265081802,2.1379,3740.2344,7996.1724
265081842,2.2435,3740.2344,8391.0459
265081881,2.3226,3730.4688,8664.5176
265081921,2.2171,3735.3516,8281.5020
265081960,2.2698,3764.6484,8545.1797
265082000,2.1379,3720.7031,7954.4170
265082040,2.2435,3740.2344,8391.0459
265082079,2.1379,3745.1172,8006.6113
265082119,2.0851,3764.6484,7849.6421
265082158,2.2435,3754.8828,8423.9082
265082198,2.1643,3720.7031,8052.6201
265082236,2.1907,3754.8828,8225.6982
265082276,2.1907,3735.3516,8182.9121
265082316,2.2962,3764.6484,8644.5420
265082355,2.1907,3725.5859,8161.5186
265082395,2.1907,3730.4688,8172.2153
265082434,2.2171,3750.0000,8313.9775
265082474,2.1115,3754.8828,7928.3843
265082514,2.2962,3750.0000,8610.9053
265082553,2.2698,3725.5859,8456.5137
265082593,2.2698,3754.8828,8523.0127
265082632,2.1907,3730.4688,8172.2153
265082672,2.2171,3759.7656,8335.6289
265082712,2.3226,3696.2891,8585.1309
265082750,2.1907,3759.7656,8236.3955
265082790,2.2698,3754.8828,8523.0127
265082829,2.1643,3730.4688,8073.7554
265082869,2.2435,3754.8828,8423.9082
265082909,2.1379,3798.8281,8121.4390
265082948,2.1907,3784.1797,8289.8779
265082988,2.2435,3740.2344,8391.0459
265083027,2.1907,3754.8828,8225.6982
265083067,2.2171,3740.2344,8292.3271
265083107,2.1379,3764.6484,8048.3667
265083146,2.2435,3750.0000,8412.9541
265083186,2.2698,3735.3516,8478.6797
265083225,2.2171,3818.3594,8465.5352
265083265,2.2962,3740.2344,8588.4814
265083304,2.1907,3735.3516,8182.9121
265083343,2.1907,3725.5859,8161.5186
265083383,2.1907,3774.4141,8268.4854
265083422,2.2171,3735.3516,8281.5020
265083462,2.1907,3754.8828,8225.6982
265083501,2.1907,3759.7656,8236.3955
265083541,2.2171,3750.0000,8313.9775
265083581,2.2435,3759.7656,8434.8633
265083620,2.1907,3725.5859,8161.5186
265083660,2.1379,3779.2969,8079.6836
265083699,2.2962,3735.3516,8577.2695
265083739,2.1643,3740.2344,8094.8911
265083779,2.2435,3750.0000,8412.9541
265083817,2.3490,3750.0000,8808.8584
265083857,2.1643,3764.6484,8147.7300
265083896,2.2171,3730.4688,8270.6758
265083936,2.1643,3769.5313,8158.2974
265083976,2.2171,3735.3516,8281.5020
265084015,2.1643,3769.5313,8158.2974
265084055,2.2435,3740.2344,8391.0459
265084094,2.1907,3730.4688,8172.2153
265084134,2.1643,3750.0000,8116.0264
265084174,2.2698,3730.4688,8467.5967
265084213,2.3226,3759.7656,8732.5635
265084253,2.2962,3725.5859,8554.8447
265084292,2.2171,3774.4141,8368.1055
265084332,2.1907,3730.4688,8172.2153
265084371,2.1907,3774.4141,8268.4854
265084410,2.1379,3759.7656,8037.9282
265084450,2.1643,3745.1172,8105.4590
265084489,2.1379,3769.5313,8058.8057
265084529,2.1907,3730.4688,8172.2153
265084569,2.1115,3735.3516,7887.1440
265084608,2.1907,3715.8203,8140.1255
265084648,2.2435,3750.0000,8412.9541
265084687,2.2171,3730.4688,8270.6758
265084727,2.2698,3745.1172,8500.8467
265084766,2.2435,3740.2344,8391.0459
265084806,2.1379,3745.1172,8006.6113
265084846,2.2171,3769.5313,8357.2803
265084884,2.1379,3735.3516,7985.7339
265084924,2.1907,3784.1797,8289.8779
265084963,2.2435,3740.2344,8391.0459
265085003,2.1907,3759.7656,8236.3955
265085043,2.1643,3764.6484,8147.7300
265085082,2.1643,3750.0000,8116.0264
265085122,2.1907,3779.2969,8279.1816
265085161,2.2171,3735.3516,8281.5020
265085201,2.1643,3759.7656,8137.1621
265085241,2.2435,3725.5859,8358.1826
265085280,2.1379,3750.0000,8017.0503
265085320,2.1907,3735.3516,8182.9121
265085359,2.2435,3750.0000,8412.9541
265085399,2.2962,3754.8828,8622.1182
265085438,2.1643,3710.9375,8031.4844
265085477,2.1643,3769.5313,8158.2974
265085517,2.1643,3759.7656,8137.1621
265085556,2.1907,3764.6484,8247.0918
265085596,2.2171,3730.4688,8270.6758
265085636,2.2962,3750.0000,8610.9053
265085675,2.1115,3779.2969,7979.9341
265085715,2.1115,3740.2344,7897.4541
265085754,2.1379,3779.2969,8079.6836
265085794,2.2435,3745.1172,8402.0000
265085834,2.1379,3740.2344,7996.1724
265085873,2.1643,3745.1172,8105.4590
265085913,2.2962,3740.2344,8588.4814
265085952,2.1643,3754.8828,8126.5942
265085991,2.1379,3735.3516,7985.7339
265086030,2.2435,3740.2344,8391.0459
265086070,2.1907,3735.3516,8182.9121
265086110,2.1379,3774.4141,8069.2446
265086149,2.1643,3750.0000,8116.0264
265086189,2.2435,3754.8828,8423.9082
265086228,2.1643,3769.5313,8158.2974
265086268,2.1379,3735.3516,7985.7339
265086308,2.1115,3764.6484,7949.0039
265086347,2.2435,3730.4688,8369.1367
265086387,2.1379,3774.4141,8069.2446
265086426,2.1379,3730.4688,7975.2949
265086466,2.2171,3754.8828,8324.8037
265086505,2.1907,3745.1172,8204.3057
265086544,2.1379,3666.9922,7839.5894
265086584,2.1379,3759.7656,8037.9282
265086623,2.1643,3759.7656,8137.1621
265086663,2.1907,3759.7656,8236.3955
265086703,2.2698,3740.2344,8489.7627
265086742,2.2698,3759.7656,8534.0957
265086782,2.2435,3740.2344,8391.0459
265086821,2.1907,3740.2344,8193.6084
265086861,2.2962,3759.7656,8633.3301
265086901,2.1379,3735.3516,7985.7339
265086940,2.1115,3769.5313,7959.3140
265086980,2.0851,3730.4688,7778.3745
265087019,2.1115,3769.5313,7959.3140
265087058,2.0851,3710.9375,7737.6499
265087098,2.2435,3745.1172,8402.0000
265087137,2.1379,3759.7656,8037.9282
265087177,2.1643,3730.4688,8073.7554
265087216,2.2171,3750.0000,8313.9775
265087256,2.2171,3720.7031,8249.0254
265087295,2.1907,3759.7656,8236.3955
265087335,2.0587,3745.1172,7710.0703
265087375,2.2171,3759.7656,8335.6289
265087414,2.2171,3754.8828,8324.8037
265087454,2.1643,3735.3516,8084.3232
265087493,2.0851,3798.8281,7920.9102
265087533,2.1379,3745.1172,8006.6113
265087572,2.1907,3637.6953,7968.9795
265087611,2.1907,3730.4688,8172.2153
265087651,2.3490,3750.0000,8808.8584
265087690,2.2962,3745.1172,8599.6934
265087730,2.2435,3740.2344,8391.0459
265087770,2.1643,3754.8828,8126.5942
265087809,2.1907,3725.5859,8161.5186
265087849,2.1379,3769.5313,8058.8057
265087888,2.1907,3769.5313,8257.7881
265087928,2.1643,3764.6484,8147.7300
265087968,2.0851,3740.2344,7798.7368
265088007,2.1643,3750.0000,8116.0264
265088047,2.2171,3759.7656,8335.6289
265088086,2.2171,3725.5859,8259.8506
265088125,2.1379,3764.6484,8048.3667
265088165,2.1643,3740.2344,8094.8911
265088204,2.1907,3764.6484,8247.0918
265088244,2.2698,3759.7656,8534.0957
265088283,2.1643,3750.0000,8116.0264
265088323,2.1907,3784.1797,8289.8779
265088363,2.2171,3740.2344,8292.3271
265088402,2.2435,3769.5313,8456.7715
265088442,2.1643,3745.1172,8105.4590
265088481,2.1643,3779.2969,8179.4331
265088521,2.1643,3720.7031,8052.6201
265088560,2.0851,3764.6484,7849.6421
265088600,2.2698,3764.6484,8545.1797
265088640,2.1643,3725.5859,8063.1880
265088678,2.2435,3779.2969,8478.6807
265088718,2.2435,3730.4688,8369.1367
265088757,2.1907,3779.2969,8279.1816
265088797,2.1379,3730.4688,7975.2949
265088837,2.1379,3740.2344,7996.1724
265088876,2.2171,3740.2344,8292.3271
265088916,2.1643,3725.5859,8063.1880
265088955,2.1643,3754.8828,8126.5942
265088995,2.1115,3730.4688,7876.8340
265089035,2.1907,3764.6484,8247.0918
265089074,2.1115,3759.7656,7938.6943
265089114,2.1643,3754.8828,8126.5942
265089153,2.2435,3754.8828,8423.9082
265089192,2.0587,3735.3516,7689.9658
265089232,2.1379,3745.1172,8006.6113
265089271,2.2171,3715.8203,8238.1992
265089311,2.2171,3769.5313,8357.2803
265089350,2.1115,3837.8906,8103.6538
265089390,2.2171,3769.5313,8357.2803
265089430,2.2171,3730.4688,8270.6758
265089469,2.1907,3750.0000,8215.0020
265089509,2.2171,3750.0000,8313.9775
265089548,2.2962,3725.5859,8554.8447
265089588,2.2171,3764.6484,8346.4541
265089628,2.1379,3774.4141,8069.2446
265089667,2.3226,3759.7656,8732.5635
265089707,2.2171,3740.2344,8292.3271
265089745,2.1115,3750.0000,7918.0742
265089785,2.1115,3759.7656,7938.6943
265089824,2.1907,3735.3516,8182.9121
265089864,2.3226,3730.4688,8664.5176
265089904,2.1643,3730.4688,8073.7554
265089943,2.1907,3759.7656,8236.3955
265089983,2.2698,3740.2344,8489.7627
265090022,2.1643,3740.2344,8094.8911
265090062,2.1115,3769.5313,7959.3140
265090102,2.1643,3740.2344,8094.8911
265090141,2.2171,3774.4141,8368.1055
265090181,2.1115,3735.3516,7887.1440
265090220,2.0851,3774.4141,7870.0044
265090259,2.2698,3745.1172,8500.8467
265090299,2.2962,3740.2344,8588.4814
265090338,2.1907,3754.8828,8225.6982
265090378,2.2435,3720.7031,8347.2275
265090417,2.2962,3725.5859,8554.8447
265090457,2.2698,3715.8203,8434.3467
265090497,2.0851,3750.0000,7819.0986
265090536,2.0851,3750.0000,7819.0986
265090576,2.0851,3774.4141,7870.0044
265090615,2.0851,3730.4688,7778.3745
265090655,2.1379,3754.8828,8027.4893
265090695,2.2171,3759.7656,8335.6289
265090734,2.1379,3730.4688,7975.2949
265090774,2.2171,3769.5313,8357.2803
265090812,2.1907,3754.8828,8225.6982
265090852,2.2435,3745.1172,8402.0000
265090892,2.1643,3764.6484,8147.7300
265090931,2.0851,3725.5859,7768.1934
265090971,2.2171,3754.8828,8324.8037
265091010,2.3226,3720.7031,8641.8359
265091050,2.2435,3759.7656,8434.8633
265091089,2.2171,3740.2344,8292.3271
265091129,2.1907,3793.9453,8311.2715
265091169,2.2698,3750.0000,8511.9297
265091208,2.1643,3759.7656,8137.1621
265091248,2.2698,3774.4141,8567.3457
265091287,2.1379,3745.1172,8006.6113
265091326,2.2435,3774.4141,8467.7256
265091366,2.1379,3745.1172,8006.6113
265091405,2.2698,3779.2969,8578.4287
265091445,2.2171,3735.3516,8281.5020
265091484,2.1907,3735.3516,8182.9121
265091524,2.1643,3759.7656,8137.1621
265091564,2.2435,3740.2344,8391.0459
265091603,2.1907,3774.4141,8268.4854
265091643,2.1907,3779.2969,8279.1816
265091682,2.1115,3730.4688,7876.8340
265091722,2.1379,3754.8828,8027.4893
265091762,2.3226,3750.0000,8709.8818
265091801,2.1115,3735.3516,7887.1440
265091841,2.1379,3725.5859,7964.8560
265091879,2.2171,3769.5313,8357.2803
265091919,2.1907,3730.4688,8172.2153
265091959,2.1115,3754.8828,7928.3843
265091998,2.1907,3754.8828,8225.6982
265092038,2.1379,3745.1172,8006.6113
265092077,2.1907,3759.7656,8236.3955
265092117,2.2171,3720.7031,8249.0254
265092157,2.1379,3730.4688,7975.2949
265092196,2.2171,3740.2344,8292.3271
265092236,2.2171,3745.1172,8303.1523
265092275,2.1115,3745.1172,7907.7642
265092315,2.1643,3750.0000,8116.0264
265092354,2.3226,3745.1172,8698.5410
265092393,2.2171,3725.5859,8259.8506
265092433,2.1379,3750.0000,8017.0503
265092472,2.1643,3740.2344,8094.8911
265092512,2.2435,3769.5313,8456.7715
265092551,2.2171,3750.0000,8313.9775
265092591,2.2171,3745.1172,8303.1523
265092631,2.1379,3891.6016,8319.7773
265092670,2.2171,3730.4688,8270.6758
265092710,2.1643,3764.6484,8147.7300
265092749,2.1643,3745.1172,8105.4590
265092789,2.1643,3774.4141,8168.8652
265092829,2.2435,3745.1172,8402.0000
265092868,2.1379,3740.2344,7996.1724
265092908,2.1907,3754.8828,8225.6982
265092946,2.1643,3740.2344,8094.8911
265092986,2.2435,3750.0000,8412.9541
265093026,2.2171,3740.2344,8292.3271
265093065,2.1643,3764.6484,8147.7300
265093105,2.2698,3740.2344,8489.7627
265093144,2.1907,3754.8828,8225.6982
265093184,2.2962,3750.0000,8610.9053
265093224,2.1907,3725.5859,8161.5186
265093263,2.2962,3759.7656,8633.3301
265093303,2.2171,3720.7031,8249.0254
265093342,2.0587,3779.2969,7780.4360
265093382,2.0851,3750.0000,7819.0986
265093422,2.2171,3725.5859,8259.8506
265093460,2.2171,3754.8828,8324.8037
265093500,2.1907,3745.1172,8204.3057
265093539,2.1643,3759.7656,8137.1621
265093579,2.2962,3730.4688,8566.0576
265093618,2.1907,3754.8828,8225.6982
265093658,2.0851,3735.3516,7788.5557
265093698,2.1379,3764.6484,8048.3667
265093737,2.2698,3740.2344,8489.7627
265093777,2.1643,3740.2344,8094.8911
265093816,2.1115,3774.4141,7969.6240
265093856,2.2698,3735.3516,8478.6797
265093896,2.2171,3740.2344,8292.3271
265093935,2.1643,3720.7031,8052.6201
265093975,2.1643,3750.0000,8116.0264
265094013,2.2171,3750.0000,8313.9775
265094053,2.2435,3750.0000,8412.9541
265094093,2.2435,3764.6484,8445.8174
265094132,2.0851,3745.1172,7808.9175
265094172,2.2435,3769.5313,8456.7715
265094211,2.2698,3750.0000,8511.9297
265094251,2.2171,3764.6484,8346.4541
265094291,2.2171,3735.3516,8281.5020
265094330,2.3226,3740.2344,8687.2002
265094370,2.2171,3740.2344,8292.3271
265094409,2.1643,3735.3516,8084.3232
265094449,2.0587,3769.5313,7760.3315
265094489,2.2698,3740.2344,8489.7627
265094528,2.1643,3764.6484,8147.7300
265094567,2.2171,3740.2344,8292.3271
265094606,2.1115,3764.6484,7949.0039
265094646,2.2435,3745.1172,8402.0000
265094686,2.2962,3740.2344,8588.4814
265094725,2.3226,3754.8828,8721.2227
265094765,2.2435,3735.3516,8380.0908
265094804,2.2698,3764.6484,8545.1797
265094844,2.2171,3725.5859,8259.8506
265094883,2.2698,3750.0000,8511.9297
265094923,2.0851,3715.8203,7747.8311
265094963,2.1643,3754.8828,8126.5942
265095002,2.1907,3759.7656,8236.3955
265095042,2.2171,3715.8203,8238.1992
265095080,2.1907,3769.5313,8257.7881
265095120,2.2435,3720.7031,8347.2275
265095160,2.1643,3764.6484,8147.7300
265095199,2.2171,3725.5859,8259.8506
265095239,2.1907,3745.1172,8204.3057
265095278,2.1907,3764.6484,8247.0918
265095318,2.0851,3740.2344,7798.7368
265095358,2.1907,3774.4141,8268.4854
265095397,2.1379,3730.4688,7975.2949
265095437,2.0587,3886.7188,8001.5854
265095476,2.1115,3774.4141,7969.6240
265095516,2.1643,3735.3516,8084.3232
265095556,2.1907,3759.7656,8236.3955
265095595,2.2171,3735.3516,8281.5020
265095634,2.2171,3754.8828,8324.8037
265095673,2.0851,3735.3516,7788.5557
265095713,2.1907,3769.5313,8257.7881
265095753,2.2171,3730.4688,8270.6758
265095792,2.1643,3754.8828,8126.5942
265095832,2.1115,3754.8828,7928.3843
265095871,2.1115,3740.2344,7897.4541
265095911,2.2435,3769.5313,8456.7715
265095951,2.2435,3750.0000,8412.9541
265095990,2.2171,3769.5313,8357.2803
265096030,2.1643,3745.1172,8105.4590
265096069,2.1379,3764.6484,8048.3667
265096109,2.0587,3759.7656,7740.2271
265096147,2.2171,3725.5859,8259.8506
265096187,2.1643,3759.7656,8137.1621
265096227,2.2171,3715.8203,8238.1992
265096266,2.1643,3769.5313,8158.2974
265096306,2.2171,3730.4688,8270.6758
265096345,2.2171,3745.1172,8303.1523
265096385,2.2962,3745.1172,8599.6934
265096425,2.2171,3735.3516,8281.5020
265096464,2.1907,3769.5313,8257.7881
265096504,2.0587,3750.0000,7720.1226
265096543,2.1115,3789.0625,8000.5542
265096583,2.0851,3769.5313,7859.8232
265096623,2.2171,3764.6484,8346.4541
265096662,2.1643,3754.8828,8126.5942
265096701,2.2171,3735.3516,8281.5020
265096740,2.2435,3745.1172,8402.0000
265096780,2.1643,3735.3516,8084.3232
265096820,2.2698,3759.7656,8534.0957
265096859,2.2435,3730.4688,8369.1367
265096899,2.3226,3759.7656,8732.5635
265096938,2.1643,3750.0000,8116.0264
265096978,2.0851,3725.5859,7768.1934
265097018,2.2962,3750.0000,8610.9053
265097057,2.2962,3715.8203,8532.4209
265097097,2.1115,3759.7656,7938.6943
265097136,2.0587,3745.1172,7710.0703
265097176,2.0587,3789.0625,7800.5405
265097216,2.0851,3764.6484,7849.6421
265097254,2.1643,3740.2344,8094.8911
265097294,2.1379,3750.0000,8017.0503
265097333,2.1643,3725.5859,8063.1880
265097373,2.1907,3759.7656,8236.3955
265097412,2.2698,3725.5859,8456.5137
265097452,2.0851,3759.7656,7839.4609
265097492,2.0059,3754.8828,7531.9648
265097531,2.2435,3750.0000,8412.9541
265097571,2.2171,3745.1172,8303.1523
265097610,2.1907,3730.4688,8172.2153
265097650,2.1643,3769.5313,8158.2974
265097690,2.1643,3725.5859,8063.1880
265097729,2.1907,3735.3516,8182.9121
265097768,2.2698,3735.3516,8478.6797
265097807,2.3226,3730.4688,8664.5176
265097847,2.1643,3754.8828,8126.5942
265097887,2.0323,3745.1172,7611.2231
265097926,2.1379,3774.4141,8069.2446
265097966,2.2962,3735.3516,8577.2695
265098005,2.2171,3725.5859,8259.8506
265098045,2.1643,3730.4688,8073.7554
265098085,2.3226,3750.0000,8709.8818
265098124,2.1643,3745.1172,8105.4590
265098164,2.2962,3725.5859,8554.8447
265098203,2.1643,3759.7656,8137.1621
265098243,2.1379,3627.9297,7756.0786
265098283,2.0323,3779.2969,7680.6865
265098321,2.0851,3759.7656,7839.4609
265098361,2.1115,3764.6484,7949.0039
265098400,2.2171,3745.1172,8303.1523
265098440,2.1643,3735.3516,8084.3232
265098480,2.1907,3730.4688,8172.2153
265098519,2.2698,3735.3516,8478.6797
265098559,2.2171,3852.5391,8541.3135
265098598,2.2435,3735.3516,8380.0908
265098638,2.1907,3740.2344,8193.6084
265098677,2.1907,3759.7656,8236.3955
265098717,2.1907,3745.1172,8204.3057
265098757,2.1115,3774.4141,7969.6240
265098796,2.0587,3740.2344,7700.0181
265098835,2.0323,3784.1797,7690.6099
265098874,2.1115,3750.0000,7918.0742
265098914,2.1907,3784.1797,8289.8779
265098954,2.0851,3754.8828,7829.2798
265098993,2.1115,3720.7031,7856.2144
265099033,2.2171,3769.5313,8357.2803
265099072,2.2171,3725.5859,8259.8506
265099112,2.2435,3769.5313,8456.7715
265099152,2.1907,3740.2344,8193.6084
265099191,2.1643,3759.7656,8137.1621
265099231,2.2698,3745.1172,8500.8467
265099270,2.2698,3730.4688,8467.5967
265099310,2.1907,3735.3516,8182.9121
265099350,2.2171,3735.3516,8281.5020
265099388,2.1643,3779.2969,8179.4331
265099428,2.0059,3759.7656,7541.7593
265099467,2.1643,3789.0625,8200.5684
265099507,2.0323,3759.7656,7640.9932
265099547,2.0851,3730.4688,7778.3745
265099586,2.3754,3759.7656,8931.0313
265099626,2.2171,3720.7031,8249.0254
265099665,2.3226,3754.8828,8721.2227
265099705,2.3226,3725.5859,8653.1768
265099745,2.2171,3725.5859,8259.8506
265099784,2.1907,3730.4688,8172.2153
265099824,2.1643,3745.1172,8105.4590
265099863,2.1115,3764.6484,7949.0039
265099902,2.1643,3740.2344,8094.8911
265099941,2.1907,3769.5313,8257.7881
265099981,2.3490,3725.5859,8751.5088
265100021,2.2962,3754.8828,8622.1182
265100060,2.3490,3725.5859,8751.5088
265100100,2.3490,3745.1172,8797.3887
265100139,2.2435,3750.0000,8412.9541
265100179,2.1379,3740.2344,7996.1724
265100219,2.2171,3769.5313,8357.2803
265100258,2.0323,3735.3516,7591.3765
265100298,2.0851,3769.5313,7859.8232
265100337,2.0851,3691.4063,7696.9253
265100377,2.0587,3784.1797,7790.4883
265100417,2.0851,3754.8828,7829.2798
265100455,2.1379,3740.2344,7996.1724
265100495,2.1643,3764.6484,8147.7300
265100534,2.3490,3740.2344,8785.9180
265100574,2.1907,3764.6484,8247.0918
265100614,2.2171,3730.4688,8270.6758
265100653,2.3226,3745.1172,8698.5410
265100693,2.2435,3725.5859,8358.1826
265100732,2.2698,3730.4688,8467.5967
265100772,2.2698,3750.0000,8511.9297
265100812,2.2698,3740.2344,8489.7627
265100851,2.1115,3793.9453,8010.8643
265100891,2.1379,3754.8828,8027.4893
265100930,2.1115,3784.1797,7990.2441
265100969,2.1115,3740.2344,7897.4541
265101009,2.2171,3715.8203,8238.1992
265101048,2.2698,3671.8750,8334.5977
265101088,2.2962,3730.4688,8566.0576
265101127,2.2698,3740.2344,8489.7627
265101167,2.3490,3725.5859,8751.5088
265101206,2.3226,3764.6484,8743.9053
265101246,2.1115,3740.2344,7897.4541
265101286,2.1379,3759.7656,8037.9282
265101325,2.2698,3740.2344,8489.7627
265101365,2.1379,3793.9453,8111.0000
265101404,2.1379,3754.8828,8027.4893
265101444,2.1379,3735.3516,7985.7339
265101484,2.1379,3779.2969,8079.6836
265101522,2.1907,3750.0000,8215.0020
265101562,2.2435,3750.0000,8412.9541
265101601,2.3226,3750.0000,8709.8818
265101641,2.1643,3735.3516,8084.3232
265101681,2.1643,3754.8828,8126.5942
265101720,2.2962,3720.7031,8543.6328
265101760,2.1907,3759.7656,8236.3955
265101799,2.1115,3774.4141,7969.6240
265101839,2.1379,3784.1797,8090.1226
265101879,2.1643,3789.0625,8200.5684
265101918,2.2171,3730.4688,8270.6758
265101958,2.2171,3740.2344,8292.3271
265101997,2.1907,3735.3516,8182.9121
265102036,2.2171,3769.5313,8357.2803
265102076,2.2698,3701.1719,8401.0967
265102115,2.4018,3735.3516,8971.6270
265102155,2.4018,3715.8203,8924.7158
265102194,2.2698,3754.8828,8523.0127
265102234,2.1643,3754.8828,8126.5942
265102274,2.1115,3730.4688,7876.8340
265102313,2.0851,3759.7656,7839.4609
265102353,2.0059,3754.8828,7531.9648
265102392,2.0323,3774.4141,7670.7632
265102432,2.2435,3750.0000,8412.9541
265102471,2.1115,3754.8828,7928.3843
265102511,2.2171,3745.1172,8303.1523
265102551,2.2698,3735.3516,8478.6797
265102589,2.2171,3750.0000,8313.9775
265102629,2.2962,3706.0547,8509.9971
265102668,2.3226,3750.0000,8709.8818
265102708,2.2962,3730.4688,8566.0576
265102748,2.1379,3759.7656,8037.9282
265102787,2.1643,3740.2344,8094.8911
265102827,2.2698,3745.1172,8500.8467
265102866,2.2698,3725.5859,8456.5137
265102906,2.3754,3715.8203,8826.6426
265102946,2.3490,3745.1172,8797.3887
265102985,2.3490,3720.7031,8740.0391
265103025,2.2435,3759.7656,8434.8633
265103064,2.1643,3745.1172,8105.4590
265103104,2.1115,3759.7656,7938.6943
265103143,2.1115,3745.1172,7907.7642
265103182,2.1907,3759.7656,8236.3955
265103222,2.0851,3769.5313,7859.8232
265103261,2.0059,3769.5313,7561.3481
265103301,2.1379,3774.4141,8069.2446
265103341,2.1115,3715.8203,7845.9043
265103380,2.0851,3769.5313,7859.8232
265103420,2.1379,3730.4688,7975.2949
265103459,2.1907,3759.7656,8236.3955
265103499,2.1907,3750.0000,8215.0020
265103539,2.2435,3735.3516,8380.0908
265103578,2.1907,3745.1172,8204.3057
265103618,2.2435,3715.8203,8336.2734
265103656,2.3226,3764.6484,8743.9053
265103696,2.2171,3725.5859,8259.8506
265103735,2.2698,3750.0000,8511.9297
265103775,2.2698,3720.7031,8445.4297
265103815,2.4282,3745.1172,9093.9297
265103854,2.2698,3735.3516,8478.6797
265103894,2.2435,3735.3516,8380.0908
265103933,2.2435,3750.0000,8412.9541
265103973,2.2171,3740.2344,8292.3271
265104013,2.2435,3759.7656,8434.8633
