6872	r??S,438.0859,959.2159
33522509,2.2698,3789.0625,8600.5957
33522547,2.2962,3754.8828,8622.1182
33522586,2.2171,3764.6484,8346.4541
33522624,2.2698,3764.6484,8545.1797
33522663,2.2962,3774.4141,8666.9658
33522701,2.2171,3784.1797,8389.7568
33522740,2.2698,3745.1172,8500.8467
33522779,2.2962,3798.8281,8723.0273
33522817,2.2435,3779.2969,8478.6807
33522855,2.1643,3784.1797,8190.0005
33522893,2.2171,3793.9453,8411.4072
33522932,2.2435,3764.6484,8445.8174
33522970,2.3226,3789.0625,8800.6094
33523009,2.2698,3750.0000,8511.9297
33523048,2.3226,3764.6484,8743.9053
33523086,2.3490,3784.1797,8889.1475
33523125,2.2698,3745.1172,8500.8467
33523163,2.2171,3759.7656,8335.6289
33523202,2.2698,3759.7656,8534.0957
33523240,2.2962,3779.2969,8678.1787
33523278,2.2435,3779.2969,8478.6807
33523317,2.3490,3750.0000,8808.8584
33523355,2.2435,3789.0625,8500.5889
33523394,2.2698,3759.7656,8534.0957
33523432,2.2171,3779.2969,8378.9307
33523471,2.3226,3784.1797,8789.2686
33523510,2.2435,3769.5313,8456.7715
33523548,2.2698,3789.0625,8600.5957
33523587,2.3226,3735.3516,8675.8594
33523624,2.3490,3784.1797,8889.1475
33523663,2.2962,3779.2969,8678.1787
33523701,2.3490,3754.8828,8820.3281
33523740,2.3490,3803.7109,8935.0264
33523779,2.1643,3750.0000,8116.0264
33523817,2.2171,3784.1797,8389.7568
33523856,2.2698,3784.1797,8589.5117
33523894,2.2435,3774.4141,8467.7256
33523933,2.2435,3798.8281,8522.4980
33523972,2.1907,3759.7656,8236.3955
33524009,2.1907,3779.2969,8279.1816
33524048,2.2962,3779.2969,8678.1787
33524086,2.2171,3769.5313,8357.2803
33524125,2.2435,3784.1797,8489.6348
33524163,2.3226,3750.0000,8709.8818
33524202,2.3490,3779.2969,8877.6777
33524241,2.3226,3759.7656,8732.5635
33524279,2.3754,3764.6484,8942.6299
33524318,2.3490,3769.5313,8854.7373
33524356,2.3490,3740.2344,8785.9180
33524395,2.2435,3789.0625,8500.5889
33524432,2.1907,3779.2969,8279.1816
33524471,2.1907,3769.5313,8257.7881
33524510,2.2435,3798.8281,8522.4980
33524548,2.2435,3759.7656,8434.8633
33524587,2.2962,3793.9453,8711.8145
33524625,2.3226,3769.5313,8755.2461
33524664,2.2962,3779.2969,8678.1787
33524703,2.3490,3789.0625,8900.6172
33524741,2.2962,3754.8828,8622.1182
33524780,2.3754,3789.0625,9000.6230
33524817,2.2962,3754.8828,8622.1182
33524856,2.3490,3774.4141,8866.2070
33524894,2.3226,3759.7656,8732.5635
33524933,2.2962,3759.7656,8633.3301
33524972,2.3226,3784.1797,8789.2686
33525010,2.3226,3740.2344,8687.2002
33525049,2.2698,3784.1797,8589.5117
33525087,2.3490,3779.2969,8877.6777
33525126,2.3226,3759.7656,8732.5635
33525164,2.2962,3784.1797,8689.3906
33525202,2.4018,3745.1172,8995.0820
33525241,2.2962,3779.2969,8678.1787
33525279,2.2962,3769.5313,8655.7539
33525318,2.3226,3764.6484,8743.9053
33525356,2.2962,3784.1797,8689.3906
33525395,2.2171,3750.0000,8313.9775
33525433,2.2435,3798.8281,8522.4980
33525472,2.2698,3779.2969,8578.4287
33525511,2.2435,3774.4141,8467.7256
33525549,2.3490,3784.1797,8889.1475
33525587,2.2962,3750.0000,8610.9053
33525625,2.2698,3759.7656,8534.0957
33525664,2.4810,3754.8828,9315.8516
33525703,2.2171,3774.4141,8368.1055
33525741,2.2435,3764.6484,8445.8174
33525780,2.2962,3769.5313,8655.7539
33525818,2.3226,3789.0625,8800.6094
33525857,2.2435,3745.1172,8402.0000
33525895,2.3490,3779.2969,8877.6777
33525934,2.2962,3774.4141,8666.9658
33525972,2.2435,3769.5313,8456.7715
33526010,2.2435,3779.2969,8478.6807
33526049,2.2435,3745.1172,8402.0000
33526087,2.2962,3774.4141,8666.9658
33526126,2.3226,3759.7656,8732.5635
33526164,2.2435,3769.5313,8456.7715
33526203,2.3226,3793.9453,8811.9512
33526242,2.2698,3745.1172,8500.8467
33526280,2.3754,3798.8281,9023.8213
33526319,2.2435,3759.7656,8434.8633
33526356,2.2962,3784.1797,8689.3906
33526395,2.3490,3759.7656,8831.7979
33526434,2.4282,3750.0000,9105.7861
33526472,2.4018,3774.4141,9065.4473
33526511,2.3490,3745.1172,8797.3887
33526549,2.3490,3769.5313,8854.7373
33526588,2.2435,3779.2969,8478.6807
33526626,2.3754,3754.8828,8919.4326
33526665,2.3754,3789.0625,9000.6230
33526704,2.2698,3735.3516,8478.6797
33526742,2.2435,3769.5313,8456.7715
33526780,2.2962,3764.6484,8644.5420
33526818,2.3226,3764.6484,8743.9053
33526857,2.3754,3774.4141,8965.8271
33526895,2.3226,3750.0000,8709.8818
33526934,2.4282,3779.2969,9176.9248
33526973,2.3754,3754.8828,8919.4326
33527011,2.3754,3759.7656,8931.0313
33527050,2.3754,3784.1797,8989.0244
33527088,2.2962,3740.2344,8588.4814
33527127,2.3490,3774.4141,8866.2070
33527165,2.2962,3745.1172,8599.6934
33527203,2.2171,3759.7656,8335.6289
33527242,2.2171,3784.1797,8389.7568
33527280,2.2171,3759.7656,8335.6289
33527319,2.2962,3784.1797,8689.3906
33527357,2.2171,3740.2344,8292.3271
33527396,2.2962,3769.5313,8655.7539
33527435,2.3490,3779.2969,8877.6777
33527473,2.3490,3745.1172,8797.3887
33527512,2.3490,3784.1797,8889.1475
33527549,2.4018,3740.2344,8983.3545
33527588,2.3490,3759.7656,8831.7979
33527626,2.3754,3759.7656,8931.0313
33527665,2.3226,3764.6484,8743.9053
33527704,2.3226,3774.4141,8766.5869
33527742,2.2698,3740.2344,8489.7627
33527781,2.3754,3774.4141,8965.8271
33527819,2.2962,3754.8828,8622.1182
33527858,2.2962,3754.8828,8622.1182
33527896,2.2962,3789.0625,8700.6025
33527934,2.3490,3750.0000,8808.8584
33527973,2.1907,3784.1797,8289.8779
33528011,2.3226,3764.6484,8743.9053
33528050,2.3754,3774.4141,8965.8271
33528088,2.3490,3745.1172,8797.3887
33528127,2.3490,3735.3516,8774.4482
33528166,2.3226,3769.5313,8755.2461
33528204,2.4018,3754.8828,9018.5371
33528243,2.4546,3754.8828,9216.7461
33528281,2.3490,3784.1797,8889.1475
33528320,2.2962,3745.1172,8599.6934
33528357,2.3490,3779.2969,8877.6777
33528396,2.2698,3745.1172,8500.8467
33528435,2.3754,3764.6484,8942.6299
33528473,2.2962,3779.2969,8678.1787
33528512,2.2698,3759.7656,8534.0957
33528550,2.3490,3774.4141,8866.2070
33528589,2.3226,3750.0000,8709.8818
33528627,2.3754,3764.6484,8942.6299
33528666,2.3754,3769.5313,8954.2285
33528705,2.3490,3750.0000,8808.8584
33528742,2.4018,3769.5313,9053.7197
33528781,2.4546,3754.8828,9216.7461
33528819,2.3226,3774.4141,8766.5869
33528858,2.2698,3779.2969,8578.4287
33528897,2.2171,3764.6484,8346.4541
33528935,2.1907,3798.8281,8321.9678
33528974,2.1115,3764.6484,7949.0039
33529012,2.2171,3789.0625,8400.5820
33529051,2.1907,3769.5313,8257.7881
33529089,2.2435,3779.2969,8478.6807
33529127,2.2435,3784.1797,8489.6348
33529166,2.3754,3750.0000,8907.8330
33529204,2.3754,3779.2969,8977.4258
33529243,2.3490,3745.1172,8797.3887
33529281,2.4546,3759.7656,9228.7314
33529320,2.3226,3769.5313,8755.2461
33529358,2.4282,3750.0000,9105.7861
33529397,2.3754,3789.0625,9000.6230
33529436,2.2962,3745.1172,8599.6934
33529474,2.4018,3779.2969,9077.1748
33529512,2.1379,3793.9453,8111.0000
33529550,2.2171,3774.4141,8368.1055
33529589,2.1907,3793.9453,8311.2715
33529628,2.2435,3764.6484,8445.8174
33529666,2.3754,3789.0625,9000.6230
33529705,2.3226,3750.0000,8709.8818
33529743,2.3226,3769.5313,8755.2461
33529782,2.4018,3774.4141,9065.4473
33529820,2.3226,3759.7656,8732.5635
33529859,2.2962,3784.1797,8689.3906
33529897,2.2171,3745.1172,8303.1523
33529935,2.3226,3779.2969,8777.9277
33529974,2.2435,3769.5313,8456.7715
33530012,2.2962,3764.6484,8644.5420
33530051,2.2435,3789.0625,8500.5889
33530089,2.3490,3759.7656,8831.7979
33530128,2.2435,3793.9453,8511.5439
33530167,2.1379,3750.0000,8017.0503
33530205,2.1115,3779.2969,7979.9341
33530244,2.2171,3784.1797,8389.7568
33530281,2.2171,3769.5313,8357.2803
33530320,2.2962,3789.0625,8700.6025
33530358,2.2435,3764.6484,8445.8174
33530397,2.4018,3779.2969,9077.1748
33530436,2.3490,3750.0000,8808.8584
33530474,2.4018,3779.2969,9077.1748
33530513,2.2171,3779.2969,8378.9307
33530551,2.2698,3769.5313,8556.2627
33530590,2.2435,3774.4141,8467.7256
33530629,2.2171,3764.6484,8346.4541
33530667,2.2698,3779.2969,8578.4287
33530705,2.2171,3789.0625,8400.5820
33530743,2.2435,3774.4141,8467.7256
33530782,2.1907,3779.2969,8279.1816
33530820,2.2698,3759.7656,8534.0957
33530859,2.2435,3798.8281,8522.4980
33530898,2.2698,3745.1172,8500.8467
33530936,2.1907,3769.5313,8257.7881
33530975,2.2171,3779.2969,8378.9307
33531013,2.3226,3774.4141,8766.5869
33531052,2.3754,3779.2969,8977.4258
33531089,2.3226,3750.0000,8709.8818
33531128,2.2962,3779.2969,8678.1787
33531167,2.3490,3754.8828,8820.3281
33531205,2.3754,3769.5313,8954.2285
33531244,2.3226,3789.0625,8800.6094
33531282,2.2435,3774.4141,8467.7256
33531321,2.2435,3813.4766,8555.3613
33531360,2.2962,3769.5313,8655.7539
33531398,2.2171,3789.0625,8400.5820
33531437,2.2698,3764.6484,8545.1797
33531474,2.2435,3769.5313,8456.7715
33531513,2.1907,3774.4141,8268.4854
33531551,2.4018,3754.8828,9018.5371
33531590,2.2962,3793.9453,8711.8145
33531629,2.2962,3750.0000,8610.9053
33531667,2.2962,3789.0625,8700.6025
33531706,2.3226,3754.8828,8721.2227
33531744,2.2698,3769.5313,8556.2627
33531783,2.2962,3769.5313,8655.7539
33531821,2.2698,3754.8828,8523.0127
33531859,2.2435,3789.0625,8500.5889
33531898,2.2435,3754.8828,8423.9082
33531936,2.1115,3784.1797,7990.2441
33531975,2.2171,3769.5313,8357.2803
33532013,2.2171,3774.4141,8368.1055
33532052,2.2171,3793.9453,8411.4072
33532091,2.3490,3754.8828,8820.3281
33532129,2.4546,3779.2969,9276.6729
33532168,2.2962,3750.0000,8610.9053
33532206,2.2962,3779.2969,8678.1787
33532244,2.2962,3769.5313,8655.7539
33532282,2.1643,3754.8828,8126.5942
33532321,2.2435,3798.8281,8522.4980
33532360,2.2171,3754.8828,8324.8037
33532398,2.2171,3798.8281,8422.2334
33532437,2.2962,3750.0000,8610.9053
33532475,2.2435,3779.2969,8478.6807
33532514,2.2171,3784.1797,8389.7568
33532552,2.2171,3774.4141,8368.1055
33532591,2.2171,3784.1797,8389.7568
33532630,2.2962,3745.1172,8599.6934
33532667,2.3226,3784.1797,8789.2686
33532706,2.3490,3764.6484,8843.2676
33532744,2.2962,3779.2969,8678.1787
33532783,2.2698,3784.1797,8589.5117
33532821,2.2962,3759.7656,8633.3301
33532860,2.2962,3793.9453,8711.8145
33532899,2.2171,3745.1172,8303.1523
33532937,2.3226,3784.1797,8789.2686
33532976,2.2435,3779.2969,8478.6807
33533014,2.2698,3789.0625,8600.5957
33533052,2.2171,3793.9453,8411.4072
33533091,2.1643,3754.8828,8126.5942
33533129,2.2171,3784.1797,8389.7568
33533168,2.3490,3750.0000,8808.8584
33533206,2.2962,3769.5313,8655.7539
33533245,2.3226,3764.6484,8743.9053
33533283,2.3754,3754.8828,8919.4326
33533322,2.2962,3784.1797,8689.3906
33533361,2.4018,3745.1172,8995.0820
33533399,2.3754,3774.4141,8965.8271
33533437,2.3226,3759.7656,8732.5635
33533475,2.2962,3769.5313,8655.7539
33533514,2.2435,3769.5313,8456.7715
33533552,2.2171,3740.2344,8292.3271
33533591,2.3226,3784.1797,8789.2686
33533630,2.2171,3754.8828,8324.8037
33533668,2.2962,3784.1797,8689.3906
33533707,2.2435,3769.5313,8456.7715
33533745,2.4018,3759.7656,9030.2646
33533784,2.2962,3779.2969,8678.1787
33533822,2.3490,3754.8828,8820.3281
33533860,2.3754,3779.2969,8977.4258
33533899,2.2962,3754.8828,8622.1182
33533937,2.3226,3764.6484,8743.9053
33533976,2.4546,3759.7656,9228.7314
33534014,2.4018,3750.0000,9006.8096
33534053,2.4810,3779.2969,9376.4229
33534092,2.4018,3735.3516,8971.6270
33534130,2.4018,3774.4141,9065.4473
33534169,2.3226,3759.7656,8732.5635
33534206,2.2962,3759.7656,8633.3301
33534245,2.3226,3779.2969,8777.9277
33534283,2.2171,3740.2344,8292.3271
33534322,2.1643,3784.1797,8190.0005
33534361,2.2171,3769.5313,8357.2803
33534399,2.3226,3769.5313,8755.2461
33534438,2.3490,3789.0625,8900.6172
33534476,2.2698,3754.8828,8523.0127
33534515,2.3226,3793.9453,8811.9512
33534554,2.2698,3750.0000,8511.9297
33534592,2.2698,3774.4141,8567.3457
33534630,2.4018,3774.4141,9065.4473
33534668,2.3754,3769.5313,8954.2285
33534707,2.2698,3789.0625,8600.5957
33534745,2.3490,3754.8828,8820.3281
33534784,2.3490,3789.0625,8900.6172
33534823,2.2698,3754.8828,8523.0127
33534861,2.2435,3764.6484,8445.8174
33534900,2.2171,3779.2969,8378.9307
33534938,2.2698,3759.7656,8534.0957
33534977,2.2171,3793.9453,8411.4072
33535014,2.3490,3754.8828,8820.3281
33535053,2.3490,3779.2969,8877.6777
33535092,2.2698,3774.4141,8567.3457
33535130,2.2171,3750.0000,8313.9775
33535169,2.3490,3784.1797,8889.1475
33535207,2.2962,3750.0000,8610.9053
33535246,2.2962,3774.4141,8666.9658
33535284,2.3490,3745.1172,8797.3887
33535323,2.2962,3759.7656,8633.3301
33535362,2.4018,3779.2969,9077.1748
33535399,2.3226,3745.1172,8698.5410
33535438,2.2435,3784.1797,8489.6348
33535476,2.4018,3769.5313,9053.7197
33535515,2.2435,3774.4141,8467.7256
33535554,2.3490,3789.0625,8900.6172
33535592,2.2698,3759.7656,8534.0957
33535631,2.2435,3779.2969,8478.6807
33535669,2.3226,3745.1172,8698.5410
33535708,2.2698,3784.1797,8589.5117
33535746,2.3490,3759.7656,8831.7979
33535784,2.4282,3759.7656,9129.4990
33535823,2.2435,3789.0625,8500.5889
33535861,2.3226,3754.8828,8721.2227
33535900,2.2171,3784.1797,8389.7568
33535938,2.3754,3735.3516,8873.0371
33535977,2.4018,3754.8828,9018.5371
33536015,2.4282,3759.7656,9129.4990
33536054,2.3490,3759.7656,8831.7979
33536093,2.4282,3774.4141,9165.0684
33536131,2.4018,3735.3516,8971.6270
33536169,2.2962,3774.4141,8666.9658
33536207,2.3226,3759.7656,8732.5635
33536246,2.2698,3764.6484,8545.1797
33536285,2.2435,3789.0625,8500.5889
33536323,2.2698,3750.0000,8511.9297
33536362,2.1379,3798.8281,8121.4390
33536400,2.1907,3754.8828,8225.6982
33536439,2.1907,3769.5313,8257.7881
33536477,2.2698,3769.5313,8556.2627
33536516,2.2962,3769.5313,8655.7539
33536555,2.2962,3789.0625,8700.6025
33536592,2.3490,3745.1172,8797.3887
33536631,2.3754,3779.2969,8977.4258
33536669,2.2962,3754.8828,8622.1182
33536708,2.2962,3759.7656,8633.3301
33536746,2.3490,3769.5313,8854.7373
33536785,2.3226,3754.8828,8721.2227
33536824,2.3226,3779.2969,8777.9277
33536862,2.3754,3735.3516,8873.0371
33536901,2.4018,3769.5313,9053.7197
33536939,2.3754,3750.0000,8907.8330
33536977,2.4018,3745.1172,8995.0820
33537016,2.4546,3759.7656,9228.7314
33537054,2.4018,3745.1172,8995.0820
33537093,2.3754,3769.5313,8954.2285
33537131,2.3754,3754.8828,8919.4326
33537170,2.3226,3769.5313,8755.2461
33537208,2.2435,3779.2969,8478.6807
33537247,2.2962,3774.4141,8666.9658
33537286,2.2698,3759.7656,8534.0957
33537324,2.2435,3730.4688,8369.1367
33537362,2.2435,3774.4141,8467.7256
33537400,2.2698,3764.6484,8545.1797
33537439,2.2698,3769.5313,8556.2627
33537477,2.2962,3784.1797,8689.3906
33537516,2.3226,3740.2344,8687.2002
33537555,2.3490,3784.1797,8889.1475
33537593,2.2698,3750.0000,8511.9297
33537632,2.2962,3759.7656,8633.3301
33537670,2.2962,3754.8828,8622.1182
33537709,2.4282,3759.7656,9129.4990
33537746,2.3490,3764.6484,8843.2676
33537785,2.3226,3735.3516,8675.8594
33537824,2.3226,3774.4141,8766.5869
33537862,2.3754,3735.3516,8873.0371
33537901,2.3754,3764.6484,8942.6299
33537939,2.2962,3745.1172,8599.6934
33537978,2.3226,3745.1172,8698.5410
33538017,2.2962,3784.1797,8689.3906
33538055,2.3226,3745.1172,8698.5410
33538094,2.2698,3779.2969,8578.4287
33538131,2.2962,3750.0000,8610.9053
33538170,2.4546,3769.5313,9252.7021
33538208,2.2435,3754.8828,8423.9082
33538247,2.2962,3740.2344,8588.4814
33538286,2.4018,3774.4141,9065.4473
33538324,2.3754,3745.1172,8896.2344
33538363,2.4282,3769.5313,9153.2119
33538401,2.4018,3740.2344,8983.3545
33538440,2.3490,3764.6484,8843.2676
33538478,2.2962,3754.8828,8622.1182
33538516,2.3490,3759.7656,8831.7979
33538555,2.2435,3789.0625,8500.5889
33538593,2.1907,3740.2344,8193.6084
33538632,2.2698,3784.1797,8589.5117
33538670,2.2962,3750.0000,8610.9053
33538709,2.3490,3769.5313,8854.7373
33538748,2.2698,3759.7656,8534.0957
33538786,2.2962,3759.7656,8633.3301
33538825,2.3490,3769.5313,8854.7373
33538863,2.3490,3745.1172,8797.3887
33538902,2.3754,3759.7656,8931.0313
33538939,2.3490,3745.1172,8797.3887
33538978,2.3490,3764.6484,8843.2676
33539017,2.3226,3769.5313,8755.2461
33539055,2.4546,3750.0000,9204.7607
33539094,2.2698,3784.1797,8589.5117
33539132,2.3754,3745.1172,8896.2344
33539171,2.2698,3784.1797,8589.5117
33539209,2.3226,3750.0000,8709.8818
33539248,2.3226,3774.4141,8766.5869
33539287,2.1907,3784.1797,8289.8779
33539324,2.2435,3759.7656,8434.8633
33539363,2.2698,3789.0625,8600.5957
33539401,2.1907,3745.1172,8204.3057
33539440,2.3490,3784.1797,8889.1475
33539479,2.2962,3740.2344,8588.4814
33539517,2.2435,3759.7656,8434.8633
33539556,2.3226,3769.5313,8755.2461
33539594,2.3226,3759.7656,8732.5635
33539633,2.3226,3774.4141,8766.5869
33539671,2.3226,3759.7656,8732.5635
33539709,2.3490,3774.4141,8866.2070
33539748,2.3226,3754.8828,8721.2227
33539786,2.1643,3793.9453,8211.1357
33539825,2.1907,3769.5313,8257.7881
33539863,2.2171,3784.1797,8389.7568
33539902,2.2171,3779.2969,8378.9307
33539940,2.2962,3750.0000,8610.9053
33539979,2.4546,3774.4141,9264.6875
33540018,2.3226,3725.5859,8653.1768
33540056,2.4018,3769.5313,9053.7197
33540094,2.3226,3740.2344,8687.2002
33540132,2.4018,3754.8828,9018.5371
33540171,2.3226,3769.5313,8755.2461
33540209,2.2962,3759.7656,8633.3301
33540248,2.4546,3774.4141,9264.6875
33540287,2.2698,3745.1172,8500.8467
33540325,2.3490,3779.2969,8877.6777
33540364,2.3490,3759.7656,8831.7979
33540402,2.2435,3784.1797,8489.6348
33540441,2.2698,3769.5313,8556.2627
33540480,2.2962,3764.6484,8644.5420
33540517,2.3754,3789.0625,9000.6230
33540556,2.4018,3745.1172,8995.0820
33540594,2.3226,3769.5313,8755.2461
33540633,2.4018,3745.1172,8995.0820
33540671,2.3226,3774.4141,8766.5869
33540710,2.2698,3759.7656,8534.0957
33540749,2.3754,3774.4141,8965.8271
33540787,2.2435,3784.1797,8489.6348
33540826,2.1907,3754.8828,8225.6982
33540864,2.1907,3798.8281,8321.9678
33540902,2.2171,3750.0000,8313.9775
33540940,2.2435,3789.0625,8500.5889
33540979,2.2435,3754.8828,8423.9082
33541018,2.2171,3754.8828,8324.8037
33541056,2.3226,3774.4141,8766.5869
33541095,2.2962,3754.8828,8622.1182
33541133,2.3490,3774.4141,8866.2070
33541172,2.3490,3750.0000,8808.8584
33541211,2.2435,3769.5313,8456.7715
33541249,2.2435,3750.0000,8412.9541
33541287,2.2435,3789.0625,8500.5889
33541325,2.2962,3750.0000,8610.9053
33541364,2.1907,3774.4141,8268.4854
33541402,2.2171,3784.1797,8389.7568
33541441,2.2698,3759.7656,8534.0957
33541480,2.2435,3793.9453,8511.5439
33541518,2.3490,3750.0000,8808.8584
33541557,2.3490,3779.2969,8877.6777
33541595,2.3226,3735.3516,8675.8594
33541634,2.4282,3764.6484,9141.3555
33541671,2.4546,3754.8828,9216.7461
33541710,2.3754,3759.7656,8931.0313
33541749,2.3226,3769.5313,8755.2461
33541787,2.3490,3750.0000,8808.8584
33541826,2.4018,3784.1797,9088.9033
33541864,2.2698,3754.8828,8523.0127
33541903,2.2171,3789.0625,8400.5820
33541942,2.3490,3754.8828,8820.3281
33541980,2.3226,3754.8828,8721.2227
33542019,2.3226,3764.6484,8743.9053
33542056,2.2962,3754.8828,8622.1182
33542095,2.3490,3774.4141,8866.2070
33542133,2.2962,3750.0000,8610.9053
33542172,2.3490,3774.4141,8866.2070
33542211,2.2171,3750.0000,8313.9775
33542249,2.2435,3779.2969,8478.6807
33542288,2.2962,3754.8828,8622.1182
33542326,2.2698,3764.6484,8545.1797
33542365,2.3490,3769.5313,8854.7373
33542403,2.4018,3745.1172,8995.0820
33542441,2.2962,3774.4141,8666.9658
33542480,2.4546,3735.3516,9168.8047
33542518,2.2962,3774.4141,8666.9658
33542557,2.4018,3740.2344,8983.3545
33542595,2.2962,3774.4141,8666.9658
33542634,2.2962,3774.4141,8666.9658
33542672,2.3226,3774.4141,8766.5869
33542711,2.2171,3784.1797,8389.7568
33542750,2.2962,3750.0000,8610.9053
33542788,2.3226,3769.5313,8755.2461
33542827,2.2962,3740.2344,8588.4814
33542864,2.4282,3750.0000,9105.7861
33542903,2.3490,3745.1172,8797.3887
33542942,2.3226,3759.7656,8732.5635
33542980,2.3490,3769.5313,8854.7373
33543019,2.3490,3759.7656,8831.7979
33543057,2.2435,3769.5313,8456.7715
33543096,2.2435,3750.0000,8412.9541
33543134,2.2171,3793.9453,8411.4072
33543173,2.3226,3754.8828,8721.2227
33543212,2.2171,3779.2969,8378.9307
33543249,2.1907,3779.2969,8279.1816
33543288,2.2962,3774.4141,8666.9658
33543326,2.2171,3793.9453,8411.4072
33543365,2.1907,3750.0000,8215.0020
33543403,2.3226,3784.1797,8789.2686
33543442,2.2698,3754.8828,8523.0127
33543481,2.3226,3779.2969,8777.9277
33543519,2.3490,3745.1172,8797.3887
33543558,2.2698,3754.8828,8523.0127
33543596,2.3490,3759.7656,8831.7979
33543634,2.3490,3754.8828,8820.3281
33543673,2.3754,3769.5313,8954.2285
33543711,2.3754,3740.2344,8884.6357
33543750,2.3754,3779.2969,8977.4258
33543788,2.3490,3750.0000,8808.8584
33543827,2.2962,3759.7656,8633.3301
33543865,2.2698,3769.5313,8556.2627
33543904,2.2698,3759.7656,8534.0957
33543943,2.3226,3774.4141,8766.5869
33543981,2.2962,3750.0000,8610.9053
33544019,2.3490,3779.2969,8877.6777
33544057,2.2435,3750.0000,8412.9541
33544096,2.2171,3779.2969,8378.9307
33544134,2.2171,3769.5313,8357.2803
33544173,2.3754,3779.2969,8977.4258
33544212,2.2435,3784.1797,8489.6348
33544250,2.2171,3754.8828,8324.8037
33544289,2.3226,3779.2969,8777.9277
33544327,2.4018,3725.5859,8948.1719
33544366,2.5074,3764.6484,9439.4424
33544404,2.3754,3740.2344,8884.6357
33544442,2.5074,3750.0000,9402.7139
33544481,2.3490,3774.4141,8866.2070
33544519,2.2698,3750.0000,8511.9297
33544558,2.2171,3779.2969,8378.9307
33544596,2.1907,3754.8828,8225.6982
33544635,2.2171,3779.2969,8378.9307
33544674,2.1907,3745.1172,8204.3057
33544712,2.2698,3784.1797,8589.5117
33544751,2.3226,3759.7656,8732.5635
33544788,2.3490,3754.8828,8820.3281
33544827,2.4018,3769.5313,9053.7197
33544865,2.4018,3740.2344,8983.3545
33544904,2.4546,3759.7656,9228.7314
33544943,2.4282,3735.3516,9070.2168
33544981,2.3754,3759.7656,8931.0313
33545020,2.4018,3769.5313,9053.7197
33545058,2.2962,3754.8828,8622.1182
33545097,2.1643,3793.9453,8211.1357
33545135,2.2698,3745.1172,8500.8467
33545174,2.2698,3793.9453,8611.6787
33545212,2.2698,3745.1172,8500.8467
33545250,2.2698,3779.2969,8578.4287
33545289,2.2962,3754.8828,8622.1182
33545327,2.2962,3774.4141,8666.9658
33545366,2.3490,3764.6484,8843.2676
33545405,2.3226,3750.0000,8709.8818
33545443,2.4018,3784.1797,9088.9033
33545482,2.2171,3740.2344,8292.3271
33545520,2.2962,3774.4141,8666.9658
33545559,2.3490,3745.1172,8797.3887
33545596,2.3490,3759.7656,8831.7979
33545635,2.3226,3764.6484,8743.9053
33545674,2.3226,3750.0000,8709.8818
33545712,2.2962,3769.5313,8655.7539
33545751,2.2698,3745.1172,8500.8467
33545789,2.3754,3764.6484,8942.6299
33545828,2.3754,3745.1172,8896.2344
33545866,2.4018,3745.1172,8995.0820
33545905,2.3754,3759.7656,8931.0313
33545944,2.3226,3754.8828,8721.2227
33545981,2.3754,3774.4141,8965.8271
33546020,2.2698,3759.7656,8534.0957
33546058,2.2171,3793.9453,8411.4072
33546097,2.2435,3745.1172,8402.0000
33546136,2.2435,3769.5313,8456.7715
33546174,2.3226,3745.1172,8698.5410
33546213,2.3490,3764.6484,8843.2676
33546251,2.2698,3769.5313,8556.2627
33546290,2.2962,3750.0000,8610.9053
33546328,2.4018,3779.2969,9077.1748
33546366,2.3226,3730.4688,8664.5176
33546405,2.3754,3769.5313,8954.2285
33546443,2.3226,3754.8828,8721.2227
33546482,2.3754,3769.5313,8954.2285
33546520,2.3754,3784.1797,8989.0244
33546559,2.3754,3735.3516,8873.0371
33546597,2.3754,3779.2969,8977.4258
33546636,2.4018,3735.3516,8971.6270
33546675,2.3754,3769.5313,8954.2285
33546713,2.4018,3745.1172,8995.0820
33546752,2.4018,3764.6484,9041.9922
33546789,2.3754,3774.4141,8965.8271
33546828,2.2962,3759.7656,8633.3301
33546867,2.3226,3784.1797,8789.2686
33546905,2.1907,3745.1172,8204.3057
33546944,2.4546,3774.4141,9264.6875
33546982,2.3226,3750.0000,8709.8818
33547021,2.2962,3769.5313,8655.7539
33547059,2.3754,3750.0000,8907.8330
33547098,2.4546,3745.1172,9192.7754
33547137,2.2962,3774.4141,8666.9658
33547174,2.4018,3740.2344,8983.3545
33547213,2.3490,3774.4141,8866.2070
33547251,2.3226,3740.2344,8687.2002
33547290,2.4546,3754.8828,9216.7461
33547328,2.4282,3759.7656,9129.4990
33547367,2.2962,3745.1172,8599.6934
33547406,2.2962,3784.1797,8689.3906
33547444,2.3754,3754.8828,8919.4326
33547483,2.2962,3789.0625,8700.6025
33547521,2.2171,3745.1172,8303.1523
33547559,2.3754,3769.5313,8954.2285
33547597,2.3490,3754.8828,8820.3281
33547636,2.2962,3754.8828,8622.1182
33547675,2.5074,3764.6484,9439.4424
33547713,2.4546,3725.5859,9144.8340
33547752,2.4810,3754.8828,9315.8516
33547790,2.4546,3745.1172,9192.7754
33547829,2.4282,3759.7656,9129.4990
33547868,2.2698,3769.5313,8556.2627
33547906,2.2435,3769.5313,8456.7715
33547944,2.2171,3793.9453,8411.4072
33547982,2.2171,3750.0000,8313.9775
33548021,2.2435,3793.9453,8511.5439
33548059,2.2962,3750.0000,8610.9053
