timestamp,kalman.stateZ,gyro.x,gyro.xRaw,gyro.xVariance,gyro.y,gyro.yRaw,gyro.yVariance
0,0.27152273058891296,-0.5692659020423889,-8,6266.0,1.7925890684127808,29,9897.0
10,0.2715648114681244,-0.8868821263313293,-13,6266.0,1.7893389463424683,30,9897.0
20,0.27163052558898926,-0.8862705826759338,-8,6266.0,1.5199302434921265,26,9897.0
30,0.27170008420944214,-1.0435903072357178,-15,6266.0,1.7108670473098755,31,9897.0
40,0.27175116539001465,-0.6033949851989746,-11,6266.0,1.2965270280838013,25,9897.0
50,0.27023079991340637,-0.9584491848945618,-5,6266.0,0.8561443090438843,21,9897.0
60,0.27016934752464294,-0.43133434653282166,1,6266.0,0.8604284524917603,22,9897.0
70,0.2701251208782196,0.034377533942461014,8,6266.0,0.4002940356731415,12,9897.0
80,0.2701377868652344,0.4687916040420532,4,6266.0,0.0804196149110794,2,9897.0
90,0.26886066794395447,0.5852230787277222,13,6266.0,-0.17609870433807373,-5,9897.0
100,0.26875972747802734,0.7844550609588623,10,6266.0,-0.5651348233222961,-14,9897.0
110,0.26866260170936584,0.8773055672645569,15,6266.0,-1.168674111366272,-22,9897.0
120,0.2685732841491699,0.9342402815818787,17,6266.0,-1.0182740688323975,-14,9897.0
130,0.26848527789115906,0.4917159080505371,7,6266.0,-1.3625643253326416,-27,9897.0
140,0.2693178653717041,0.612563967704773,7,6266.0,-1.8166532516479492,-33,9897.0
150,0.26927319169044495,-0.02622232958674431,-4,6266.0,-2.0830461978912354,-29,9897.0
160,0.26922446489334106,-0.8178474307060242,-16,6266.0,-2.4499807357788086,-35,9897.0
170,0.2691740393638611,-0.9271766543388367,-23,6266.0,-2.725461959838867,-52,9897.0
180,0.2694043815135956,-0.8107845783233643,-5,6266.0,-4.548584461212158,-97,9897.0
190,0.26943105459213257,-0.22070226073265076,14,6266.0,-10.373353004455566,-192,9897.0
200,0.2695469856262207,0.5767823457717896,38,6266.0,-16.72574234008789,-339,9897.0
210,0.2695767283439636,4.532337188720703,54,6266.0,-32.883995056152344,-595,9897.0
220,0.2693614959716797,5.240662574768066,64,6266.0,-51.58612823486328,-928,9897.0
230,0.26958900690078735,5.455509662628174,82,6266.0,-70.51447296142578,-1237,9897.0
240,0.269809752702713,5.994539737701416,61,6266.0,-93.67747497558594,-1563,9897.0
250,0.26960670948028564,6.249715805053711,106,6266.0,-108.84015655517578,-1853,9897.0
260,0.26990631222724915,2.8543777465820312,68,6266.0,-121.1996078491211,-2109,9897.0
270,0.27024415135383606,1.8520042896270752,14,6266.0,-128.1624298095703,-2141,9897.0
280,0.2694377303123474,0.9138661623001099,-79,6266.0,-132.20645141601562,-2026,9897.0
290,0.2682563066482544,0.19760069251060486,45,6266.0,-116.98332214355469,-1833,9897.0
300,0.26977044343948364,1.4902011156082153,3,6266.0,-99.93749237060547,-1428,9897.0
310,0.2701703608036041,0.6288156509399414,20,6266.0,-74.88874053955078,-998,9897.0
320,0.2688450813293457,2.1715807914733887,110,6266.0,-46.25619125366211,-629,9897.0
330,0.26949459314346313,4.981717586517334,115,6266.0,-18.26003646850586,-275,9897.0
340,0.2699321210384369,5.534729957580566,162,6266.0,6.827818393707275,107,9897.0
350,0.26970067620277405,10.697721481323242,106,6266.0,28.477676391601562,607,9897.0
360,0.27044156193733215,6.971615791320801,140,6266.0,41.94773483276367,790,9897.0
370,0.2703428268432617,7.5922088623046875,49,6266.0,44.12965774536133,917,9897.0
380,0.26969292759895325,5.595931529998779,31,6266.0,43.74985122680664,786,9897.0
390,0.2699182331562042,4.449804782867432,-21,6266.0,37.4472541809082,629,9897.0
400,0.27294492721557617,2.971561908721924,-26,6266.0,28.05419921875,492,9897.0
410,0.27297550439834595,0.21647952497005463,-22,6266.0,15.26644229888916,175,9897.0
420,0.272981196641922,-2.6792666912078857,-11,6266.0,2.4488027095794678,-208,9897.0
430,0.2729260325431824,-3.882314443588257,6,6266.0,-10.717576026916504,-501,9897.0
440,0.27341488003730774,-3.037688970565796,71,6266.0,-19.831417083740234,-604,9897.0
450,0.27353399991989136,-2.3891358375549316,69,6266.0,-27.921310424804688,-484,9897.0
460,0.27355602383613586,-2.102654218673706,4,6266.0,-31.919301986694336,-514,9897.0
470,0.27411720156669617,-3.870896816253662,-23,6266.0,-29.195215225219727,-578,9897.0
480,0.27405956387519836,-0.9150891304016113,5,6266.0,-23.794599533081055,-462,9897.0
490,0.2732636630535126,-1.127300500869751,-101,6266.0,-16.58514404296875,-160,9897.0
500,0.27344056963920593,-1.4535020589828491,-113,6266.0,-8.971736907958984,90,9897.0
510,0.2737279236316681,-2.7613399028778076,-70,6266.0,2.667620897293091,238,9897.0
520,0.2740224301815033,-5.6083807945251465,-34,6266.0,16.105722427368164,127,9897.0
