timestamp,kalman.stateZ,acc.z,gyro.x,gyro.y,pm.vbat,baro.asl,baro.pressure
0.00095367431640625,0.04222898185253143,1.0004826784133911,0.11121538281440735,0.09105748683214188,3.8744866847991943,299.0743408203125,981.5918579101562
9.974956512451172,0.04126748442649841,0.9975982904434204,-0.062293291091918945,-0.09826964139938354,3.8692080974578857,299.0743408203125,981.5918579101562
28.070926666259766,0.04355762153863907,0.9983470439910889,-0.005184109788388014,-0.03789715841412544,3.8692080974578857,299.025146484375,981.597412109375
34.39593315124512,0.04178950935602188,0.9981418251991272,0.07462778687477112,0.3184632658958435,3.8744866847991943,299.025146484375,981.597412109375
40.89188575744629,0.05149887874722481,1.000349521636963,-0.05853690207004547,-0.018318526446819305,3.8692080974578857,299.0306091308594,981.5966186523438
50.868988037109375,0.05243459343910217,1.0017223358154297,-0.301859050989151,0.35350659489631653,3.747800588607788,299.0306091308594,981.5966186523438
60.03308296203613,0.05367327481508255,1.0076143741607666,0.5824682116508484,-0.9290023446083069,3.747800588607788,299.0688781738281,981.5922241210938
71.44904136657715,0.0572766549885273,0.9991322159767151,-0.9854348301887512,1.3866522312164307,3.4310851097106934,299.0688781738281,981.5922241210938
80.37304878234863,0.059528399258852005,0.9955633878707886,2.323225736618042,-1.9846022129058838,3.4152493476867676,299.0743408203125,981.591552734375
90.27981758117676,0.06208735704421997,1.011324405670166,2.4847166538238525,-0.2953588664531708,3.383577823638916,299.0743408203125,981.591552734375
99.9600887298584,0.044511497020721436,1.0037339925765991,2.076718807220459,-0.64817214012146,3.394134998321533,299.0798034667969,981.5909423828125
109.8489761352539,0.04473477602005005,0.9987411499023438,-0.39280107617378235,-0.7455732822418213,3.420527935028076,299.0798034667969,981.5909423828125
119.873046875,0.04546560347080231,0.999218225479126,-0.612451434135437,-1.4823105335235596,3.420527935028076,299.06341552734375,981.5927734375
130.42879104614258,0.045890264213085175,1.0071970224380493,-0.7054837942123413,-1.128948450088501,3.4310851097106934,299.06341552734375,981.5927734375
148.12183380126953,0.05404737591743469,0.9791682958602905,-0.11094878613948822,-2.3269424438476562,3.4310851097106934,298.915771484375,981.6097412109375
154.07896041870117,0.0557062067091465,0.9920620918273926,-0.01184973306953907,0.14312785863876343,3.4574780464172363,298.915771484375,981.6097412109375
160.9327793121338,0.05835890769958496,1.0283786058425903,-0.312011182308197,-1.7566457986831665,3.4521994590759277,298.7790832519531,981.624755859375
171.02289199829102,0.060305241495370865,1.021270751953125,0.32437190413475037,-0.5662126541137695,3.4838709831237793,298.7790832519531,981.624755859375
181.0920238494873,0.06224708631634712,1.0015804767608643,0.013080708682537079,0.1261768490076065,3.4838709831237793,298.5658264160156,981.6487426757812
190.3700828552246,0.0636964663863182,0.9899070262908936,1.3159809112548828,-2.8519182205200195,3.5102639198303223,298.5658264160156,981.6487426757812
200.55890083312988,0.04749693349003792,0.9859488010406494,-0.05970164015889168,-0.5154460072517395,3.5313782691955566,298.3799133300781,981.669189453125
210.554838180542,0.047955472022295,1.0039253234863281,-1.1246743202209473,0.9533104300498962,3.5472142696380615,298.3799133300781,981.669189453125
221.052885055542,0.04923668131232262,1.0843769311904907,0.5594065189361572,-3.291826009750366,3.5630500316619873,298.254150390625,981.68359375
231.30297660827637,0.05175212770700455,0.9956513047218323,3.4220352172851562,-1.4251604080200195,3.541935443878174,298.254150390625,981.68359375
241.05596542358398,0.05236080661416054,0.9977456331253052,0.3190429210662842,-0.5953253507614136,3.541935443878174,298.1119689941406,981.69921875
251.70087814331055,0.052951667457818985,0.9560521841049194,-0.13233619928359985,-2.8092238903045654,3.541935443878174,298.1119689941406,981.69921875
261.0030174255371,0.05312144011259079,0.9775152802467346,-0.090652234852314,-0.6435505151748657,3.55249285697937,297.88232421875,981.7247924804688
277.44102478027344,0.050579704344272614,1.0125529766082764,-3.45609974861145,2.7789950370788574,3.541935443878174,297.88232421875,981.7247924804688
284.38401222229004,0.04770514741539955,1.0266163349151611,5.269205093383789,-2.6071548461914062,3.541935443878174,297.74560546875,981.7403564453125
290.80986976623535,0.054777227342128754,1.0312790870666504,7.781437873840332,-4.845219612121582,3.541935443878174,297.74560546875,981.7403564453125
299.78394508361816,0.04066042602062225,0.99831622838974,7.202794075012207,-8.365297317504883,3.541935443878174,297.537841796875,981.7632446289062
310.05382537841797,0.03770145773887634,0.9779102802276611,-2.2670915126800537,0.6974225640296936,3.5366568565368652,297.537841796875,981.7632446289062
320.422887802124,0.0408584363758564,1.0117062330245972,3.004927635192871,10.893054962158203,3.5472142696380615,297.47222900390625,981.7706298828125
330.3637504577637,0.04084025323390961,1.018886923789978,14.159560203552246,9.643290519714355,3.526099681854248,297.47222900390625,981.7706298828125
340.58594703674316,0.03773947060108185,1.047386646270752,13.152256965637207,-1.1444897651672363,3.5208210945129395,297.5706481933594,981.759521484375
350.618839263916,0.02572459727525711,1.038888931274414,17.87626838684082,-8.38516902923584,3.5208210945129395,297.5706481933594,981.759521484375
360.3787422180176,0.023022735491394997,1.0147757530212402,26.045015335083008,-0.8421328067779541,3.5208210945129395,297.3847351074219,981.7804565429688
370.9890842437744,0.016928300261497498,1.0637673139572144,26.584680557250977,9.198039054870605,3.499706745147705,297.3847351074219,981.7804565429688
380.22398948669434,0.010705679655075073,1.1066383123397827,27.461273193359375,9.91592788696289,3.473313808441162,297.3245849609375,981.787109375
390.017032623291,-0.011862333863973618,1.14190673828125,39.21651840209961,7.751040458679199,3.462756633758545,297.3245849609375,981.787109375
