12164b?I??1,411.3281,868.1014
288147845,2.0059,3823.2422,7669.0874
288147884,2.0323,3833.0078,7789.8438
288147923,2.1907,3803.7109,8332.6650
288147962,2.2171,3798.8281,8422.2334
288148002,2.1907,3793.9453,8311.2715
288148042,2.2171,3764.6484,8346.4541
288148081,2.1907,3798.8281,8321.9678
288148121,2.1643,3828.1250,8285.1104
288148160,2.0587,3818.3594,7860.8540
288148200,2.0851,3818.3594,7961.6343
288148240,2.0587,3813.4766,7850.8018
288148279,2.0851,3818.3594,7961.6343
288148319,2.1115,3828.1250,8083.0342
288148358,2.1379,3798.8281,8121.4390
288148398,2.1643,3818.3594,8263.9746
288148436,2.2698,3789.0625,8600.5957
288148476,2.1907,3803.7109,8332.6650
288148516,2.1907,3754.8828,8225.6982
288148555,2.1379,3803.7109,8131.8779
288148595,2.1115,3808.5938,8041.7939
288148634,2.0851,3808.5938,7941.2725
288148674,2.1115,3808.5938,8041.7939
288148714,2.2435,3784.1797,8489.6348
288148753,2.2171,3823.2422,8476.3604
288148793,2.1643,3789.0625,8200.5684
288148832,2.1379,3813.4766,8152.7554
288148872,2.1907,3789.0625,8300.5752
288148912,2.1643,3789.0625,8200.5684
288148951,2.0851,3813.4766,7951.4531
288148990,2.2171,3823.2422,8476.3604
288149029,2.1379,3818.3594,8163.1943
288149069,2.1379,3779.2969,8079.6836
288149109,2.1115,3823.2422,8072.7241
288149148,2.1379,3798.8281,8121.4390
288149188,2.2435,3813.4766,8555.3613
288149227,2.3490,3793.9453,8912.0869
288149267,2.2962,3774.4141,8666.9658
288149307,2.2171,3813.4766,8454.7090
288149346,2.1907,3769.5313,8257.7881
288149386,2.1115,3813.4766,8052.1040
288149425,2.1115,3784.1797,7990.2441
288149465,2.1115,3823.2422,8072.7241
288149505,2.1115,3798.8281,8021.1738
288149543,2.2171,3803.7109,8433.0586
288149583,2.1115,3813.4766,8052.1040
288149622,2.1115,3823.2422,8072.7241
288149662,2.2171,3823.2422,8476.3604
288149701,2.1115,3803.7109,8031.4839
288149741,2.2171,3828.1250,8487.1855
288149781,2.2171,3789.0625,8400.5820
288149820,2.1907,3818.3594,8364.7549
288149860,2.1907,3793.9453,8311.2715
288149899,2.2171,3798.8281,8422.2334
288149939,2.1643,3813.4766,8253.4072
288149979,2.2435,3813.4766,8555.3613
288150018,2.1379,3823.2422,8173.6333
288150057,2.2435,3793.9453,8511.5439
288150096,2.1379,3823.2422,8173.6333
288150136,2.1643,3793.9453,8211.1357
288150176,2.1379,3823.2422,8173.6333
288150215,2.0587,3793.9453,7810.5928
288150255,2.1115,3789.0625,8000.5542
288150294,2.2171,3813.4766,8454.7090
288150334,2.2171,3793.9453,8411.4072
288150374,2.1643,3881.8359,8401.3555
288150413,2.1643,3789.0625,8200.5684
288150453,2.0323,3842.7734,7809.6904
288150492,2.0587,3808.5938,7840.7495
288150532,2.0587,3818.3594,7860.8540
288150572,2.0851,3813.4766,7951.4531
288150610,2.0851,3798.8281,7920.9102
288150650,2.1379,3789.0625,8100.5610
288150689,2.2962,3779.2969,8678.1787
288150729,2.1907,3813.4766,8354.0576
288150769,2.1907,3793.9453,8311.2715
288150808,2.2435,3823.2422,8577.2695
288150848,2.1379,3798.8281,8121.4390
288150887,2.0851,3813.4766,7951.4531
288150927,2.1379,3808.5938,8142.3169
288150966,2.0851,3676.7578,7666.3818
288151006,2.1643,3833.0078,8295.6777
288151046,2.2698,3803.7109,8633.8447
288151085,2.1379,3828.1250,8184.0723
288151124,2.2171,3789.0625,8400.5820
288151163,2.2171,3803.7109,8433.0586
288151203,2.1907,3793.9453,8311.2715
288151243,2.1643,3808.5938,8242.8398
288151282,2.0851,3808.5938,7941.2725
288151322,2.1643,3813.4766,8253.4072
288151361,2.1379,3833.0078,8194.5107
288151401,2.1379,3793.9453,8111.0000
288151441,2.2698,3823.2422,8678.1777
288151480,2.2171,3793.9453,8411.4072
288151520,2.2698,3793.9453,8611.6787
288151559,2.2435,3789.0625,8500.5889
288151599,2.1907,3784.1797,8289.8779
288151639,2.2962,3798.8281,8723.0273
288151677,2.1907,3784.1797,8289.8779
288151717,2.2171,3823.2422,8476.3604
288151756,2.1643,3784.1797,8190.0005
288151796,2.1643,3818.3594,8263.9746
288151836,2.1907,3798.8281,8321.9678
288151875,2.1115,3803.7109,8031.4839
288151915,2.1115,3798.8281,8021.1738
288151954,2.2171,3789.0625,8400.5820
288151994,2.1379,3813.4766,8152.7554
288152034,2.1643,3823.2422,8274.5430
288152073,2.1115,3813.4766,8052.1040
288152113,2.1379,3793.9453,8111.0000
288152152,2.1115,3828.1250,8083.0342
288152192,2.1379,3808.5938,8142.3169
288152230,2.0323,3857.4219,7839.4604
288152270,2.1115,3803.7109,8031.4839
288152310,2.1115,3803.7109,8031.4839
288152349,2.2962,3808.5938,8745.4512
288152389,2.3754,3789.0625,9000.6230
288152428,2.2962,3803.7109,8734.2393
288152468,2.2435,3774.4141,8467.7256
288152508,2.1643,3808.5938,8242.8398
288152547,2.1379,3789.0625,8100.5610
288152587,2.1643,3823.2422,8274.5430
288152626,2.2171,3808.5938,8443.8838
288152666,2.1379,3789.0625,8100.5610
288152706,2.2698,3813.4766,8656.0117
288152744,2.1643,3789.0625,8200.5684
288152784,2.0851,3818.3594,7961.6343
288152823,2.1115,3740.2344,7897.4541
288152863,2.0851,3837.8906,8002.3589
288152903,2.1379,3793.9453,8111.0000
288152942,2.1643,3803.7109,8232.2715
288152982,2.3754,3784.1797,8989.0244
288153021,2.2171,3793.9453,8411.4072
288153061,2.2435,3798.8281,8522.4980
288153101,2.3754,3774.4141,8965.8271
288153140,2.1907,3813.4766,8354.0576
288153180,2.2171,3784.1797,8389.7568
288153219,2.1115,3808.5938,8041.7939
288153259,2.1115,3808.5938,8041.7939
288153298,2.1115,3823.2422,8072.7241
288153337,2.1379,3789.0625,8100.5610
288153377,2.0059,3789.0625,7600.5264
288153416,2.0851,3818.3594,7961.6343
288153456,2.2171,3784.1797,8389.7568
288153495,2.1907,3798.8281,8321.9678
288153535,2.1643,3779.2969,8179.4331
288153575,2.2698,3842.7734,8722.5107
288153614,2.2171,3803.7109,8433.0586
288153654,2.2171,3793.9453,8411.4072
288153693,2.2171,3808.5938,8443.8838
288153733,2.1907,3798.8281,8321.9678
288153773,2.1379,3828.1250,8184.0723
288153811,2.1907,3808.5938,8343.3613
288153851,2.0323,3818.3594,7760.0737
288153890,2.0323,3818.3594,7760.0737
288153930,2.1379,3823.2422,8173.6333
288153970,2.1115,3828.1250,8083.0342
288154009,2.1115,3793.9453,8010.8643
288154049,2.2698,3818.3594,8667.0947
288154088,2.2435,3754.8828,8423.9082
288154128,2.2698,3808.5938,8644.9287
288154168,2.2435,3774.4141,8467.7256
288154207,2.1907,3793.9453,8311.2715
288154247,2.1907,3793.9453,8311.2715
288154286,2.2435,3779.2969,8478.6807
288154326,2.1379,3813.4766,8152.7554
288154365,2.1907,3784.1797,8289.8779
288154404,2.2435,3813.4766,8555.3613
288154444,2.2171,3793.9453,8411.4072
288154483,2.2435,3808.5938,8544.4063
288154523,2.1643,3798.8281,8221.7041
288154563,2.1907,3808.5938,8343.3613
288154602,2.0851,3828.1250,7981.9966
288154642,2.0587,3808.5938,7840.7495
288154681,2.2171,3920.8984,8692.8701
288154721,2.1643,3779.2969,8179.4331
288154760,2.1379,3813.4766,8152.7554
288154800,2.1907,3779.2969,8279.1816
288154840,2.1643,3789.0625,8200.5684
288154878,2.1643,3784.1797,8190.0005
288154918,2.3226,3784.1797,8789.2686
288154957,2.3226,3803.7109,8834.6328
288154997,2.3226,3784.1797,8789.2686
288155037,2.1643,3808.5938,8242.8398
288155076,2.2962,3793.9453,8711.8145
288155116,2.2171,3823.2422,8476.3604
288155155,2.1379,3793.9453,8111.0000
288155195,2.1379,3793.9453,8111.0000
288155235,2.2171,3808.5938,8443.8838
288155274,2.1379,3808.5938,8142.3169
288155314,2.1643,3803.7109,8232.2715
288155353,2.1643,3793.9453,8211.1357
288155393,2.1907,3808.5938,8343.3613
288155432,2.1907,3784.1797,8289.8779
288155471,2.1907,3813.4766,8354.0576
288155511,2.1907,3789.0625,8300.5752
288155550,2.1115,3798.8281,8021.1738
288155590,2.1907,3808.5938,8343.3613
288155630,2.2698,3793.9453,8611.6787
288155669,2.2435,3808.5938,8544.4063
288155709,2.2435,3759.7656,8434.8633
288155748,2.2698,3847.6563,8733.5947
288155788,2.1907,3798.8281,8321.9678
288155828,2.2171,3828.1250,8487.1855
288155867,2.0323,3818.3594,7760.0737
288155907,1.9531,3808.5938,7438.6597
288155945,2.0059,3813.4766,7649.4985
288155985,2.0587,3798.8281,7820.6450
288156024,2.2698,3823.2422,8678.1777
288156064,2.1379,3789.0625,8100.5610
288156104,2.1643,3833.0078,8295.6777
288156143,2.1907,3784.1797,8289.8779
288156183,2.3226,3808.5938,8845.9736
288156222,2.2171,3798.8281,8422.2334
288156262,2.1907,3779.2969,8279.1816
288156302,2.1643,3818.3594,8263.9746
288156341,2.1115,3803.7109,8031.4839
288156381,2.2171,3823.2422,8476.3604
288156420,2.1643,3793.9453,8211.1357
288156460,2.2435,3823.2422,8577.2695
288156499,2.2435,3789.0625,8500.5889
288156538,2.1907,3745.1172,8204.3057
288156578,2.1379,3818.3594,8163.1943
288156617,2.0323,3803.7109,7730.3037
288156657,2.1643,3837.8906,8306.2461
288156697,2.1115,3798.8281,8021.1738
288156736,2.1643,3823.2422,8274.5430
288156776,2.1907,3774.4141,8268.4854
288156815,2.2171,3823.2422,8476.3604
288156855,2.2435,3798.8281,8522.4980
288156895,2.2698,3798.8281,8622.7617
288156934,2.4018,3784.1797,9088.9033
288156974,2.3226,3793.9453,8811.9512
288157012,2.1907,3803.7109,8332.6650
288157052,2.1379,3798.8281,8121.4390
288157092,2.1379,3784.1797,8090.1226
288157131,2.1643,3803.7109,8232.2715
288157171,2.1115,3823.2422,8072.7241
288157210,2.1643,3789.0625,8200.5684
288157250,2.1643,3784.1797,8190.0005
288157289,2.1643,3696.2891,7999.7813
288157329,2.1115,3789.0625,8000.5542
288157369,2.1379,3823.2422,8173.6333
288157408,2.1907,3793.9453,8311.2715
288157448,2.1379,3818.3594,8163.1943
288157487,2.1643,3779.2969,8179.4331
288157527,2.1907,3813.4766,8354.0576
288157566,2.1907,3798.8281,8321.9678
288157605,2.0851,3798.8281,7920.9102
288157645,2.1115,3813.4766,8052.1040
288157684,2.1643,3798.8281,8221.7041
288157724,2.1115,3833.0078,8093.3442
288157764,2.1643,3803.7109,8232.2715
288157803,2.1115,3813.4766,8052.1040
288157843,2.1907,3789.0625,8300.5752
288157882,2.1643,3808.5938,8242.8398
288157922,2.1907,3803.7109,8332.6650
288157962,2.1115,3803.7109,8031.4839
288158001,2.0851,3823.2422,7971.8154
288158041,2.0587,3793.9453,7810.5928
288158080,2.1115,3833.0078,8093.3442
288158119,2.1379,3784.1797,8090.1226
288158159,2.2171,3803.7109,8433.0586
288158198,2.1643,3793.9453,8211.1357
288158238,2.2698,3808.5938,8644.9287
288158277,2.1907,3793.9453,8311.2715
288158317,2.1115,3798.8281,8021.1738
288158357,2.1643,3784.1797,8190.0005
288158396,2.2698,3730.4688,8467.5967
288158436,2.2435,3818.3594,8566.3154
288158475,2.2171,3784.1797,8389.7568
288158515,2.1379,3803.7109,8131.8779
288158554,2.1379,3789.0625,8100.5610
288158594,2.3490,3798.8281,8923.5566
288158633,2.1907,3813.4766,8354.0576
288158672,2.1907,3813.4766,8354.0576
288158712,2.1115,3823.2422,8072.7241
288158751,2.2171,3808.5938,8443.8838
288158791,2.2435,3808.5938,8544.4063
288158831,2.1907,3784.1797,8289.8779
288158870,2.2435,3818.3594,8566.3154
288158910,2.1643,3769.5313,8158.2974
288158949,2.0851,4003.9063,8348.5166
288158989,2.1115,3803.7109,8031.4839
288159029,2.0059,3818.3594,7659.2930
288159068,2.0851,3818.3594,7961.6343
288159108,2.0851,3808.5938,7941.2725
288159147,2.1379,3789.0625,8100.5610
288159186,2.1907,3779.2969,8279.1816
288159226,2.2171,3823.2422,8476.3604
288159265,2.1643,3793.9453,8211.1357
288159305,2.2171,3803.7109,8433.0586
288159344,2.2962,3784.1797,8689.3906
288159384,2.1907,3808.5938,8343.3613
288159424,2.1115,3823.2422,8072.7241
288159463,2.1379,3789.0625,8100.5610
288159503,2.2698,3833.0078,8700.3447
288159542,2.1379,3793.9453,8111.0000
288159582,2.1115,3828.1250,8083.0342
288159622,2.1643,3813.4766,8253.4072
288159661,2.2171,3793.9453,8411.4072
288159700,2.0587,3793.9453,7810.5928
288159739,2.1115,3852.5391,8134.5840
288159779,2.0587,3823.2422,7870.9063
288159818,2.1115,3789.0625,8000.5542
288159858,2.1115,3818.3594,8062.4141
288159898,2.0851,3784.1797,7890.3667
288159937,2.2698,3818.3594,8667.0947
288159977,2.2962,3784.1797,8689.3906
288160016,2.2171,3803.7109,8433.0586
288160056,2.2698,3789.0625,8600.5957
288160096,2.1643,3798.8281,8221.7041
288160135,2.1643,3803.7109,8232.2715
288160175,2.0851,3774.4141,7870.0044
288160214,2.1379,3828.1250,8184.0723
288160253,2.1115,3872.0703,8175.8237
288160293,2.0587,3828.1250,7880.9585
288160332,2.1379,3769.5313,8058.8057
288160372,2.1379,3818.3594,8163.1943
288160411,2.2171,3789.0625,8400.5820
288160451,2.1907,3808.5938,8343.3613
288160491,2.1907,3803.7109,8332.6650
288160530,2.1379,3798.8281,8121.4390
288160570,2.1115,3813.4766,8052.1040
288160609,2.1379,3789.0625,8100.5610
288160649,2.1379,3823.2422,8173.6333
288160689,2.0851,3798.8281,7920.9102
288160728,2.2171,3837.8906,8508.8369
288160768,2.0851,3789.0625,7900.5479
288160806,2.1115,3720.7031,7856.2144
288160846,2.0587,3803.7109,7830.6973
288160886,2.2171,3808.5938,8443.8838
288160925,2.2171,3789.0625,8400.5820
288160965,2.2435,3779.2969,8478.6807
288161004,2.2962,3833.0078,8801.5117
288161044,2.2962,3754.8828,8622.1182
288161083,2.2698,3798.8281,8622.7617
288161123,2.1907,3779.2969,8279.1816
288161163,2.2698,3808.5938,8644.9287
288161202,2.1115,3823.2422,8072.7241
288161242,2.0323,3818.3594,7760.0737
288161281,2.0851,3833.0078,7992.1777
288161320,2.0851,3793.9453,7910.7290
288161360,2.1115,3833.0078,8093.3442
288161399,2.1643,3793.9453,8211.1357
288161439,2.1379,3823.2422,8173.6333
288161478,2.1115,3784.1797,7990.2441
288161518,2.1907,3803.7109,8332.6650
288161558,2.2171,3808.5938,8443.8838
288161597,2.1379,3789.0625,8100.5610
288161637,2.0851,3808.5938,7941.2725
288161676,2.1907,3803.7109,8332.6650
288161716,2.0851,3833.0078,7992.1777
288161756,2.1115,3789.0625,8000.5542
288161795,2.0587,3823.2422,7870.9063
288161835,2.1115,3798.8281,8021.1738
288161873,2.2171,3828.1250,8487.1855
288161913,2.2435,3808.5938,8544.4063
288161953,2.1115,3784.1797,7990.2441
288161992,2.1907,3808.5938,8343.3613
288162032,2.2962,3769.5313,8655.7539
288162071,2.3490,3808.5938,8946.4961
288162111,2.1643,3789.0625,8200.5684
288162151,2.2962,3793.9453,8711.8145
288162190,2.1907,3793.9453,8311.2715
288162230,2.1115,3798.8281,8021.1738
288162269,2.1115,3808.5938,8041.7939
288162309,2.0323,3828.1250,7779.9204
288162348,2.1643,3842.7734,8316.8135
288162387,2.1115,3779.2969,7979.9341
288162427,2.1907,3813.4766,8354.0576
288162466,2.2171,3798.8281,8422.2334
288162506,2.0587,3828.1250,7880.9585
288162545,2.1379,3793.9453,8111.0000
288162585,2.0587,3813.4766,7850.8018
288162625,2.0851,3793.9453,7910.7290
288162664,2.0587,3847.6563,7921.1675
288162704,2.2171,3818.3594,8465.5352
288162743,2.1643,3784.1797,8190.0005
288162783,2.2435,3798.8281,8522.4980
288162823,2.2962,3769.5313,8655.7539
288162862,2.2962,3808.5938,8745.4512
288162902,2.3226,3774.4141,8766.5869
288162940,2.2171,3784.1797,8389.7568
288162980,2.2171,3793.9453,8411.4072
288163020,2.1115,3798.8281,8021.1738
288163059,2.0323,3828.1250,7779.9204
288163099,2.0851,3803.7109,7931.0913
288163138,2.1379,3784.1797,8090.1226
288163178,2.2171,3793.9453,8411.4072
288163218,2.1115,3828.1250,8083.0342
288163257,2.0059,3793.9453,7610.3208
288163297,2.1115,3808.5938,8041.7939
288163336,2.1115,3818.3594,8062.4141
288163376,2.1115,3798.8281,8021.1738
288163416,2.2171,3779.2969,8378.9307
288163454,2.1643,3793.9453,8211.1357
288163494,2.1907,3823.2422,8375.4512
288163533,2.2435,3764.6484,8445.8174
288163573,2.2698,3798.8281,8622.7617
288163612,2.3226,3789.0625,8800.6094
288163652,2.1379,3779.2969,8079.6836
288163692,2.1379,3808.5938,8142.3169
288163731,2.1115,3798.8281,8021.1738
288163771,2.1115,3828.1250,8083.0342
288163810,2.2435,3784.1797,8489.6348
288163850,2.2171,3813.4766,8454.7090
288163890,2.1379,3784.1797,8090.1226
288163929,2.1907,3784.1797,8289.8779
288163969,2.2171,3789.0625,8400.5820
288164007,2.1907,3793.9453,8311.2715
288164047,2.1907,3803.7109,8332.6650
288164087,2.1115,3793.9453,8010.8643
288164126,2.1907,3833.0078,8396.8447
288164166,2.1907,3798.8281,8321.9678
288164205,2.1379,3837.8906,8204.9502
288164245,2.0851,3784.1797,7890.3667
288164285,2.1379,3808.5938,8142.3169
288164324,2.1907,3793.9453,8311.2715
288164364,2.1115,3793.9453,8010.8643
288164403,2.1379,3803.7109,8131.8779
288164443,2.1379,3789.0625,8100.5610
288164483,2.1115,3813.4766,8052.1040
288164521,2.2435,3793.9453,8511.5439
288164561,2.2962,3808.5938,8745.4512
288164600,2.1115,3789.0625,8000.5542
288164640,2.2171,3818.3594,8465.5352
288164680,2.1907,3798.8281,8321.9678
288164719,2.2171,3808.5938,8443.8838
288164759,2.2171,3808.5938,8443.8838
288164798,2.1643,3769.5313,8158.2974
288164838,2.1379,3813.4766,8152.7554
288164877,2.1115,3808.5938,8041.7939
288164917,2.1379,3833.0078,8194.5107
288164957,2.1115,3793.9453,8010.8643
288164996,2.1115,3818.3594,8062.4141
288165036,2.2435,3789.0625,8500.5889
288165074,2.1643,3808.5938,8242.8398
288165114,2.1643,3793.9453,8211.1357
288165154,2.1643,3798.8281,8221.7041
288165193,2.2171,3798.8281,8422.2334
288165233,2.2698,3784.1797,8589.5117
288165272,2.3226,3803.7109,8834.6328
288165312,2.1907,3769.5313,8257.7881
288165352,2.1907,3784.1797,8289.8779
288165391,2.2171,3774.4141,8368.1055
288165431,2.3226,3779.2969,8777.9277
288165470,2.3490,3808.5938,8946.4961
288165510,2.2435,3789.0625,8500.5889
288165550,2.2171,3813.4766,8454.7090
288165588,2.1643,3789.0625,8200.5684
288165628,2.1643,3818.3594,8263.9746
288165667,2.2435,3789.0625,8500.5889
288165707,2.1643,3808.5938,8242.8398
288165747,2.2435,3784.1797,8489.6348
288165786,2.2962,3789.0625,8700.6025
288165826,2.1379,3803.7109,8131.8779
288165865,2.1379,3793.9453,8111.0000
288165905,2.0851,3823.2422,7971.8154
288165945,2.2171,3818.3594,8465.5352
288165984,2.1907,3813.4766,8354.0576
288166024,2.2171,3774.4141,8368.1055
288166063,2.1379,3823.2422,8173.6333
288166103,2.1379,3789.0625,8100.5610
288166141,2.1379,3798.8281,8121.4390
288166181,2.1379,3793.9453,8111.0000
288166221,2.1379,3818.3594,8163.1943
288166260,2.2962,3813.4766,8756.6631
288166300,2.1115,3793.9453,8010.8643
288166339,2.1907,3818.3594,8364.7549
288166379,2.2962,3808.5938,8745.4512
288166419,2.1115,3803.7109,8031.4839
288166458,2.1379,3779.2969,8079.6836
288166498,2.1115,3818.3594,8062.4141
288166537,2.1907,3793.9453,8311.2715
288166577,2.2698,3803.7109,8633.8447
288166617,2.1907,3798.8281,8321.9678
288166656,2.2962,3774.4141,8666.9658
288166695,2.1907,3818.3594,8364.7549
288166734,2.1379,3784.1797,8090.1226
288166774,2.1379,3823.2422,8173.6333
288166814,2.1907,3774.4141,8268.4854
288166853,2.2698,3779.2969,8578.4287
288166893,2.2698,3793.9453,8611.6787
288166932,2.1643,3779.2969,8179.4331
288166972,2.2171,3813.4766,8454.7090
288167012,2.1379,3803.7109,8131.8779
288167051,2.1115,3837.8906,8103.6538
288167091,2.0587,3803.7109,7830.6973
288167130,2.1643,3950.1953,8549.3037
288167170,2.1643,3803.7109,8232.2715
288167209,2.1643,3823.2422,8274.5430
288167248,2.1907,3803.7109,8332.6650
288167288,2.1643,3784.1797,8190.0005
288167327,2.2435,3803.7109,8533.4521
288167367,2.2698,3779.2969,8578.4287
288167406,2.2962,3803.7109,8734.2393
288167446,2.1379,3779.2969,8079.6836
288167486,2.2698,3808.5938,8644.9287
288167525,2.1643,3774.4141,8168.8652
288167565,2.2435,3803.7109,8533.4521
288167604,2.1907,3798.8281,8321.9678
288167644,2.1643,3798.8281,8221.7041
288167684,2.0851,3823.2422,7971.8154
288167723,2.0587,3793.9453,7810.5928
288167762,2.0851,3823.2422,7971.8154
288167801,2.1115,3793.9453,8010.8643
288167841,2.1643,3823.2422,8274.5430
288167881,2.2171,3784.1797,8389.7568
288167920,2.1907,3808.5938,8343.3613
288167960,2.1115,3784.1797,7990.2441
288167999,2.2171,3803.7109,8433.0586
288168039,2.1379,3803.7109,8131.8779
288168079,2.1379,3803.7109,8131.8779
288168118,2.1643,3808.5938,8242.8398
288168158,2.1115,3793.9453,8010.8643
288168197,2.3226,3813.4766,8857.3145
288168237,2.2171,3769.5313,8357.2803
288168276,2.1379,3798.8281,8121.4390
288168315,2.1643,3789.0625,8200.5684
288168355,2.1907,3793.9453,8311.2715
288168394,2.2171,3789.0625,8400.5820
288168434,2.2962,3793.9453,8711.8145
288168474,2.2171,3789.0625,8400.5820
288168513,2.0587,3789.0625,7800.5405
288168553,2.1907,3818.3594,8364.7549
288168592,2.1643,3779.2969,8179.4331
288168632,2.1643,3803.7109,8232.2715
288168671,2.1115,3793.9453,8010.8643
288168711,2.1907,3789.0625,8300.5752
288168751,2.1643,3774.4141,8168.8652
288168790,2.2171,3784.1797,8389.7568
288168829,2.1907,3793.9453,8311.2715
288168868,2.2435,3774.4141,8467.7256
288168908,2.3226,3803.7109,8834.6328
288168948,2.2698,3774.4141,8567.3457
288168987,2.2435,3901.3672,8752.5400
288169027,2.2171,3793.9453,8411.4072
288169066,2.1907,3808.5938,8343.3613
288169106,2.0587,3808.5938,7840.7495
288169146,2.0851,3823.2422,7971.8154
288169185,2.1115,3818.3594,8062.4141
288169225,2.1379,3798.8281,8121.4390
288169264,2.1115,3833.0078,8093.3442
288169304,2.1115,3793.9453,8010.8643
288169344,2.1379,3808.5938,8142.3169
288169382,2.1643,3784.1797,8190.0005
288169422,2.2435,3789.0625,8500.5889
288169461,2.2698,3793.9453,8611.6787
288169501,2.2171,3808.5938,8443.8838
288169541,2.2171,3803.7109,8433.0586
288169580,2.1907,3779.2969,8279.1816
288169620,2.1115,3818.3594,8062.4141
288169659,2.1379,3789.0625,8100.5610
288169699,2.0851,3828.1250,7981.9966
288169739,2.0323,3823.2422,7769.9971
288169778,2.0323,3833.0078,7789.8438
288169818,2.1115,3803.7109,8031.4839
288169857,2.2435,3779.2969,8478.6807
288169896,2.2698,3803.7109,8633.8447
288169935,2.2435,3803.7109,8533.4521
288169975,2.2962,3793.9453,8711.8145
288170015,2.2698,3764.6484,8545.1797
288170054,2.1643,3813.4766,8253.4072
288170094,2.2171,3715.8203,8238.1992
288170133,2.1907,3818.3594,8364.7549
288170173,2.0587,3793.9453,7810.5928
288170213,2.0323,3818.3594,7760.0737
288170252,2.1379,3818.3594,8163.1943
288170292,2.1643,3813.4766,8253.4072
288170331,2.1907,3813.4766,8354.0576
288170371,2.1907,3798.8281,8321.9678
288170411,2.0851,3828.1250,7981.9966
288170449,2.1907,3803.7109,8332.6650
288170489,2.1643,3828.1250,8285.1104
288170528,2.1907,3784.1797,8289.8779
288170568,2.3226,3803.7109,8834.6328
288170608,2.4018,3779.2969,9077.1748
288170647,2.2962,3764.6484,8644.5420
288170687,2.4282,3789.0625,9200.6377
288170726,2.2171,3779.2969,8378.9307
288170766,2.1115,3803.7109,8031.4839
288170806,2.0323,3798.8281,7720.3799
288170845,2.1643,3686.5234,7978.6460
288170885,2.1907,3793.9453,8311.2715
288170924,2.2698,3789.0625,8600.5957
288170963,2.0851,3803.7109,7931.0913
288171003,2.1643,3823.2422,8274.5430
288171042,2.1643,3823.2422,8274.5430
288171082,2.1115,3808.5938,8041.7939
288171121,2.1379,3808.5938,8142.3169
288171161,2.1115,3789.0625,8000.5542
288171200,2.1907,3808.5938,8343.3613
288171240,2.2435,3793.9453,8511.5439
288171280,2.1379,3823.2422,8173.6333
288171319,2.1643,3798.8281,8221.7041
288171359,2.0851,3789.0625,7900.5479
288171398,2.1907,3818.3594,8364.7549
288171438,2.2171,3779.2969,8378.9307
288171478,2.1643,3798.8281,8221.7041
288171516,2.1115,3784.1797,7990.2441
288171556,2.1907,3798.8281,8321.9678
288171595,2.2698,3774.4141,8567.3457
288171635,2.1643,3813.4766,8253.4072
288171675,2.2171,3789.0625,8400.5820
288171714,2.2171,3798.8281,8422.2334
288171754,2.2171,3813.4766,8454.7090
288171793,2.2435,3793.9453,8511.5439
288171833,2.1907,3833.0078,8396.8447
288171873,2.0323,3789.0625,7700.5332
288171912,2.1643,3828.1250,8285.1104
288171952,2.1643,3862.3047,8359.0850
288171991,2.1907,3813.4766,8354.0576
288172030,2.1115,3813.4766,8052.1040
288172070,2.1115,3803.7109,8031.4839
288172109,2.2435,3823.2422,8577.2695
288172149,2.2435,3774.4141,8467.7256
288172188,2.3226,3808.5938,8845.9736
288172228,2.2435,3774.4141,8467.7256
288172268,2.2962,3662.1094,8409.0879
288172307,2.3754,3769.5313,8954.2285
288172347,2.2698,3798.8281,8622.7617
288172386,2.1907,3774.4141,8268.4854
288172426,2.2698,3789.0625,8600.5957
288172465,2.2435,3813.4766,8555.3613
288172505,2.2698,3793.9453,8611.6787
288172545,2.2435,3813.4766,8555.3613
288172583,2.1643,3784.1797,8190.0005
288172623,2.0587,3823.2422,7870.9063
288172662,2.0587,3803.7109,7830.6973
288172702,2.1907,3813.4766,8354.0576
288172742,2.0587,3798.8281,7820.6450
288172781,2.1115,3798.8281,8021.1738
288172821,2.1379,3803.7109,8131.8779
288172860,2.2171,3808.5938,8443.8838
288172900,2.1379,3818.3594,8163.1943
288172940,2.1643,3774.4141,8168.8652
288172979,2.1907,3823.2422,8375.4512
288173019,2.2698,3818.3594,8667.0947
288173058,2.1379,3808.5938,8142.3169
288173097,2.2171,3784.1797,8389.7568
288173137,2.1907,3793.9453,8311.2715
288173176,2.2171,3789.0625,8400.5820
288173216,2.2171,3833.0078,8498.0117
288173255,2.1643,3813.4766,8253.4072
288173295,2.2171,3789.0625,8400.5820
288173335,2.1115,3803.7109,8031.4839
288173374,2.2435,3784.1797,8489.6348
288173414,2.1643,3808.5938,8242.8398
288173453,2.2435,3793.9453,8511.5439
288173493,2.1643,3803.7109,8232.2715
288173533,2.2171,3813.4766,8454.7090
288173572,2.2435,3774.4141,8467.7256
288173612,2.1907,3798.8281,8321.9678
288173650,2.1643,3784.1797,8190.0005
288173690,2.2435,3813.4766,8555.3613
288173729,2.2435,3784.1797,8489.6348
288173769,2.2962,3818.3594,8767.8750
288173809,2.2435,3710.9375,8325.3193
288173848,2.2435,3803.7109,8533.4521
288173888,2.2171,3803.7109,8433.0586
288173927,2.2435,3803.7109,8533.4521
288173967,2.1643,3818.3594,8263.9746
288174007,2.1379,3803.7109,8131.8779
288174046,2.1115,3823.2422,8072.7241
288174086,2.1907,3784.1797,8289.8779
