11,4042)?88,53????j98608359,0.2639,4033.2031,1064.5067
98608397,0.1848,4033.2031,745.1547
98608435,0.2111,4023.4375,849.5434
98608473,0.2111,4038.0859,852.6364
98608509,0.2639,4038.0859,1065.7954
98608548,0.2111,4038.0859,852.6364
98608585,0.3167,4038.0859,1278.9545
98608624,0.2639,4033.2031,1064.5067
98608662,0.3695,4033.2031,1490.3094
98608701,0.1848,4038.0859,746.0569
98608739,0.2375,4038.0859,959.2159
98608776,0.2111,4033.2031,851.6054
98608814,0.2375,4033.2031,958.0560
98608850,0.1320,4038.0859,532.8977
98608888,0.1848,4033.2031,745.1547
98608925,0.2375,4028.3203,956.8962
98608963,0.2111,4033.2031,851.6054
98609001,0.2111,4038.0859,852.6364
98609038,0.2111,4033.2031,851.6054
98609076,0.1848,4033.2031,745.1547
98609113,0.2375,4042.9688,960.3758
98609150,0.1848,4033.2031,745.1547
98609187,0.2639,4028.3203,1063.2180
98609226,0.1584,4038.0859,639.4772
98609263,0.1320,4033.2031,532.2534
98609301,0.2111,4013.6719,847.4814
98609339,0.1848,4018.5547,742.4484
98609376,0.2111,4038.0859,852.6364
98609414,0.2639,4028.3203,1063.2180
98609452,0.2111,4038.0859,852.6364
98609489,0.1584,4038.0859,639.4772
98609526,0.1848,4023.4375,743.3505
98609564,0.2639,4023.4375,1061.9292
98609603,0.1848,4038.0859,746.0569
98609640,0.1848,4028.3203,744.2526
98609678,0.2903,4033.2031,1170.9574
98609716,0.2111,4033.2031,851.6054
98609754,0.1584,4038.0859,639.4772
98609790,0.1848,4042.9688,746.9590
98609828,0.2903,4033.2031,1170.9574
98609867,0.1584,4028.3203,637.9308
98609904,0.1848,4033.2031,745.1547
98609942,0.2639,4033.2031,1064.5067
98609980,0.1584,4038.0859,639.4772
98610018,0.3431,4038.0859,1385.5342
98610056,0.3167,4033.2031,1277.4081
98610095,0.1848,4028.3203,744.2526
98610132,0.2375,4038.0859,959.2159
98610169,0.2111,4038.0859,852.6364
98610207,0.2111,4042.9688,853.6674
98610244,0.2375,4038.0859,959.2159
98610282,0.1584,4018.5547,636.3843
98610319,0.2111,4038.0859,852.6364
98610357,0.1584,4042.9688,640.2505
98610394,0.1584,4038.0859,639.4772
98610432,0.1848,4038.0859,746.0569
98610469,0.2639,4038.0859,1065.7954
98610507,0.3167,4038.0859,1278.9545
98610546,0.2111,4028.3203,850.5744
98610583,0.2111,4042.9688,853.6674
98610621,0.1584,4038.0859,639.4772
98610658,0.3167,4038.0859,1278.9545
98610697,0.2639,4038.0859,1065.7954
98610736,0.2375,4033.2031,958.0560
98610772,0.2375,4038.0859,959.2159
98610810,0.2375,4018.5547,954.5764
98610847,0.2111,4033.2031,851.6054
98610885,0.2111,4038.0859,852.6364
98610922,0.1320,4038.0859,532.8977
98610960,0.2111,4033.2031,851.6054
98610998,0.1848,4018.5547,742.4484
98611035,0.1848,4038.0859,746.0569
98611073,0.1848,4038.0859,746.0569
98611109,0.1848,4033.2031,745.1547
98611147,0.1584,4038.0859,639.4772
98611184,0.2111,4042.9688,853.6674
98611222,0.2111,4038.0859,852.6364
98611259,0.2375,4038.0859,959.2159
98611297,0.2111,4033.2031,851.6054
98611335,0.2639,4042.9688,1067.0842
98611373,0.2375,4033.2031,958.0560
98611410,0.1848,4028.3203,744.2526
98611447,0.1848,4047.8516,747.8611
98611485,0.2639,4038.0859,1065.7954
98611523,0.2375,4038.0859,959.2159
98611561,0.3695,4038.0859,1492.1138
98611600,0.2111,4042.9688,853.6674
98611637,0.2111,4038.0859,852.6364
98611675,0.1584,4038.0859,639.4772
98611712,0.1848,4033.2031,745.1547
98611749,0.2375,4033.2031,958.0560
98611786,0.2111,4028.3203,850.5744
98611824,0.1584,4042.9688,640.2505
98611861,0.2375,4033.2031,958.0560
98611899,0.2111,4038.0859,852.6364
98611937,0.2111,4028.3203,850.5744
98611974,0.2903,4038.0859,1172.3750
98612013,0.2375,4042.9688,960.3758
98612049,0.1584,4028.3203,637.9308
98612087,0.1848,4038.0859,746.0569
98612124,0.2111,4042.9688,853.6674
98612162,0.1848,4028.3203,744.2526
98612200,0.1584,4042.9688,640.2505
98612237,0.3431,4038.0859,1385.5342
98612276,0.2111,4042.9688,853.6674
