8108??	r??5,4033.2031,958.0560
81113819,2.2171,3798.8281,8422.2334
81113858,2.2698,3774.4141,8567.3457
81113895,2.1643,3759.7656,8137.1621
81113934,2.2435,3769.5313,8456.7715
81113973,2.2962,3769.5313,8655.7539
81114011,2.1643,3759.7656,8137.1621
81114050,2.3226,3754.8828,8721.2227
81114088,2.2435,3784.1797,8489.6348
81114127,2.3226,3750.0000,8709.8818
81114165,2.2962,3779.2969,8678.1787
81114204,2.2698,3745.1172,8500.8467
81114243,2.2435,3779.2969,8478.6807
81114280,2.3490,3745.1172,8797.3887
81114319,2.3226,3793.9453,8811.9512
81114357,2.3226,3745.1172,8698.5410
81114396,2.3490,3769.5313,8854.7373
81114434,2.4018,3750.0000,9006.8096
81114473,2.2171,3764.6484,8346.4541
81114512,2.3226,3750.0000,8709.8818
81114550,2.2698,3784.1797,8589.5117
81114589,2.2435,3774.4141,8467.7256
81114627,2.1379,3803.7109,8131.8779
81114665,2.1907,3779.2969,8279.1816
81114704,2.1643,3798.8281,8221.7041
81114742,2.1115,3774.4141,7969.6240
81114781,2.2698,3793.9453,8611.6787
81114819,2.1907,3764.6484,8247.0918
81114858,2.1907,3779.2969,8279.1816
81114896,2.2698,3769.5313,8556.2627
81114935,2.2698,3769.5313,8556.2627
81114974,2.3490,3774.4141,8866.2070
81115012,2.3490,3750.0000,8808.8584
81115051,2.2962,3759.7656,8633.3301
81115088,2.2171,3745.1172,8303.1523
81115127,2.2962,3769.5313,8655.7539
81115165,2.2171,3735.3516,8281.5020
81115204,2.3754,3750.0000,8907.8330
81115243,2.3226,3720.7031,8641.8359
81115281,2.2698,3774.4141,8567.3457
81115320,2.2435,3735.3516,8380.0908
81115358,2.1907,3779.2969,8279.1816
81115397,2.1907,3754.8828,8225.6982
81115436,2.1907,3789.0625,8300.5752
81115473,2.1379,3759.7656,8037.9282
81115512,2.2435,3798.8281,8522.4980
81115550,2.2435,3769.5313,8456.7715
81115589,2.2698,3779.2969,8578.4287
81115627,2.2962,3769.5313,8655.7539
81115666,2.2962,3784.1797,8689.3906
81115705,2.2698,3764.6484,8545.1797
81115743,2.1907,3779.2969,8279.1816
81115782,2.2698,3764.6484,8545.1797
81115820,2.1907,3750.0000,8215.0020
81115858,2.2962,3784.1797,8689.3906
81115896,2.2962,3754.8828,8622.1182
81115935,2.3226,3784.1797,8789.2686
81115974,2.2435,3750.0000,8412.9541
81116012,2.2962,3784.1797,8689.3906
81116051,2.2698,3745.1172,8500.8467
81116089,2.3226,3779.2969,8777.9277
81116128,2.2171,3745.1172,8303.1523
81116166,2.4282,3789.0625,9200.6377
81116205,2.2962,3759.7656,8633.3301
81116243,2.3754,3789.0625,9000.6230
81116281,2.2698,3754.8828,8523.0127
81116320,2.2698,3779.2969,8578.4287
81116358,2.3490,3779.2969,8877.6777
81116397,2.3490,3784.1797,8889.1475
81116436,2.2962,3769.5313,8655.7539
81116474,2.2171,3793.9453,8411.4072
81116513,2.1643,3789.0625,8200.5684
81116551,2.2962,3774.4141,8666.9658
81116590,2.2435,3779.2969,8478.6807
81116627,2.2962,3759.7656,8633.3301
81116666,2.1907,3779.2969,8279.1816
81116705,2.2435,3750.0000,8412.9541
81116743,2.3226,3779.2969,8777.9277
81116782,2.2962,3745.1172,8599.6934
81116820,2.2435,3784.1797,8489.6348
81116859,2.3754,3740.2344,8884.6357
81116897,2.3490,3774.4141,8866.2070
81116936,2.3226,3730.4688,8664.5176
81116975,2.3226,3774.4141,8766.5869
81117012,2.3490,3730.4688,8762.9785
81117051,2.3754,3784.1797,8989.0244
81117089,2.4018,3740.2344,8983.3545
81117128,2.3490,3759.7656,8831.7979
81117167,2.2698,3759.7656,8534.0957
81117205,2.1907,3784.1797,8289.8779
81117244,2.2435,3759.7656,8434.8633
81117282,2.2171,3789.0625,8400.5820
81117321,2.1907,3754.8828,8225.6982
81117359,2.4018,3769.5313,9053.7197
81117398,2.3226,3769.5313,8755.2461
81117436,2.2435,3759.7656,8434.8633
81117474,2.2171,3789.0625,8400.5820
81117513,2.2435,3745.1172,8402.0000
81117551,2.3490,3789.0625,8900.6172
81117590,2.1379,3740.2344,7996.1724
81117628,2.1907,3789.0625,8300.5752
81117667,2.2171,3769.5313,8357.2803
81117706,2.2171,3798.8281,8422.2334
81117744,2.2698,3774.4141,8567.3457
81117783,2.2435,3769.5313,8456.7715
81117820,2.2962,3759.7656,8633.3301
81117859,2.3754,3779.2969,8977.4258
81117898,2.3754,3754.8828,8919.4326
81117936,2.4810,3769.5313,9352.1943
81117975,2.3226,3764.6484,8743.9053
81118013,2.2962,3764.6484,8644.5420
81118052,2.2698,3774.4141,8567.3457
81118090,2.1379,3764.6484,8048.3667
81118129,2.1907,3784.1797,8289.8779
81118168,2.2171,3759.7656,8335.6289
81118205,2.2435,3779.2969,8478.6807
81118244,2.1643,3759.7656,8137.1621
81118282,2.1907,3803.7109,8332.6650
81118321,2.2171,3740.2344,8292.3271
81118359,2.3226,3789.0625,8800.6094
81118398,2.4018,3750.0000,9006.8096
81118437,2.1907,3784.1797,8289.8779
81118475,2.2698,3759.7656,8534.0957
81118514,2.2171,3798.8281,8422.2334
81118552,2.2435,3759.7656,8434.8633
81118590,2.2171,3789.0625,8400.5820
81118628,2.2435,3769.5313,8456.7715
81118667,2.3226,3779.2969,8777.9277
81118706,2.1643,3779.2969,8179.4331
81118744,2.2698,3769.5313,8556.2627
81118783,2.2171,3779.2969,8378.9307
81118821,2.3226,3769.5313,8755.2461
81118860,2.2171,3784.1797,8389.7568
81118899,2.1907,3769.5313,8257.7881
81118937,2.2435,3793.9453,8511.5439
81118976,2.1907,3745.1172,8204.3057
81119013,2.2171,3793.9453,8411.4072
81119052,2.2435,3750.0000,8412.9541
81119090,2.2962,3793.9453,8711.8145
81119129,2.2698,3750.0000,8511.9297
81119168,2.2698,3789.0625,8600.5957
81119206,2.2435,3764.6484,8445.8174
81119245,2.2962,3784.1797,8689.3906
81119283,2.2962,3754.8828,8622.1182
81119322,2.3226,3779.2969,8777.9277
81119360,2.2171,3754.8828,8324.8037
81119398,2.2962,3769.5313,8655.7539
81119437,2.2962,3769.5313,8655.7539
81119475,2.1907,3774.4141,8268.4854
81119514,2.2171,3769.5313,8357.2803
81119552,2.3226,3745.1172,8698.5410
81119591,2.2171,3779.2969,8378.9307
81119630,2.1379,3769.5313,8058.8057
81119668,2.1907,3793.9453,8311.2715
81119707,2.1907,3750.0000,8215.0020
81119745,2.3226,3784.1797,8789.2686
81119783,2.2698,3750.0000,8511.9297
81119821,2.2171,3784.1797,8389.7568
81119860,2.2435,3754.8828,8423.9082
81119899,2.3226,3774.4141,8766.5869
81119937,2.3226,3754.8828,8721.2227
81119976,2.1907,3774.4141,8268.4854
81120014,2.2698,3754.8828,8523.0127
81120053,2.3490,3754.8828,8820.3281
81120091,2.1907,3774.4141,8268.4854
81120130,2.2435,3750.0000,8412.9541
81120168,2.1907,3784.1797,8289.8779
81120206,2.1907,3759.7656,8236.3955
81120245,2.1907,3789.0625,8300.5752
81120283,2.1907,3754.8828,8225.6982
81120322,2.2171,3779.2969,8378.9307
81120361,2.2698,3750.0000,8511.9297
81120399,2.2171,3784.1797,8389.7568
81120438,2.3226,3764.6484,8743.9053
81120476,2.1907,3789.0625,8300.5752
81120515,2.2171,3764.6484,8346.4541
81120552,2.2435,3779.2969,8478.6807
81120591,2.3754,3754.8828,8919.4326
81120630,2.2962,3779.2969,8678.1787
81120668,2.1907,3764.6484,8247.0918
81120707,2.1379,3779.2969,8079.6836
81120745,2.2171,3784.1797,8389.7568
81120784,2.1643,3764.6484,8147.7300
81120822,2.3226,3784.1797,8789.2686
81120861,2.2171,3735.3516,8281.5020
81120900,2.2698,3774.4141,8567.3457
81120937,2.3226,3750.0000,8709.8818
81120976,2.2698,3784.1797,8589.5117
81121014,2.2435,3754.8828,8423.9082
81121053,2.1379,3793.9453,8111.0000
81121091,2.2962,3754.8828,8622.1182
81121130,2.2435,3779.2969,8478.6807
81121169,2.1907,3754.8828,8225.6982
81121207,2.2171,3784.1797,8389.7568
81121246,2.2435,3769.5313,8456.7715
81121284,2.2435,3769.5313,8456.7715
81121323,2.2171,3774.4141,8368.1055
81121361,2.2171,3759.7656,8335.6289
81121399,2.2171,3784.1797,8389.7568
81121438,2.1643,3759.7656,8137.1621
81121476,2.2435,3784.1797,8489.6348
81121515,2.2698,3759.7656,8534.0957
81121553,2.2698,3774.4141,8567.3457
81121592,2.2698,3740.2344,8489.7627
81121631,2.2698,3774.4141,8567.3457
81121669,2.3226,3750.0000,8709.8818
81121708,2.2962,3779.2969,8678.1787
81121745,2.2698,3754.8828,8523.0127
81121784,2.2435,3789.0625,8500.5889
81121822,2.1907,3764.6484,8247.0918
81121861,2.1643,3784.1797,8190.0005
81121900,2.1907,3764.6484,8247.0918
81121938,2.2698,3793.9453,8611.6787
81121977,2.2171,3789.0625,8400.5820
81122015,2.1643,3759.7656,8137.1621
81122054,2.1643,3779.2969,8179.4331
81122093,2.2698,3764.6484,8545.1797
81122130,2.2962,3784.1797,8689.3906
81122169,2.2435,3740.2344,8391.0459
81122207,2.3490,3769.5313,8854.7373
81122246,2.4282,3740.2344,9082.0732
81122284,2.4018,3774.4141,9065.4473
81122323,2.2435,3750.0000,8412.9541
81122362,2.4282,3774.4141,9165.0684
81122400,2.2962,3735.3516,8577.2695
81122439,2.2435,3779.2969,8478.6807
81122477,2.2435,3759.7656,8434.8633
81122515,2.3490,3779.2969,8877.6777
81122553,2.1907,3764.6484,8247.0918
81122592,2.3490,3779.2969,8877.6777
81122631,2.2435,3774.4141,8467.7256
81122669,2.1907,3764.6484,8247.0918
81122708,2.2171,3784.1797,8389.7568
81122746,2.2698,3745.1172,8500.8467
81122785,2.2698,3779.2969,8578.4287
81122824,2.3226,3745.1172,8698.5410
81122862,2.2698,3774.4141,8567.3457
81122900,2.2962,3754.8828,8622.1182
81122938,2.4282,3779.2969,9176.9248
81122977,2.2962,3750.0000,8610.9053
81123015,2.2435,3769.5313,8456.7715
81123054,2.3754,3750.0000,8907.8330
81123093,2.2171,3774.4141,8368.1055
81123131,2.2698,3774.4141,8567.3457
81123170,2.2171,3759.7656,8335.6289
81123208,2.2171,3754.8828,8324.8037
81123247,2.1907,3759.7656,8236.3955
81123284,2.2962,3784.1797,8689.3906
81123323,2.1907,3754.8828,8225.6982
81123362,2.2698,3774.4141,8567.3457
81123400,2.1907,3754.8828,8225.6982
81123439,2.2962,3784.1797,8689.3906
81123477,2.2962,3750.0000,8610.9053
81123516,2.2435,3774.4141,8467.7256
81123554,2.2171,3750.0000,8313.9775
81123593,2.2962,3759.7656,8633.3301
81123632,2.2698,3769.5313,8556.2627
81123670,2.3490,3745.1172,8797.3887
81123708,2.3490,3764.6484,8843.2676
81123746,2.2698,3759.7656,8534.0957
81123785,2.3226,3754.8828,8721.2227
81123824,2.2698,3745.1172,8500.8467
81123862,2.3226,3774.4141,8766.5869
81123901,2.4018,3735.3516,8971.6270
81123939,2.3490,3769.5313,8854.7373
81123978,2.3226,3745.1172,8698.5410
81124016,2.2171,3779.2969,8378.9307
81124055,2.1643,3759.7656,8137.1621
81124093,2.1907,3779.2969,8279.1816
81124131,2.3490,3774.4141,8866.2070
81124170,2.3490,3764.6484,8843.2676
81124208,2.2435,3764.6484,8445.8174
81124247,2.3226,3745.1172,8698.5410
81124285,2.2962,3769.5313,8655.7539
81124324,2.3754,3745.1172,8896.2344
81124363,2.3490,3789.0625,8900.6172
81124401,2.2698,3745.1172,8500.8467
81124440,2.1907,3784.1797,8289.8779
81124477,2.2435,3764.6484,8445.8174
81124516,2.1643,3793.9453,8211.1357
81124555,2.1907,3754.8828,8225.6982
81124593,2.1907,3798.8281,8321.9678
81124632,2.1643,3759.7656,8137.1621
81124670,2.2435,3764.6484,8445.8174
81124709,2.1907,3769.5313,8257.7881
81124747,2.3226,3759.7656,8732.5635
81124786,2.2962,3769.5313,8655.7539
81124825,2.2962,3750.0000,8610.9053
81124862,2.3226,3779.2969,8777.9277
81124901,2.1643,3735.3516,8084.3232
81124939,2.2698,3784.1797,8589.5117
81124978,2.2171,3750.0000,8313.9775
81125016,2.2171,3774.4141,8368.1055
81125055,2.1907,3759.7656,8236.3955
81125094,2.1907,3774.4141,8268.4854
81125132,2.1907,3774.4141,8268.4854
81125171,2.3490,3764.6484,8843.2676
81125209,2.2698,3774.4141,8567.3457
81125248,2.1907,3750.0000,8215.0020
81125286,2.2171,3789.0625,8400.5820
81125324,2.3490,3754.8828,8820.3281
81125363,2.4282,3774.4141,9165.0684
81125401,2.3754,3745.1172,8896.2344
81125440,2.2435,3779.2969,8478.6807
81125478,2.3226,3750.0000,8709.8818
81125517,2.2171,3779.2969,8378.9307
81125556,2.2962,3769.5313,8655.7539
81125594,2.1907,3774.4141,8268.4854
81125633,2.1643,3784.1797,8190.0005
81125670,2.2962,3769.5313,8655.7539
81125709,2.1907,3769.5313,8257.7881
81125747,2.2435,3754.8828,8423.9082
81125786,2.2171,3789.0625,8400.5820
81125825,2.1643,3750.0000,8116.0264
81125863,2.1379,3779.2969,8079.6836
81125902,2.2435,3759.7656,8434.8633
81125940,2.2435,3798.8281,8522.4980
81125979,2.1379,3759.7656,8037.9282
81126017,2.2435,3784.1797,8489.6348
81126055,2.1643,3779.2969,8179.4331
81126094,2.1907,3754.8828,8225.6982
81126132,2.3226,3784.1797,8789.2686
81126171,2.2435,3754.8828,8423.9082
81126209,2.2698,3759.7656,8534.0957
81126248,2.2962,3745.1172,8599.6934
81126287,2.2962,3769.5313,8655.7539
81126325,2.2171,3750.0000,8313.9775
81126364,2.3490,3789.0625,8900.6172
81126402,2.2698,3754.8828,8523.0127
81126440,2.2171,3793.9453,8411.4072
81126478,2.1115,3779.2969,7979.9341
81126517,2.1907,3764.6484,8247.0918
81126556,2.1907,3784.1797,8289.8779
81126594,2.2171,3750.0000,8313.9775
81126633,2.2171,3793.9453,8411.4072
81126671,2.1907,3745.1172,8204.3057
81126710,2.2698,3769.5313,8556.2627
81126748,2.2962,3759.7656,8633.3301
81126787,2.2962,3793.9453,8711.8145
81126825,2.2962,3754.8828,8622.1182
81126863,2.2962,3750.0000,8610.9053
81126902,2.2698,3750.0000,8511.9297
81126940,2.4282,3735.3516,9070.2168
81126979,2.3226,3774.4141,8766.5869
81127018,2.2962,3754.8828,8622.1182
81127056,2.2171,3784.1797,8389.7568
81127095,2.1907,3754.8828,8225.6982
81127133,2.1379,3789.0625,8100.5610
81127172,2.1907,3784.1797,8289.8779
81127209,2.1643,3784.1797,8190.0005
81127248,2.1643,3779.2969,8179.4331
81127287,2.1907,3769.5313,8257.7881
81127325,2.2962,3784.1797,8689.3906
81127364,2.2962,3745.1172,8599.6934
81127402,2.2435,3784.1797,8489.6348
81127441,2.2698,3750.0000,8511.9297
81127479,2.2698,3779.2969,8578.4287
81127518,2.3226,3769.5313,8755.2461
81127557,2.3226,3774.4141,8766.5869
81127595,2.2698,3774.4141,8567.3457
81127633,2.2698,3769.5313,8556.2627
81127671,2.1643,3789.0625,8200.5684
81127710,2.2435,3764.6484,8445.8174
81127749,2.2698,3779.2969,8578.4287
81127787,2.2435,3730.4688,8369.1367
81127826,2.3490,3769.5313,8854.7373
81127864,2.2698,3754.8828,8523.0127
81127903,2.2171,3789.0625,8400.5820
81127941,2.2962,3759.7656,8633.3301
81127980,2.3490,3764.6484,8843.2676
81128018,2.2698,3774.4141,8567.3457
81128056,2.1907,3759.7656,8236.3955
81128095,2.2171,3784.1797,8389.7568
81128133,2.3226,3759.7656,8732.5635
81128172,2.2171,3774.4141,8368.1055
81128210,2.2698,3750.0000,8511.9297
81128249,2.2171,3769.5313,8357.2803
81128288,2.3754,3754.8828,8919.4326
81128326,2.2171,3774.4141,8368.1055
81128365,2.2698,3769.5313,8556.2627
81128402,2.2435,3764.6484,8445.8174
81128441,2.2962,3774.4141,8666.9658
81128479,2.1907,3750.0000,8215.0020
81128518,2.3226,3769.5313,8755.2461
81128557,2.0851,3750.0000,7819.0986
81128595,2.1643,3779.2969,8179.4331
81128634,2.1907,3764.6484,8247.0918
81128672,2.1907,3750.0000,8215.0020
81128711,2.1907,3759.7656,8236.3955
81128750,2.2698,3784.1797,8589.5117
81128787,2.2435,3759.7656,8434.8633
81128826,2.2435,3759.7656,8434.8633
81128864,2.2435,3769.5313,8456.7715
81128903,2.3754,3740.2344,8884.6357
81128941,2.3754,3769.5313,8954.2285
81128980,2.3490,3735.3516,8774.4482
81129019,2.3226,3774.4141,8766.5869
81129057,2.2171,3754.8828,8324.8037
81129096,2.0851,3789.0625,7900.5479
81129134,2.0851,3764.6484,7849.6421
81129172,2.0851,3793.9453,7910.7290
81129210,2.1643,3769.5313,8158.2974
81129249,2.1907,3784.1797,8289.8779
81129288,2.2435,3774.4141,8467.7256
81129326,2.1907,3764.6484,8247.0918
81129365,2.2962,3779.2969,8678.1787
81129403,2.4018,3764.6484,9041.9922
81129442,2.2171,3769.5313,8357.2803
81129481,2.2171,3754.8828,8324.8037
81129519,2.2962,3784.1797,8689.3906
81129558,2.2171,3754.8828,8324.8037
81129595,2.2171,3789.0625,8400.5820
81129634,2.2962,3745.1172,8599.6934
81129672,2.1379,3798.8281,8121.4390
81129711,2.1379,3769.5313,8058.8057
81129750,2.1115,3789.0625,8000.5542
81129788,2.0587,3779.2969,7780.4360
81129827,2.2171,3774.4141,8368.1055
81129865,2.1379,3759.7656,8037.9282
81129904,2.3490,3740.2344,8785.9180
81129942,2.2962,3774.4141,8666.9658
81129980,2.2698,3740.2344,8489.7627
81130019,2.3754,3769.5313,8954.2285
81130057,2.3226,3750.0000,8709.8818
81130096,2.2435,3769.5313,8456.7715
81130134,2.2435,3754.8828,8423.9082
81130173,2.2435,3779.2969,8478.6807
81130212,2.2171,3759.7656,8335.6289
81130250,2.2171,3779.2969,8378.9307
81130289,2.1643,3769.5313,8158.2974
81130327,2.2171,3759.7656,8335.6289
81130365,2.2698,3779.2969,8578.4287
81130403,2.2435,3750.0000,8412.9541
81130442,2.2962,3779.2969,8678.1787
81130481,2.0851,3750.0000,7819.0986
81130519,2.1115,3803.7109,8031.4839
81130558,2.1115,3789.0625,8000.5542
81130596,2.1379,3793.9453,8111.0000
81130635,2.1115,3764.6484,7949.0039
81130673,2.1643,3784.1797,8190.0005
81130712,2.2698,3769.5313,8556.2627
81130750,2.2435,3759.7656,8434.8633
81130788,2.2698,3769.5313,8556.2627
81130827,2.3754,3750.0000,8907.8330
81130865,2.4282,3774.4141,9165.0684
81130904,2.2171,3740.2344,8292.3271
81130942,2.2698,3779.2969,8578.4287
81130981,2.2698,3745.1172,8500.8467
81131020,2.1907,3784.1797,8289.8779
81131058,2.2435,3754.8828,8423.9082
81131097,2.2962,3784.1797,8689.3906
81131134,2.2698,3779.2969,8578.4287
81131173,2.2171,3769.5313,8357.2803
81131212,2.2698,3769.5313,8556.2627
81131250,2.2698,3759.7656,8534.0957
81131289,2.2698,3769.5313,8556.2627
81131327,2.2171,3754.8828,8324.8037
81131366,2.2435,3774.4141,8467.7256
81131404,2.2698,3735.3516,8478.6797
81131443,2.1907,3784.1797,8289.8779
81131482,2.1379,3759.7656,8037.9282
81131520,2.1379,3789.0625,8100.5610
81131558,2.1643,3774.4141,8168.8652
81131596,2.2171,3784.1797,8389.7568
81131635,2.2698,3774.4141,8567.3457
81131673,2.2962,3764.6484,8644.5420
81131712,2.4282,3764.6484,9141.3555
81131751,2.3490,3750.0000,8808.8584
81131789,2.3226,3769.5313,8755.2461
81131828,2.3490,3740.2344,8785.9180
81131866,2.3754,3759.7656,8931.0313
81131905,2.2435,3735.3516,8380.0908
81131943,2.2435,3784.1797,8489.6348
81131981,2.2435,3750.0000,8412.9541
81132020,2.1907,3793.9453,8311.2715
81132058,2.2171,3764.6484,8346.4541
81132097,2.2171,3764.6484,8346.4541
81132135,2.1379,3798.8281,8121.4390
81132174,2.1643,3764.6484,8147.7300
81132213,2.2171,3774.4141,8368.1055
81132251,2.2171,3750.0000,8313.9775
81132290,2.3754,3779.2969,8977.4258
81132327,2.3490,3735.3516,8774.4482
81132366,2.3490,3779.2969,8877.6777
81132404,2.2698,3754.8828,8523.0127
81132443,2.2698,3784.1797,8589.5117
81132482,2.2171,3769.5313,8357.2803
81132520,2.2698,3784.1797,8589.5117
81132559,2.2435,3774.4141,8467.7256
81132597,2.2962,3774.4141,8666.9658
81132636,2.2171,3774.4141,8368.1055
81132675,2.2171,3764.6484,8346.4541
81132712,2.1379,3784.1797,8090.1226
81132751,2.2435,3754.8828,8423.9082
81132789,2.2435,3793.9453,8511.5439
81132828,2.2698,3745.1172,8500.8467
81132866,2.3490,3774.4141,8866.2070
81132905,2.2962,3750.0000,8610.9053
81132944,2.3226,3769.5313,8755.2461
81132982,2.3754,3745.1172,8896.2344
81133021,2.4018,3754.8828,9018.5371
81133059,2.5074,3750.0000,9402.7139
81133097,2.4018,3754.8828,9018.5371
81133135,2.3226,3764.6484,8743.9053
81133174,2.3226,3754.8828,8721.2227
81133213,2.2698,3769.5313,8556.2627
81133251,2.2962,3750.0000,8610.9053
81133290,2.2435,3789.0625,8500.5889
81133328,2.3226,3745.1172,8698.5410
81133367,2.1907,3779.2969,8279.1816
81133405,2.1907,3745.1172,8204.3057
81133444,2.2962,3789.0625,8700.6025
81133483,2.1907,3759.7656,8236.3955
81133520,2.2171,3774.4141,8368.1055
81133559,2.1379,3793.9453,8111.0000
81133597,2.2171,3769.5313,8357.2803
81133636,2.3490,3779.2969,8877.6777
81133675,2.2171,3754.8828,8324.8037
81133713,2.3754,3769.5313,8954.2285
81133752,2.2435,3745.1172,8402.0000
81133790,2.3490,3779.2969,8877.6777
81133829,2.2435,3764.6484,8445.8174
81133867,2.2962,3754.8828,8622.1182
81133905,2.2435,3769.5313,8456.7715
81133944,2.2698,3740.2344,8489.7627
81133982,2.1907,3774.4141,8268.4854
81134021,2.2171,3750.0000,8313.9775
81134059,2.1907,3784.1797,8289.8779
81134098,2.2698,3745.1172,8500.8467
81134136,2.2171,3793.9453,8411.4072
81134175,2.1643,3764.6484,8147.7300
81134214,2.1643,3784.1797,8190.0005
81134252,2.2171,3759.7656,8335.6289
81134290,2.2435,3764.6484,8445.8174
81134328,2.2698,3774.4141,8567.3457
81134367,2.3754,3745.1172,8896.2344
81134406,2.4018,3759.7656,9030.2646
81134444,2.3490,3745.1172,8797.3887
81134483,2.2171,3764.6484,8346.4541
81134521,2.2435,3754.8828,8423.9082
81134560,2.1907,3798.8281,8321.9678
81134598,2.1379,3764.6484,8048.3667
81134637,2.1379,3793.9453,8111.0000
81134675,2.2171,3759.7656,8335.6289
81134713,2.1643,3784.1797,8190.0005
81134752,2.2171,3774.4141,8368.1055
81134790,2.2171,3774.4141,8368.1055
81134829,2.2962,3774.4141,8666.9658
81134867,2.2962,3740.2344,8588.4814
81134906,2.3754,3769.5313,8954.2285
81134945,2.3754,3725.5859,8849.8398
81134983,2.2962,3774.4141,8666.9658
81135022,2.3490,3745.1172,8797.3887
81135059,2.2171,3784.1797,8389.7568
81135098,2.2962,3754.8828,8622.1182
81135137,2.2962,3779.2969,8678.1787
81135175,2.2435,3764.6484,8445.8174
81135214,2.2962,3769.5313,8655.7539
81135252,2.2435,3754.8828,8423.9082
81135291,2.1643,3750.0000,8116.0264
81135329,2.1907,3774.4141,8268.4854
81135368,2.2171,3750.0000,8313.9775
81135407,2.1907,3779.2969,8279.1816
81135444,2.3226,3750.0000,8709.8818
81135483,2.2435,3793.9453,8511.5439
81135521,2.2435,3740.2344,8391.0459
81135560,2.2698,3779.2969,8578.4287
81135598,2.2698,3764.6484,8545.1797
81135637,2.2698,3774.4141,8567.3457
81135676,2.3490,3754.8828,8820.3281
81135714,2.2698,3764.6484,8545.1797
81135753,2.3226,3774.4141,8766.5869
81135791,2.3226,3759.7656,8732.5635
81135830,2.1643,3769.5313,8158.2974
81135867,2.2435,3754.8828,8423.9082
81135906,2.2962,3784.1797,8689.3906
81135945,2.1643,3745.1172,8105.4590
81135983,2.2435,3793.9453,8511.5439
81136022,2.2435,3759.7656,8434.8633
81136060,2.1907,3754.8828,8225.6982
81136099,2.3490,3769.5313,8854.7373
81136138,2.2962,3754.8828,8622.1182
81136176,2.3754,3754.8828,8919.4326
81136215,2.3490,3745.1172,8797.3887
81136252,2.3754,3774.4141,8965.8271
81136291,2.3490,3750.0000,8808.8584
81136329,2.2698,3774.4141,8567.3457
81136368,2.2698,3740.2344,8489.7627
81136407,2.2962,3784.1797,8689.3906
81136445,2.2962,3764.6484,8644.5420
81136484,2.2435,3774.4141,8467.7256
81136522,2.1379,3764.6484,8048.3667
81136561,2.2171,3754.8828,8324.8037
81136599,2.2698,3779.2969,8578.4287
81136637,2.2171,3740.2344,8292.3271
81136676,2.1643,3774.4141,8168.8652
81136714,2.1643,3750.0000,8116.0264
81136753,2.1907,3793.9453,8311.2715
81136791,2.2698,3759.7656,8534.0957
81136830,2.1379,3784.1797,8090.1226
81136869,2.2171,3759.7656,8335.6289
81136907,2.3226,3754.8828,8721.2227
81136946,2.2435,3769.5313,8456.7715
81136984,2.2962,3745.1172,8599.6934
81137022,2.1643,3779.2969,8179.4331
81137060,2.4018,3745.1172,8995.0820
81137099,2.2698,3784.1797,8589.5117
81137138,2.2962,3745.1172,8599.6934
81137176,2.2962,3779.2969,8678.1787
81137215,2.1907,3764.6484,8247.0918
81137253,2.1643,3774.4141,8168.8652
81137292,2.1379,3779.2969,8079.6836
81137330,2.2171,3769.5313,8357.2803
81137369,2.2698,3774.4141,8567.3457
81137408,2.1643,3764.6484,8147.7300
81137445,2.1907,3789.0625,8300.5752
81137484,2.2698,3745.1172,8500.8467
81137522,2.1907,3779.2969,8279.1816
81137561,2.2171,3740.2344,8292.3271
81137600,2.2962,3774.4141,8666.9658
81137638,2.2171,3745.1172,8303.1523
81137677,2.3490,3774.4141,8866.2070
81137715,2.2962,3750.0000,8610.9053
81137754,2.2962,3774.4141,8666.9658
81137792,2.2962,3759.7656,8633.3301
81137830,2.2698,3774.4141,8567.3457
81137869,2.3226,3769.5313,8755.2461
81137907,2.3226,3754.8828,8721.2227
81137946,2.2435,3779.2969,8478.6807
81137984,2.2435,3750.0000,8412.9541
81138023,2.2435,3784.1797,8489.6348
81138061,2.1643,3740.2344,8094.8911
81138100,2.1907,3784.1797,8289.8779
81138139,2.2435,3745.1172,8402.0000
81138177,2.2435,3789.0625,8500.5889
81138215,2.2435,3764.6484,8445.8174
81138253,2.1907,3774.4141,8268.4854
81138292,2.1907,3764.6484,8247.0918
81138330,2.2171,3759.7656,8335.6289
81138369,2.2171,3769.5313,8357.2803
81138408,2.2698,3745.1172,8500.8467
81138446,2.2962,3779.2969,8678.1787
81138485,2.3226,3735.3516,8675.8594
81138523,2.2698,3745.1172,8500.8467
81138562,2.2962,3745.1172,8599.6934
81138600,2.2962,3774.4141,8666.9658
81138638,2.2962,3759.7656,8633.3301
81138677,2.2171,3774.4141,8368.1055
81138715,2.2171,3784.1797,8389.7568
81138754,2.2435,3769.5313,8456.7715
81138792,2.2698,3798.8281,8622.7617
81138831,2.2435,3754.8828,8423.9082
81138870,2.1907,3789.0625,8300.5752
81138908,2.2171,3754.8828,8324.8037
81138947,2.2698,3784.1797,8589.5117
81138984,2.2435,3754.8828,8423.9082
81139023,2.2435,3745.1172,8402.0000
81139061,2.2962,3774.4141,8666.9658
81139100,2.2698,3730.4688,8467.5967
81139139,2.3226,3784.1797,8789.2686
81139177,2.3226,3740.2344,8687.2002
81139216,2.1907,3784.1797,8289.8779
81139254,2.2435,3754.8828,8423.9082
81139293,2.1907,3798.8281,8321.9678
81139332,2.1379,3764.6484,8048.3667
81139369,2.2698,3774.4141,8567.3457
